state,raceEthnicity,sex_gender_standardized,ageCat,los_cutoff,p,se,p.m,p.lwr,p.upr,nStrata,p.raw
IL,Hispanic,Male,50-64,60,-5.274366654068382,0.16884047556536316,0.005121199172024259,0.0036783613720231816,0.007129990315529193,192,0.015625
IL,Hispanic,Male,50-64,90,-5.804898149137845,0.19816522624091465,0.003012761589827293,0.002043083984529255,0.004442662399524433,192,0
IL,Hispanic,Male,65+,30,-6.957071671970203,0.15632472218594468,9.518799139194925e-4,7.006777357793211e-4,0.0012931413747799593,149,0
IL,Hispanic,Male,65+,60,-7.624983319175014,0.21188054146664662,4.881033854226554e-4,3.2222466140580775e-4,7.393751732770482e-4,149,0
IL,Hispanic,Male,65+,90,-8.336037960817881,0.27375688578246454,2.3972024488762725e-4,1.4017882942068654e-4,4.0994632389549377e-4,149,0
IL,Other or Unknown,Female,<18,30,-7.884390835085944,0.20548188798825312,3.7657593853506957e-4,2.517364288625092e-4,5.633250544005313e-4,NA,NA
IL,Other or Unknown,Female,<18,60,-8.775072042351379,0.28594551887497527,1.545377673933536e-4,8.823428418606573e-5,2.706648755778514e-4,NA,NA
IL,Other or Unknown,Female,<18,90,-9.592878751901196,0.3327634579876576,6.821277104636752e-5,3.553177665112676e-5,1.3095270128229294e-4,NA,NA
IL,Other or Unknown,Female,18-34,30,-3.056532666904877,0.11665627504271586,0.047050552654704,0.037434042377791396,0.059137468584649425,1247,0.05533279871692061
IL,Other or Unknown,Female,18-34,60,-3.82909557175522,0.16252833022319144,0.0217292593012141,0.015801581556278328,0.02988059822352398,1247,0.03127506014434643
IL,Other or Unknown,Female,18-34,90,-4.458529776301419,0.18987132903145987,0.011579375050469607,0.007981166159672514,0.01679979139350981,1247,0.010425020048115477
IL,Other or Unknown,Female,35-49,30,-3.295129460451059,0.11677710230508213,0.03706324651198479,0.029481026997113365,0.04659553556742298,1246,0.045746388443017656
IL,Other or Unknown,Female,35-49,60,-4.060209699087269,0.16265221200212288,0.017245402391006644,0.012537862954304951,0.02372046214826605,1246,0.02969502407704655
IL,Other or Unknown,Female,35-49,90,-4.682092727280914,0.19003823019451158,0.009259615746152172,0.0063801682267246185,0.01343859295233752,1246,0.012038523274478331
IL,Other or Unknown,Female,50-64,30,-4.552323456588332,0.11767968798682109,0.0105426804443937,0.008371088067985684,0.013277618160257472,1192,0.016778523489932886
IL,Other or Unknown,Female,50-64,60,-5.324937164427113,0.16367035660502152,0.004868656929465837,0.0035325857514037352,0.006710048096473406,1192,0.008389261744966443
IL,Other or Unknown,Female,50-64,90,-5.935603441314272,0.19129390108188304,0.0026436269993666463,0.0018170652163368751,0.003846182101195764,1192,0.0041946308724832215
IL,Other or Unknown,Female,65+,30,-6.78331609260787,0.12398071824883262,0.001132513146135411,8.881998045545273e-4,0.0014440287192055874,1077,0.0018570102135561746
IL,Other or Unknown,Female,65+,60,-7.4911804768382435,0.17087056191398894,5.579838844922728e-4,3.99186982028481e-4,7.799503224553355e-4,1077,9.285051067780873e-4
IL,Other or Unknown,Female,65+,90,-8.133439697618083,0.20120185319834252,2.935567158655785e-4,1.978922072167974e-4,4.3546709919393533e-4,1077,0
IL,Other or Unknown,Male,<18,30,-7.538124812526797,0.20532610060859113,5.32395026830383e-4,3.560082779173756e-4,7.961738031819241e-4,NA,NA
IL,Other or Unknown,Male,<18,60,-8.323822746842545,0.28576866560035485,2.4266643652004756e-4,1.385999212584741e-4,4.2487036701500204e-4,NA,NA
IL,Other or Unknown,Male,<18,90,-9.050907858996515,0.33256181617378555,1.1728451077281755e-4,6.111721126655035e-5,2.2507009371266378e-4,NA,NA
IL,Other or Unknown,Male,18-34,30,-2.7102666443457295,0.11653265378068715,0.06651906741687028,0.05293627492349256,0.08358703623186865,4966,0.08699154248892468
IL,Other or Unknown,Male,18-34,60,-3.377846276246386,0.16238314683659147,0.034120862568333604,0.024819853648390382,0.046907337927941904,4966,0.05517519130084575
IL,Other or Unknown,Male,18-34,90,-3.916558883396739,0.18968440115693042,0.01990948787179666,0.01372778389749024,0.028874850469469245,4966,0.03584373741441804
IL,Other or Unknown,Male,35-49,30,-2.9488634378919114,0.11664814306792387,0.0523992270932935,0.041690183016204606,0.06585912561015438,4966,0.05799436165928312
IL,Other or Unknown,Male,35-49,60,-3.6089604035784357,0.1625027763206619,0.02707998449290314,0.019693631048218405,0.03723668623324876,4966,0.0342327829238824
IL,Other or Unknown,Male,35-49,90,-4.140121834376234,0.18984492218380564,0.01592091167200232,0.010974168955260306,0.023097459999119125,4966,0.02013693113169553
IL,Other or Unknown,Male,50-64,30,-4.2060574340291845,0.11751320186472147,0.014905016661159901,0.011838728122388334,0.018765488942120913,4948,0.019401778496362168
IL,Other or Unknown,Male,50-64,60,-4.873687868918279,0.16348622963954101,0.00764511903879701,0.005549125168308861,0.010532803522107061,4948,0.010307194826192401
IL,Other or Unknown,Male,50-64,90,-5.393632548409592,0.19105986710105077,0.0045454318088876365,0.00312568128980136,0.006610063027430592,4948,0.005658852061438965
IL,Other or Unknown,Male,65+,30,-6.4370500700487225,0.12378250073868162,0.0016011229213636364,0.0012562058721597583,0.00204074401030184,4462,0.0031376064545047063
IL,Other or Unknown,Male,65+,60,-7.039931181329409,0.17065400051482743,8.761868581982448e-4,6.270985352586225e-4,0.001224214963542694,4462,0.0020170327207530256
IL,Other or Unknown,Male,65+,90,-7.5914688047134025,0.20094449800534575,5.047391460019398e-4,3.4042599991761664e-4,7.483611873606012e-4,4462,0.001344688480502017
IL,White,Female,<18,30,-7.9192966642736184,0.14778026475733716,3.6365801023953784e-4,2.722089301909575e-4,4.858295733303354e-4,NA,NA
IL,White,Female,<18,60,-8.863128940362259,0.2082946852624226,1.4151158939798168e-4,9.407868779695153e-5,2.128593670137463e-4,NA,NA
IL,White,Female,<18,90,-9.751963397065955,0.25677575298012,5.8180320446505386e-5,3.517290116873994e-5,9.62374320792861e-5,NA,NA
IL,White,Female,18-34,30,-2.9754701614403345,0.11601408192656265,0.051023439110236574,0.04064605142121175,0.06405028896060001,4011,0.055597107953128895
IL,White,Female,18-34,60,-3.7420177360181994,0.16183319534472712,0.023706221943879897,0.01726273804892396,0.03255479850645842,4011,0.027175268012964347
IL,White,Female,18-34,90,-4.388860422396052,0.1890587201306994,0.012414868868818766,0.008570675698779616,0.01798329261856354,4011,0.01670406382448267
IL,White,Female,35-49,30,-2.9373281337985198,0.11601065985537723,0.05300716776111235,0.0422266032018088,0.06654003924081563,4011,0.05484916479680878
IL,White,Female,35-49,60,-3.694058172938864,0.16182736764318223,0.024870866690530583,0.018111032695225848,0.034153768056594536,4011,0.02567938170032411
IL,White,Female,35-49,90,-4.323232549489734,0.1890478777912565,0.013256960423614707,0.009152212905730346,0.019202678246618223,4011,0.012465719272001994
IL,White,Female,50-64,30,-4.159773369101421,0.11619953351022945,0.015611095475703439,0.012431517841130198,0.019603905578224393,4011,0.010969832959361756
IL,White,Female,50-64,60,-4.916933819974892,0.16204342674155323,0.007321545642329854,0.0053293121571701685,0.01005852706912616,4011,0.005983545250560957
IL,White,Female,50-64,90,-5.538843639287805,0.18932090633397128,0.003931069945906148,0.0027124423949581055,0.005697194140723954,4011,0.0034904013961605585
IL,White,Female,65+,30,-6.4718063197953875,0.11752327696486567,0.0015464298616972153,0.0012282710977379362,0.0019470012129676497,3751,7.997867235403892e-4
IL,White,Female,65+,60,-7.217165817893985,0.1636739235620458,7.338794221135917e-4,5.324823463716487e-4,0.001011449506019633,3751,2.6659557451346307e-4
IL,White,Female,65+,90,-7.823527237049593,0.19143887753241304,4.0020756335724115e-4,2.7499970246220787e-4,5.824227893132037e-4,3751,0
IL,White,Male,<18,30,-7.573030641714471,0.14762914108907932,5.141319354383873e-4,3.8495718358916807e-4,6.866520701681998e-4,NA,NA
IL,White,Male,<18,60,-8.411879644853425,0.20812916407686685,2.2221178489067046e-4,1.4777712807541527e-4,3.3413883452315044e-4,NA,NA
IL,White,Male,<18,90,-9.209992504161274,0.2565787465666363,1.0003479283279335e-4,6.049936997425907e-5,1.6540601631649367e-4,NA,NA
IL,White,Male,18-34,30,-2.629204138881187,0.11596046716886133,0.07213584951748861,0.05747055908811429,0.09054341680636155,9438,0.08158508158508158
IL,White,Male,18-34,60,-3.2907684405093653,0.1617560983510108,0.03722523302560733,0.027111302610255638,0.051112187183753335,9438,0.045454545454545456
IL,White,Male,18-34,90,-3.8468895294913716,0.18894199323744806,0.021346029478824843,0.014739725261002545,0.030913261030475085,9438,0.030938758211485486
IL,White,Male,35-49,30,-2.5910621112393724,0.11595983911845834,0.0749404027569114,0.0597050173402558,0.09406351786755938,9438,0.08550540368722187
IL,White,Male,35-49,60,-3.24280887743003,0.16175260961887286,0.039054042870919424,0.028443427435793152,0.05362287185700696,9438,0.04969273151091333
IL,White,Male,35-49,90,-3.7812616565850536,0.18893657009801876,0.02279391518285273,0.015739677438026282,0.03300973424702128,9438,0.030514939605848695
IL,White,Male,50-64,30,-3.813507346542274,0.11609523635441257,0.022070633686716,0.017579007780305314,0.027709918410693302,9438,0.029773257045984318
IL,White,Male,50-64,60,-4.465684524466058,0.1619158626147872,0.011496823209052527,0.00837056592122546,0.01579068191375739,9438,0.01727060817969909
IL,White,Male,50-64,90,-4.996872746383124,0.1891506533339637,0.006759051250182002,0.004665308973708324,0.009792443342991135,9438,0.011019283746556474
IL,White,Male,65+,30,-6.12554029723624,0.1173679697808613,0.002186309542007346,0.0017370321361484065,0.0027517910083524146,9438,0.0019071837253655435
IL,White,Male,65+,60,-6.765916522385151,0.1635011092516043,0.001152390818138326,8.364257468451079e-4,0.001587713676603794,9438,0.0011655011655011655
IL,White,Male,65+,90,-7.281556344144912,0.19122150178057404,6.881137880182187e-4,4.730338532385925e-4,0.0010009866778434439,9438,5.297732570459843e-4
IN,Black,Female,<18,30,-7.147835977762023,0.11574365509463813,7.865643837192477e-4,6.269214068049598e-4,9.868597929821802e-4,NA,NA
IN,Black,Female,<18,60,-7.742540228619663,0.153327219604296,4.339677963308331e-4,3.2132545919763783e-4,5.860974997826251e-4,NA,NA
IN,Black,Female,<18,90,-8.253343910498842,0.18195685246249088,2.603863911045402e-4,1.822788705060263e-4,3.7196342332066954e-4,NA,NA
IN,Black,Female,18-34,30,-2.532615347518651,0.08446439476179966,0.07945095646305364,0.06732911510090223,0.09375519748676239,5447,0.06664218836056544
IN,Black,Female,18-34,60,-3.132139171610781,0.1173772184963032,0.04362437733822104,0.03465912319023184,0.05490866828055969,5447,0.03451441160271709
IN,Black,Female,18-34,90,-3.5966683984348737,0.13624770933957361,0.027414906013076768,0.02099000301066048,0.035806429914474955,5447,0.018358729575913346
IN,Black,Female,35-49,30,-2.9739292810197053,0.08458766071031161,0.05110212073247239,0.04329500322694804,0.06031704697346594,5444,0.03912564290962527
IN,Black,Female,35-49,60,-3.565537324958271,0.11750596336390769,0.028281784891836918,0.022463920702636066,0.03560640047016699,5444,0.019103600293901544
IN,Black,Female,35-49,90,-4.04228101057274,0.13639096132104306,0.017557378140107275,0.013438892069653062,0.022938016434466003,5444,0.011204996326230713
IN,Black,Female,50-64,30,-4.00400425614048,0.08502112956906292,0.018242445020544822,0.015442333567399087,0.021550292180591134,5410,0.009242144177449169
IN,Black,Female,50-64,60,-4.625322691975313,0.11798709293063954,0.009800491985385974,0.007777089237771455,0.012350333166954629,5410,0.005175600739371534
IN,Black,Female,50-64,90,-5.110483968306973,0.13698182659670932,0.006033162357553993,0.00461260080563987,0.007891220065716723,5410,0.0033271719038817007
IN,Black,Female,65+,30,-6.151020680401123,0.0885077353954091,0.002131305277949241,0.0017918751204091907,0.00253503279111157,4575,0.001092896174863388
IN,Black,Female,65+,60,-6.8070844745767145,0.12223082972338815,0.0011059125203034495,8.703174753937167e-4,0.0014052831721098607,4575,8.743169398907104e-4
IN,Black,Female,65+,90,-7.295052524096107,0.14230137991904407,6.788892684141877e-4,5.136553186751287e-4,8.972760954889484e-4,4575,4.371584699453552e-4
IN,Black,Male,<18,30,-6.801569955202876,0.11552460845677982,0.0011120279426324374,8.867087114021655e-4,0.0013946024543278342,1581,6.325110689437065e-4
IN,Black,Male,<18,60,-7.291290933110829,0.1530941534753268,6.814477811887311e-4,5.047991350618596e-4,9.19912587469349e-4,1581,0
IN,Black,Male,<18,90,-7.711373017594162,0.1816615468144599,4.477063462476326e-4,3.135903295911685e-4,6.391809745272516e-4,1581,0
IN,Black,Male,18-34,30,-2.1863493249595036,0.08432506764216083,0.11232606698770216,0.09521446356394446,0.1325129066809507,26506,0.11604919640836037
IN,Black,Male,18-34,60,-2.680889876101947,0.1172070425552306,0.06850216858074858,0.054442430416677796,0.08619282909213749,26506,0.0707764279785709
IN,Black,Male,18-34,90,-3.0546975055301937,0.13601859238093028,0.04713697728891348,0.036106259048590154,0.06153765819232118,26506,0.047310043009130005
IN,Black,Male,35-49,30,-2.627663258460558,0.08443434278433139,0.07224708791616127,0.06122794785681975,0.08524933294468004,26506,0.06179732890666264
IN,Black,Male,35-49,60,-3.114288029449437,0.11732703917724867,0.04441011458810393,0.03528685370663879,0.05589215445857291,26506,0.03580321436655851
IN,Black,Male,35-49,90,-3.50031011766806,0.13615267955104185,0.03018802013212596,0.02311752095661865,0.039421033129278,26506,0.023013657285142985
IN,Black,Male,50-64,30,-3.657738233581332,0.08481987608746581,0.025790779527620503,0.02184065503989726,0.03045532780162704,26506,0.024824568022334566
IN,Black,Male,50-64,60,-4.174073396466479,0.11776427601714509,0.01538944496450118,0.012217485249753307,0.019384923449790363,26506,0.013959103599185091
IN,Black,Male,50-64,90,-4.568513075402293,0.1367004111864073,0.010373372678815681,0.007935245726983797,0.013560621111918763,26506,0.00916773560703237
IN,Black,Male,65+,30,-5.8047546578419755,0.08825882914274497,0.003013193925909453,0.00253455098393804,0.003582227263399006,26203,0.0022898141434186925
IN,Black,Male,65+,60,-6.35583517906788,0.12196477537223113,0.0017365842339487876,0.0013673485953471743,0.0022055274067355113,26203,0.0015647063313361065
IN,Black,Male,65+,90,-6.753081631191427,0.14197280651947575,0.0011672769555242115,8.837439215882436e-4,0.0015417763648650116,26203,9.15925657367477e-4
IN,Hispanic,Female,<18,30,-7.596506347108646,0.7168345191623273,5.022028947555056e-4,1.2322776246818164e-4,0.002046679599217194,NA,NA
IN,Hispanic,Female,<18,60,-8.261592880015606,1.0108397260766862,2.582473064533557e-4,3.561291028941764e-5,0.001872682427479979,NA,NA
IN,Hispanic,Female,<18,90,-8.321569503597983,1.0131405226103083,2.4321383951326467e-4,3.338885356790238e-5,0.001771638298706052,NA,NA
IN,Hispanic,Female,18-34,30,-2.742256340582809,0.0865963419635007,0.06442481844164427,0.054367863072648084,0.07634210720573513,241,0.07468879668049792
IN,Hispanic,Female,18-34,60,-3.366094293156964,0.11972452969214506,0.034524215826347626,0.02730323571598677,0.04365495323788054,241,0.04149377593360996
IN,Hispanic,Female,18-34,90,-3.8385035177505866,0.13905253820554891,0.021525790217009403,0.01639069497751617,0.02826967649036898,241,0.03319502074688797
IN,Hispanic,Female,35-49,30,-3.201578723531425,0.08740573322531578,0.04069790249823796,0.03429036689851457,0.04830275723377674,234,0.01282051282051282
IN,Hispanic,Female,35-49,60,-3.797082120757965,0.12055553946141179,0.02243614239227769,0.017714590866623626,0.028416150801144853,234,0.008547008547008548
IN,Hispanic,Female,35-49,90,-4.28507220152991,0.14011906114582978,0.013772627080648787,0.010465192643176626,0.018125347823988346,234,0.004273504273504274
IN,Hispanic,Female,50-64,30,-4.661578018204088,0.09297465390893894,0.009451535931930051,0.007877024945870436,0.011340770416043597,147,0
IN,Hispanic,Female,50-64,60,-5.312506118980801,0.12683243914950432,0.004929557167587099,0.0038445714764813836,0.006320739259801614,147,0
IN,Hispanic,Female,50-64,90,-5.817570284129025,0.14860527316203634,0.0029748243488558054,0.0022231475599916992,0.003980653405920752,147,0
IN,Hispanic,Female,65+,30,-7.008805278836008,0.13458316385092242,9.038878374962013e-4,6.943159560970033e-4,0.0011767167607183925,15,0
IN,Hispanic,Female,65+,60,-7.663122784087433,0.18024589803025565,4.6983791516601087e-4,3.300064848659753e-4,6.689191778070522e-4,15,0
IN,Hispanic,Female,65+,90,-8.348710095809063,0.2403660484205855,2.3670164403757863e-4,1.4777512079639126e-4,3.791414142526e-4,15,0
IN,Hispanic,Male,<18,30,-7.250240324549498,0.7167973373024711,7.100037370092191e-4,1.742294777729993e-4,0.002893341086769756,NA,NA
IN,Hispanic,Male,<18,60,-7.8103435845067715,1.0108041385377582,4.055186939411663e-4,5.592588133591329e-5,0.002940416980610894,NA,NA
IN,Hispanic,Male,<18,90,-7.779598610693303,1.0130913184881183,4.1817999390615315e-4,5.741407314312181e-5,0.003045847433040033,NA,NA
IN,Hispanic,Male,18-34,30,-2.3959903180236615,0.08638849988112011,0.09108243366852166,0.07689544273355294,0.10788688416460245,2231,0.057821604661586735
IN,Hispanic,Male,18-34,60,-2.91484499764813,0.11949840782842637,0.05421243343644375,0.042892530895691984,0.0685198070090107,2231,0.024652622142536978
IN,Hispanic,Male,18-34,90,-3.2965326248459066,0.13876884598912198,0.03701127715342523,0.028197708444851678,0.04857964395251275,2231,0.01523980277902286
IN,Hispanic,Male,35-49,30,-2.8553127009722776,0.08718869963838596,0.05753782617333074,0.048499615343966164,0.06826036489718872,2233,0.040304523063143756
IN,Hispanic,Male,35-49,60,-3.345832825249131,0.12032208970981219,0.03523086178495265,0.02782946889232117,0.04460069385129077,2233,0.019704433497536946
IN,Hispanic,Male,35-49,90,-3.74310130862523,0.1398209633335836,0.02368054844322834,0.018004287391300392,0.031146379880774684,2233,0.011195700850873265
IN,Hispanic,Male,50-64,30,-4.31531199564494,0.09273307754854387,0.01336237983139121,0.011141643902555724,0.016025749550065332,2182,0.009624197983501375
IN,Hispanic,Male,50-64,60,-4.861256823471967,0.12656929374883447,0.007740749019852012,0.006040140046676616,0.00992016657317547,2182,0.0032080659945004585
IN,Hispanic,Male,50-64,90,-5.275599391224345,0.14828521379625284,0.005114889969115221,0.0038248613156596912,0.006840012548701576,2182,0.002749770852428964
IN,Hispanic,Male,65+,30,-6.662539256276861,0.1343950878637336,0.0012778973382300467,9.819709935437633e-4,0.0016630039153826184,1302,0
IN,Hispanic,Male,65+,60,-7.211873488578599,0.1800399701189864,7.377736493703727e-4,5.184093660882898e-4,0.0010499616583172936,1302,0
IN,Hispanic,Male,65+,90,-7.806739202904382,0.24015296168878003,4.069829753903155e-4,2.5418953749937063e-4,6.516206130551864e-4,1302,0
IN,Other or Unknown,Female,<18,30,-7.589858419392602,0.18938408490432362,5.055526253452889e-4,3.4878865053935074e-4,7.327745802459212e-4,NA,NA
IN,Other or Unknown,Female,<18,60,-8.361962211754962,0.2632594094499043,2.3358553949921548e-4,1.3943093444755456e-4,3.913206526178919e-4,NA,NA
IN,Other or Unknown,Female,<18,90,-9.063579993987696,0.3057761903690217,1.1580764291761274e-4,6.360043077553867e-5,2.1086980063807141e-4,NA,NA
IN,Other or Unknown,Female,18-34,30,-2.7620002512115347,0.08522270082275848,0.06316529545425852,0.053448661950608795,0.07464835234810449,1282,0.05070202808112324
IN,Other or Unknown,Female,18-34,60,-3.4159857411588033,0.11822762347550753,0.032844015041793184,0.026050778532404346,0.04140871731429118,1282,0.028861154446177848
IN,Other or Unknown,Female,18-34,90,-3.9292310183879193,0.13727709027106783,0.01965878398551452,0.015021253642910407,0.025728064845741,1282,0.014040561622464899
IN,Other or Unknown,Female,35-49,30,-3.0005970447577166,0.08539029259225155,0.04975735213153712,0.04208941719777002,0.05882224692037204,1276,0.04467084639498432
IN,Other or Unknown,Female,35-49,60,-3.647099868490853,0.11840641165094921,0.026066615878634694,0.020667927614422158,0.032875500439151654,1276,0.02115987460815047
IN,Other or Unknown,Female,35-49,90,-4.152793969367414,0.13749541519937736,0.01572043266144074,0.012006825116148543,0.020582627020236444,1276,0.008620689655172414
IN,Other or Unknown,Female,50-64,30,-4.257791040894989,0.0866463359254368,0.01415353247893006,0.011942942764439968,0.016773293281500682,1222,0.00900163666121113
IN,Other or Unknown,Female,50-64,60,-4.911827333830696,0.11981003852416426,0.0073590286354478715,0.005818861270776912,0.00930685574672777,1222,0.004909983633387889
IN,Other or Unknown,Female,50-64,90,-5.406304683400772,0.139224024254532,0.004488194906228133,0.0034163629567560616,0.005896297838160438,1222,0.0032733224222585926
IN,Other or Unknown,Female,65+,30,-6.488783676914528,0.09502830812940632,0.0015203971780408648,0.0012620274822462416,0.001831661838995986,810,0
IN,Other or Unknown,Female,65+,60,-7.078070646241827,0.12947737143388482,8.433987942846457e-4,6.543673734833234e-4,0.0010870369688731469,810,0
IN,Other or Unknown,Female,65+,90,-7.604140939704584,0.15255715259591382,4.98383379029115e-4,3.695784728388856e-4,6.720791678815127e-4,810,0
IN,Other or Unknown,Male,<18,30,-7.243592396833455,0.18922151306405738,7.147395146432333e-4,4.932670990652797e-4,0.0010356510190128003,NA,NA
IN,Other or Unknown,Male,<18,60,-7.910712916246128,0.2630761405896651,3.667929946768811e-4,2.1902324833664635e-4,6.142594540340596e-4,NA,NA
IN,Other or Unknown,Male,<18,90,-8.521609101083016,0.3055678960491637,1.9911876522524965e-4,1.0939874144834335e-4,3.624199158045112e-4,NA,NA
IN,Other or Unknown,Male,18-34,30,-2.4157342286523873,0.08506779482944185,0.08930174694363076,0.07558752347902842,0.10550421074976554,6041,0.08078132759476908
IN,Other or Unknown,Male,18-34,60,-2.964736445649969,0.11804765060514304,0.05157406002194888,0.040921258252183255,0.06500004596035788,6041,0.047674226121503065
IN,Other or Unknown,Male,18-34,90,-3.3872601254832393,0.13704330651950294,0.03380116108407755,0.02583926433233871,0.04421637071152439,6041,0.03194835292170171
IN,Other or Unknown,Male,35-49,30,-2.654331022198569,0.08522821022821281,0.0703458827617355,0.059524026291855325,0.08313522336786124,6037,0.05681629948649992
IN,Other or Unknown,Male,35-49,60,-3.195850572982019,0.11822071380306363,0.0409316951713463,0.03246609664593401,0.05160471515475017,6037,0.03213516647341395
IN,Other or Unknown,Male,35-49,90,-3.6108230764627334,0.13725295129351253,0.027029590288610374,0.02065425520163801,0.0353727957768334,6037,0.02054000331290376
IN,Other or Unknown,Male,50-64,30,-3.9115250183358414,0.08643424823770811,0.02000996222216924,0.01689169780478761,0.023703868773875144,5978,0.01672800267648043
IN,Other or Unknown,Male,50-64,60,-4.460578038321862,0.11957782232091302,0.011555681729681355,0.009141358580033284,0.014607651485125887,5978,0.00936768149882904
IN,Other or Unknown,Male,50-64,90,-4.864333790496092,0.13892682624169303,0.00771696759646667,0.005877490661446243,0.01013214521556773,5978,0.007360321177651389
IN,Other or Unknown,Male,65+,30,-6.14251765435538,0.09478246899534523,0.0021495050893181873,0.001785087438221821,0.0025883169810478747,5566,0.001976284584980237
IN,Other or Unknown,Male,65+,60,-6.6268213507329925,0.12920943187574527,0.0013243660978575903,0.001028074973002373,0.0017060483011587637,5566,0.0016169601149838304
IN,Other or Unknown,Male,65+,90,-7.062170046799904,0.1522399692944105,8.569165258951334e-4,6.358455286378236e-4,0.001154849565310766,5566,8.983111749910168e-4
IN,White,Female,<18,30,-7.624764248580276,0.12435377648831852,4.8821032623495934e-4,3.8261045626388445e-4,6.229555903147015e-4,NA,NA
IN,White,Female,<18,60,-8.450019109765844,0.17578057939179967,2.1389632781986597e-4,1.5155791716441307e-4,3.0187561237854214e-4,NA,NA
IN,White,Female,<18,90,-9.222664639152455,0.22059504077275432,9.877513655795073e-5,6.410277044920586e-5,1.5220134065457828e-4,NA,NA
IN,White,Female,18-34,30,-2.6809377457469923,0.08416620906267415,0.06849888948473899,0.05808194131233117,0.08078410870275653,16038,0.08280334206260132
IN,White,Female,18-34,60,-3.3289079054217843,0.11707708239878863,0.03583221587610093,0.028485081914755305,0.04507439011177331,16038,0.045392193540341685
IN,White,Female,18-34,90,-3.859561664482552,0.13589962014703416,0.021077236399791636,0.016148630599916215,0.027510066039593876,16038,0.02706073076443447
IN,White,Female,35-49,30,-2.6427957181051775,0.08416543376665003,0.07116204218462802,0.06034018755029949,0.08392476811023175,16038,0.08367626886145405
IN,White,Female,35-49,60,-3.280948342342449,0.11707458033143603,0.03759258925317242,0.029884650150567214,0.047288583257211456,16038,0.045953360768175584
IN,White,Female,35-49,90,-3.793933791576234,0.13589036775940658,0.022506890064139272,0.017244293217169845,0.029375521164003274,16038,0.027123082678638236
IN,White,Female,50-64,30,-3.86524095340808,0.08441139398177296,0.020957871957936688,0.017762172108373126,0.024728529502211834,16038,0.018393814690110987
IN,White,Female,50-64,60,-4.503823989378477,0.11735981971654909,0.011066596972885341,0.008792598339044989,0.013928711836685252,16038,0.009415139044768674
IN,White,Female,50-64,90,-5.009544881374305,0.1362568691076967,0.006673940049586967,0.005109756960357027,0.008716946056543695,16038,0.0054246165357276464
IN,White,Female,65+,30,-6.177273904102045,0.0862125333408434,0.002076079739812086,0.0017533143561179818,0.002458262587663537,15811,0.0011384479160078426
IN,White,Female,65+,60,-6.80405598729757,0.11958515613775934,0.001109266838995036,8.774956267361173e-4,0.0014022553305146788,15811,6.957181708936816e-4
IN,White,Female,65+,90,-7.294228479136093,0.13916939181684612,6.794489342574707e-4,5.172441895001926e-4,8.925201358176703e-4,15811,3.162355322244007e-4
IN,White,Male,<18,30,-7.278498226021129,0.12418400245260333,6.902213421968953e-4,5.411065230167646e-4,8.804283093244537e-4,2139,0
IN,White,Male,<18,60,-7.99876981425701,0.17559764728319327,3.358755631861364e-4,2.3807260240210832e-4,4.738571041243231e-4,2139,0
IN,White,Male,<18,90,-8.680693746247774,0.2203811602182656,1.6983320557147216e-4,1.1026402033548522e-4,2.615841289563387e-4,2139,0
IN,White,Male,18-34,30,-2.334671723187845,0.08410684621378946,0.09684226838004108,0.08212456388104641,0.11419756162816418,41928,0.09611715321503529
IN,White,Male,18-34,60,-2.87765860991295,0.11699035887876534,0.05626635019993472,0.04473694986796657,0.07076705439609339,41928,0.057622591108567066
IN,White,Male,18-34,90,-3.317590771577872,0.1357622988962953,0.036240037190575676,0.027773304543080524,0.047287865710654714,41928,0.037445144056477773
IN,White,Male,35-49,30,-2.29652969554603,0.08410992462675229,0.10060737684296213,0.08531695129973554,0.11863813838895539,41928,0.09599790116390002
IN,White,Male,35-49,60,-2.829699046833615,0.11699109269208477,0.05903061644736514,0.04693472956933937,0.07424382136916154,41928,0.057861095210837626
IN,White,Male,35-49,90,-3.251962898671554,0.13576058841662988,0.03869817263978065,0.029657247080165757,0.0504951980745307,41928,0.03832760923487884
IN,White,Male,50-64,30,-3.5189749308489326,0.08428228664096013,0.02962979219213798,0.025118135165001314,0.03495182184434411,41928,0.03136328944857852
IN,White,Male,50-64,60,-4.0525746938696425,0.1172034569002071,0.017377575055669725,0.013811009041080001,0.021865173928799355,41928,0.017744705208929592
IN,White,Male,50-64,90,-4.467573988469624,0.1360452731813865,0.011475120884780482,0.008789320938194683,0.01498163512815949,41928,0.010971188704445717
IN,White,Male,65+,30,-5.831007881542898,0.08601493299571632,0.0029351172384486715,0.0024797586245632877,0.0034740934533318683,41928,0.0021465369204350317
IN,White,Male,65+,60,-6.352806691788736,0.11936799256968009,0.0017418514290012954,0.0013784940302370853,0.002200986245977455,41928,0.001216370921579851
IN,White,Male,65+,90,-6.752257586231413,0.13889476745160628,0.0011682392406450004,8.898244800825258e-4,0.001533766438136465,41928,7.393627170387331e-4
KS,Black,Female,<18,30,-7.346920844102477,0.12638631285265403,6.445740518143868e-4,5.031443426899058e-4,8.257584812564985e-4,NA,NA
KS,Black,Female,<18,60,-8.139034394068696,0.16957189199975933,2.9191894084825657e-4,2.093738401089284e-4,4.0700723634639973e-4,NA,NA
KS,Black,Female,<18,90,-8.808106681057755,0.20172285932411843,1.495160697329336e-4,1.0068877640697626e-4,2.2202132060902252e-4,NA,NA
