Gender,Race,Age,pPopulation,Month,ReincarcRate
Male,Hispanic,65 or older,0.0018890588053756953,4,0.7081604396842183
Male,Other or Unknown,24 or younger,0.01620263741779368,4,2.6812954535361766
Male,Other or Unknown,25-39,0.0439632632621121,4,2.2750969998311223
Male,Other or Unknown,40-54,0.025923011193533557,4,1.8406022965723405
Male,Other or Unknown,55-64,0.003937600163757533,4,1.1702511046941848
Male,Other or Unknown,65 or older,0.001312533387919178,4,0.6268168901685808
Male,White,24 or younger,0.04481268946494619,4,3.237665018232882
Male,White,25-39,0.1510028625571967,4,2.7430398419795643
Male,White,40-54,0.10091908590102662,4,2.2213481389970613
Male,White,55-64,0.01716899359435498,4,1.4140989536863964
Male,White,65 or older,0.005722997864784993,4,0.7520767501851285
Female,Black,24 or younger,0.003520686690908717,5,2.224722428546088
Female,Black,25-39,0.013238326824741532,5,1.8863848936434018
Female,Black,40-54,0.009298649334112076,5,1.5267317129768871
Female,Black,55-64,9.2593552604127e-4,5,0.9713139344093066
Female,Black,65 or older,3.0864517534708995e-4,5,0.5186050151562562
Female,Hispanic,24 or younger,0.0021280382118107426,5,2.02315417313469
Female,Hispanic,25-39,0.008429528267592865,5,1.7145388349190807
Female,Hispanic,40-54,0.004107576089012204,5,1.3881898946195057
Female,Hispanic,55-64,2.817195878396454e-4,5,0.8835470543845891
Female,Hispanic,65 or older,9.39065292798818e-5,5,0.47046797111894656
Female,Other or Unknown,24 or younger,0.0014112463357541167,5,1.7815755190265747
Female,Other or Unknown,25-39,0.005717895036305107,5,1.5123161790246569
Female,Other or Unknown,40-54,0.0031900660284027637,5,1.2230976969695575
Female,Other or Unknown,55-64,2.8122211985828077e-4,5,0.777405835010613
Female,Other or Unknown,65 or older,9.374070661942692e-5,5,0.41728653362421764
Female,White,24 or younger,0.007581333846086383,5,2.1470850388205442
Female,White,25-39,0.033221658377548834,5,1.8199211421403343
Female,White,40-54,0.01917311562577993,5,1.4732859628198807
Female,White,55-64,0.0016536416776967897,5,0.9375624806227665
Female,White,65 or older,5.512138925655966e-4,5,0.4997841004272976
Male,Black,24 or younger,0.05582261454281714,5,3.175349101048843
Male,Black,25-39,0.1375583598940358,5,2.6912075758089853
Male,Black,40-54,0.08729252551313386,5,2.178851964403469
Male,Black,55-64,0.014220172252793128,5,1.386662765349181
Male,Black,65 or older,0.004740057417597709,5,0.7386939856249637
Male,Hispanic,24 or younger,0.03342290771111982,5,2.8898688390400573
Male,Hispanic,25-39,0.09002947168093134,5,2.4478861057350185
Male,Hispanic,40-54,0.04318383507533963,5,1.982638833615296
Male,Hispanic,55-64,0.005667176416127085,5,1.2623395416633856
Male,Hispanic,65 or older,0.0018890588053756953,5,0.67060966963005475
Male,Other or Unknown,24 or younger,0.01620263741779368,5,2.539117631420177
Male,Other or Unknown,25-39,0.0439632632621121,5,2.1544581735085573
Male,Other or Unknown,40-54,0.025923011193533557,5,1.74300289716142
Male,Other or Unknown,55-64,0.003937600163757533,5,1.108197609927381
Male,Other or Unknown,65 or older,0.001312533387919178,5,0.5935794264671602
Male,White,24 or younger,0.04481268946494619,5,3.0659852578295967
Male,White,25-39,0.1510028625571967,5,2.597587974601157
Male,White,40-54,0.10091908590102662,5,2.103559388731771
Male,White,55-64,0.01716899359435498,5,1.3391152329530136
Male,White,65 or older,0.005722997864784993,5,0.7121972828685448
Female,Black,24 or younger,0.003520686690908717,6,2.10675475389608
Female,Black,25-39,0.013238326824741532,6,1.7863578356416334
Female,Black,40-54,0.009298649334112076,6,1.4457755506784695
Female,Black,55-64,9.2593552604127e-4,6,0.9198092411823409
Female,Black,65 or older,3.0864517534708995e-4,6,0.4911055721179634
Female,Hispanic,24 or younger,0.0021280382118107426,6,1.9158748154041465
Female,Hispanic,25-39,0.008429528267592865,6,1.6236240507386919
Female,Hispanic,40-54,0.004107576089012204,6,1.3145800223317863
Female,Hispanic,55-64,2.817195878396454e-4,6,0.836696269714912
Female,Hispanic,65 or older,9.39065292798818e-5,6,0.4455210330928487
Female,Other or Unknown,24 or younger,0.0014112463357541167,6,1.687106061400665
Female,Other or Unknown,25-39,0.005717895036305107,6,1.4321244118693648
Female,Other or Unknown,40-54,0.0031900660284027637,6,1.1582419696527912
Female,Other or Unknown,55-64,2.8122211985828077e-4,6,0.736183272843393
Female,Other or Unknown,65 or older,9.374070661942692e-5,6,0.3951595835819232
Female,White,24 or younger,0.007581333846086383,6,2.0332341484553083
Female,White,25-39,0.033221658377548834,6,1.723418377377456
Female,White,40-54,0.01917311562577993,6,1.39516380389422
Female,White,55-64,0.0016536416776967897,6,0.887847485053435
Female,White,65 or older,5.512138925655966e-4,6,0.47328265134855335
Male,Black,24 or younger,0.05582261454281714,6,3.006973691673603
Male,Black,25-39,0.1375583598940358,6,2.5485041555327985
Male,Black,40-54,0.08729252551313386,6,2.0633166075656018
Male,Black,55-64,0.014220172252793128,6,1.313133870304554
Male,Black,65 or older,0.004740057417597709,6,0.6995241500338006
Male,Hispanic,24 or younger,0.03342290771111982,6,2.73663124741481
Male,Hispanic,25-39,0.09002947168093134,6,2.318084999764984
Male,Hispanic,40-54,0.04318383507533963,6,1.8775078339582953
Male,Hispanic,55-64,0.005667176416127085,6,1.1954029843481855
Male,Hispanic,65 or older,0.0018890588053756953,6,0.635050058997744
Male,Other or Unknown,24 or younger,0.01620263741779368,6,2.4044789013035275
Male,Other or Unknown,25-39,0.0439632632621121,6,2.0402163168174257
Male,Other or Unknown,40-54,0.025923011193533557,6,1.6505787834616554
Male,Other or Unknown,55-64,0.003937600163757533,6,1.0494345510314151
Male,Other or Unknown,65 or older,0.001312533387919178,6,0.562104405690668
Male,White,24 or younger,0.04481268946494619,6,2.9034089531470686
Male,White,25-39,0.1510028625571967,6,2.45984880807386
Male,White,40-54,0.10091908590102662,6,1.9920164805501632
Male,White,55-64,0.01716899359435498,6,1.2681075835973545
Male,White,65 or older,0.005722997864784993,6,0.6744324559966537
Female,Black,24 or younger,0.003520686690908717,7,1.9950424089374375
Female,Black,25-39,0.013238326824741532,7,1.691634791876941
Female,Black,40-54,0.009298649334112076,7,1.3691121532177648
Female,Black,55-64,9.2593552604127e-4,7,0.8710356252419554
Female,Black,65 or older,3.0864517534708995e-4,7,0.4650643088992169
Female,Hispanic,24 or younger,0.0021280382118107426,7,1.8142840308668398
Female,Hispanic,25-39,0.008429528267592865,7,1.5375300952349296
Female,Hispanic,40-54,0.004107576089012204,7,1.2448733720162306
Female,Hispanic,55-64,2.817195878396454e-4,7,0.7923297851323348
Female,Hispanic,65 or older,9.39065292798818e-5,7,0.42189692627967657
Female,Other or Unknown,24 or younger,0.0014112463357541167,7,1.5976459218355523
Female,Other or Unknown,25-39,0.005717895036305107,7,1.3561848768918945
Female,Other or Unknown,40-54,0.0031900660284027637,7,1.0968252688146203
Female,Other or Unknown,55-64,2.8122211985828077e-4,7,0.6971465697926115
Female,Other or Unknown,65 or older,9.374070661942692e-5,7,0.374205932648809
Female,White,24 or younger,0.007581333846086383,7,1.9254202920233343
Female,White,25-39,0.033221658377548834,7,1.6320327484020813
Female,White,40-54,0.01917311562577993,7,1.3211841345253899
Female,White,55-64,0.0016536416776967897,7,0.840768666630204
Female,White,65 or older,5.512138925655966e-4,7,0.44818646266659423
Male,Black,24 or younger,0.05582261454281714,7,2.8475265221800563
Male,Black,25-39,0.1375583598940358,7,2.4133676975160734
Male,Black,40-54,0.08729252551313386,7,1.9539076048342692
Male,Black,55-64,0.014220172252793128,7,1.2435039033494277
Male,Black,65 or older,0.004740057417597709,7,0.6624313261011808
Male,Hispanic,24 or younger,0.03342290771111982,7,2.591519200855791
Male,Hispanic,25-39,0.09002947168093134,7,2.1951667005854993
Male,Hispanic,40-54,0.04318383507533963,7,1.7779514891004882
Male,Hispanic,55-64,0.005667176416127085,7,1.1320157911757798
Male,Hispanic,65 or older,0.0018890588053756953,7,0.6013760249766671
Male,Other or Unknown,24 or younger,0.01620263741779368,7,2.276979496842021
Male,Other or Unknown,25-39,0.0439632632621121,7,1.9320322253596682
Male,Other or Unknown,40-54,0.025923011193533557,7,1.5630555318356714
Male,Other or Unknown,55-64,0.003937600163757533,7,0.9937874500294909
Male,Other or Unknown,65 or older,0.001312533387919178,7,0.5322983729024843
Male,White,24 or younger,0.04481268946494619,7,2.749453386211642
Male,White,25-39,0.1510028625571967,7,2.3294133703061437
Male,White,40-54,0.10091908590102662,7,1.8863882237124918
Male,White,55-64,0.01716899359435498,7,1.2008651712750298
Male,White,65 or older,0.005722997864784993,7,0.6386701390794759
Female,Black,24 or younger,0.003520686690908717,8,1.889253699842475
Female,Black,25-39,0.013238326824741532,8,1.6019345127795663
Female,Black,40-54,0.009298649334112076,8,1.2965138933280054
Female,Black,55-64,9.2593552604127e-4,8,0.8248482690447771
Female,Black,65 or older,3.0864517534708995e-4,8,0.4404039043563419
Female,Hispanic,24 or younger,0.0021280382118107426,8,1.7180801784087707
Female,Hispanic,25-39,0.008429528267592865,8,1.4560013401363412
Female,Hispanic,40-54,0.004107576089012204,8,1.1788629722260677
Female,Hispanic,55-64,2.817195878396454e-4,8,0.7503158686505889
Female,Hispanic,65 or older,9.39065292798818e-5,8,0.3995255065031764
Female,Other or Unknown,24 or younger,0.0014112463357541167,8,1.5129294772604063
Female,Other or Unknown,25-39,0.005717895036305107,8,1.2842720961019782
Female,Other or Unknown,40-54,0.0031900660284027637,8,1.0386652373431928
Female,Other or Unknown,55-64,2.8122211985828077e-4,8,0.6601798189416254
Female,Other or Unknown,65 or older,9.374070661942692e-5,8,0.35436336570724813
Female,White,24 or younger,0.007581333846086383,8,1.8233233510029785
