Gender,Race,Age,Month,p.recidivism,recidivism_type
Male,Other or Unknown,40-54,54,0.0022476308522722866,rearrested
Male,Other or Unknown,55-64,54,0.0016159942902075177,rearrested
Male,Other or Unknown,65 or older,54,9.012617473158936e-4,rearrested
Male,White,24 or younger,54,0.0030265220291511422,rearrested
Male,White,25-39,54,0.0026575756762958454,rearrested
Male,White,40-54,54,0.0022451905944484703,rearrested
Male,White,55-64,54,0.0016142478970795956,rearrested
Male,White,65 or older,54,9.005256356191273e-4,rearrested
Female,Black,24 or younger,55,0.0025945623671086927,rearrested
Female,Black,25-39,55,0.002281728582968762,rearrested
Female,Black,40-54,55,0.0019285501940225563,rearrested
Female,Black,55-64,55,0.0013870109369694026,rearrested
Female,Black,65 or older,55,7.726895462116349e-4,rearrested
Female,Hispanic,24 or younger,55,0.0024473878395654004,rearrested
Female,Hispanic,25-39,55,0.0021480034893340445,rearrested
Female,Hispanic,40-54,55,0.0018144303370784827,rearrested
Female,Hispanic,55-64,55,0.001304432325359709,rearrested
Female,Hispanic,65 or older,55,7.281209336575427e-4,rearrested
Female,Other or Unknown,24 or younger,55,0.0024147005593999106,rearrested
Female,Other or Unknown,25-39,55,0.00212361847310686,rearrested
Female,Other or Unknown,40-54,55,0.001794936891499542,rearrested
Female,Other or Unknown,55-64,55,0.0012909127854482286,rearrested
Female,Other or Unknown,65 or older,55,7.190671859295216e-4,rearrested
Female,White,24 or younger,55,0.002412105479225894,rearrested
Female,White,25-39,55,0.00212172704013314,rearrested
Female,White,40-54,55,0.0017934162379387678,rearrested
Female,White,55-64,55,0.0012898298217692216,rearrested
Female,White,65 or older,55,7.18646141319781e-4,rearrested
Male,Black,24 or younger,55,0.0030975030109135497,rearrested
Male,Black,25-39,55,0.0027193287444248976,rearrested
Male,Black,40-54,55,0.002297233612000504,rearrested
Male,Black,55-64,55,0.0016516598443124162,rearrested
Male,Black,65 or older,55,9.212702184871142e-4,rearrested
Male,Hispanic,24 or younger,55,0.002927461847167671,rearrested
Male,Hispanic,25-39,55,0.00256476808570969,rearrested
Male,Hispanic,40-54,55,0.002165316239550335,rearrested
Male,Hispanic,55-64,55,0.0015561885661467476,rearrested
Male,Hispanic,65 or older,55,8.698300162189299e-4,rearrested
Male,Other or Unknown,24 or younger,55,0.0028827400901443373,rearrested
Male,Other or Unknown,25-39,55,0.0025308748969349476,rearrested
Male,Other or Unknown,40-54,55,0.0021380625725667375,rearrested
Male,Other or Unknown,55-64,55,0.0015372172462756709,rearrested
Male,Other or Unknown,65 or older,55,8.57326730532338e-4,rearrested
Male,White,24 or younger,55,0.002878984095201806,rearrested
Male,White,25-39,55,0.002528023265701077,rearrested
Male,White,40-54,55,0.0021357412732683047,rearrested
Male,White,55-64,55,0.0015355559869189473,rearrested
Male,White,65 or older,55,8.566265030610459e-4,rearrested
Female,Black,24 or younger,56,0.0024680817509232286,rearrested
Female,Black,25-39,56,0.002170498095391978,rearrested
Female,Black,40-54,56,0.0018345365676874176,rearrested
Female,Black,55-64,56,0.0013193964520806223,rearrested
Female,Black,65 or older,56,7.350222111867218e-4,rearrested
Female,Hispanic,24 or younger,56,0.0023280817377282744,rearrested
Female,Hispanic,25-39,56,0.0020432918784883776,rearrested
Female,Hispanic,40-54,56,0.0017259798646718303,rearrested
Female,Hispanic,55-64,56,0.0012408434109534659,rearrested
Female,Hispanic,65 or older,56,6.926262446440858e-4,rearrested
Female,Other or Unknown,24 or younger,56,0.0022969879083077614,rearrested
Female,Other or Unknown,25-39,56,0.0020200955913960966,rearrested
Female,Other or Unknown,40-54,56,0.0017074366922640639,rearrested
Female,Other or Unknown,55-64,56,0.0012279829262106818,rearrested
Female,Other or Unknown,65 or older,56,6.840138521156717e-4,rearrested
Female,White,24 or younger,56,0.002294519333992159,rearrested
Female,White,25-39,56,0.002018296362645726,rearrested
Female,White,40-54,56,0.0017059901680446421,rearrested
Female,White,55-64,56,0.0012269527552165468,rearrested
Female,White,65 or older,56,6.836133327329816e-4,rearrested
Male,Black,24 or younger,56,0.0029465048717193633,rearrested
Male,Black,25-39,56,0.002586765974084177,rearrested
Male,Black,40-54,56,0.0021852472799503823,rearrested
Male,Black,55-64,56,0.0015711441637160702,rearrested
Male,Black,65 or older,56,8.76359821888162e-4,rearrested
Male,Hispanic,24 or younger,56,0.0027847529329464954,rearrested
Male,Hispanic,25-39,56,0.002439739891373059,rearrested
Male,Hispanic,40-54,56,0.002059760660818993,rearrested
Male,Hispanic,55-64,56,0.0014803269521642887,rearrested
Male,Hispanic,65 or older,56,8.274272442437153e-4,rearrested
Male,Other or Unknown,24 or younger,56,0.002742211287473732,rearrested
Male,Other or Unknown,25-39,56,0.0024074989393897944,rearrested
Male,Other or Unknown,40-54,56,0.0020338355649412963,rearrested
Male,Other or Unknown,55-64,56,0.0014622804527012945,rearrested
Male,Other or Unknown,65 or older,56,8.155334730162981e-4,rearrested
Male,White,24 or younger,56,0.002738638391060934,rearrested
Male,White,25-39,56,0.002404786320453398,rearrested
Male,White,40-54,56,0.0020316274251372503,rearrested
Male,White,55-64,56,0.0014607001769854908,rearrested
Male,White,65 or older,56,8.148673804739489e-4,rearrested
Female,Black,24 or younger,57,0.00234776685519739,rearrested
Female,Black,25-39,57,0.0020646899097747345,rearrested
Female,Black,40-54,57,0.0017451059498547691,rearrested
Female,Black,55-64,57,0.001255078061292416,rearrested
Female,Black,65 or older,57,6.991910963291911e-4,rearrested
Female,Hispanic,24 or younger,57,0.002214591610664522,rearrested
Female,Hispanic,25-39,57,0.0019436847851634416,rearrested
Female,Hispanic,40-54,57,0.001641841206231846,rearrested
Female,Hispanic,55-64,57,0.001180354350757176,rearrested
Female,Hispanic,65 or older,57,6.588618629050449e-4,rearrested
Female,Other or Unknown,24 or younger,57,0.002185013553905529,rearrested
Female,Other or Unknown,25-39,57,0.0019216192786304716,rearrested
Female,Other or Unknown,40-54,57,0.0016242019827527698,rearrested
Female,Other or Unknown,55-64,57,0.001168120793335674,rearrested
Female,Other or Unknown,65 or older,57,6.50669310241586e-4,rearrested
Female,White,24 or younger,57,0.002182665318497364,rearrested
Female,White,25-39,57,0.001919907759300345,rearrested
Female,White,40-54,57,0.0016228259741921422,rearrested
Female,White,55-64,57,0.0011671408414705015,rearrested
Female,White,65 or older,57,6.502883155151382e-4,rearrested
Male,Black,24 or younger,57,0.0028028676416057417,rearrested
Male,Black,25-39,57,0.0024606654191399718,rearrested
Male,Black,40-54,57,0.0020787200960254363,rearrested
Male,Black,55-64,57,0.001494553489133655,rearrested
Male,Black,65 or older,57,8.336387327065142e-4,rearrested
Male,Hispanic,24 or younger,57,0.0026490008418237642,rearrested
Male,Hispanic,25-39,57,0.002320806614337598,rearrested
Male,Hispanic,40-54,57,0.0019593507416443465,rearrested
Male,Hispanic,55-64,57,0.0014081634661601598,rearrested
Male,Hispanic,65 or older,57,7.870915371405526e-4,rearrested
Male,Other or Unknown,24 or younger,57,0.002608533031075943,rearrested
Male,Other or Unknown,25-39,57,0.002290137355339996,rearrested
Male,Other or Unknown,40-54,57,0.0019346894512325915,rearrested
Male,Other or Unknown,55-64,57,0.0013909967036427892,rearrested
Male,Other or Unknown,65 or older,57,7.757775675523958e-4,rearrested
Male,White,24 or younger,57,0.0026051343074429507,rearrested
Male,White,25-39,57,0.0022875569720819176,rearrested
Male,White,40-54,57,0.0019325889545850868,rearrested
Male,White,55-64,57,0.0013894934637496011,rearrested
Male,White,65 or older,57,7.751439459177652e-4,rearrested
Female,Black,24 or younger,58,0.0022333171112754184,rearrested
Female,Black,25-39,58,0.001964039697881301,rearrested
Female,Black,40-54,58,0.0016600349264541958,rearrested
Female,Black,55-64,58,0.001193895085479034,rearrested
Female,Black,65 or older,58,6.651066889485143e-4,rearrested
Female,Hispanic,24 or younger,58,0.002106633939241057,rearrested
Female,Hispanic,25-39,58,0.0018489333725883266,rearrested
Female,Hispanic,40-54,58,0.0015618041679723645,rearrested
Female,Hispanic,55-64,58,0.0011228140320145867,rearrested
Female,Hispanic,65 or older,58,6.267434388279253e-4,rearrested
Female,Other or Unknown,24 or younger,58,0.002078497763737983,rearrested
Female,Other or Unknown,25-39,58,0.001827943522936114,rearrested
Female,Other or Unknown,40-54,58,0.0015450248274095557,rearrested
Female,Other or Unknown,55-64,58,0.0011111768402462783,rearrested
Female,Other or Unknown,65 or older,58,6.18950259531683e-4,rearrested
Female,White,24 or younger,58,0.002076264000914921,rearrested
Female,White,25-39,58,0.0018263154373373293,rearrested
Female,White,40-54,58,0.001543715896986201,rearrested
Female,White,55-64,58,0.0011102446594107446,rearrested
Female,White,65 or older,58,6.185878376668381e-4,rearrested
Male,Black,24 or younger,58,0.0026662324884520923,rearrested
Male,Black,25-39,58,0.002340712057299644,rearrested
Male,Black,40-54,58,0.0019773859358004145,rearrested
Male,Black,55-64,58,0.0014216964830257573,rearrested
Male,Black,65 or older,58,7.930002258332772e-4,rearrested
Male,Hispanic,24 or younger,58,0.002519866440200939,rearrested
Male,Hispanic,25-39,58,0.002207671137484201,rearrested
Male,Hispanic,40-54,58,0.0018638356396494054,rearrested
Male,Hispanic,55-64,58,0.0013395178305232445,rearrested
Male,Hispanic,65 or older,58,7.487221289220719e-4,rearrested
Male,Other or Unknown,24 or younger,58,0.00248137136817158,rearrested
Male,Other or Unknown,25-39,58,0.002178496954043519,rearrested
Male,Other or Unknown,40-54,58,0.0018403765462812636,rearrested
Male,Other or Unknown,55-64,58,0.0013231879192331297,rearrested
Male,Other or Unknown,65 or older,58,7.379596966039974e-4,rearrested
Male,White,24 or younger,58,0.0024781383266839836,rearrested
Male,White,25-39,58,0.002176042360193556,rearrested
Male,White,40-54,58,0.0018383784453647844,rearrested
Male,White,55-64,58,0.0013217579597938536,rearrested
Male,White,65 or older,58,7.373569629741389e-4,rearrested
Female,Black,24 or younger,59,0.0021244466027254797,rearrested
Female,Black,25-39,59,0.0018682960170394469,rearrested
Female,Black,40-54,59,0.0015791109744810181,rearrested
Female,Black,55-64,59,0.0011356946783558624,rearrested
Female,Black,65 or older,59,6.326838399495032e-4,rearrested
Female,Hispanic,24 or younger,59,0.00200393902541274,rearrested
Female,Hispanic,25-39,59,0.0017588009343723818,rearrested
Female,Hispanic,40-54,59,0.001485668802706005,rearrested
Female,Hispanic,55-64,59,0.0010680787084659193,rearrested
Female,Hispanic,65 or older,59,5.961907347040732e-4,rearrested
Female,Other or Unknown,24 or younger,59,0.001977174441843568,rearrested
Female,Other or Unknown,25-39,59,0.0017388343051103615,rearrested
Female,Other or Unknown,40-54,59,0.0014697074271921282,rearrested
Female,Other or Unknown,55-64,59,0.001057008810513394,rearrested
Female,Other or Unknown,65 or older,59,5.88777459985161e-4,rearrested
Female,White,24 or younger,59,0.0019750495712567667,rearrested
Female,White,25-39,59,0.0017372855859867668,rearrested
Female,White,40-54,59,0.001468462304958004,rearrested
Female,White,55-64,59,0.0010561220719489612,rearrested
Female,White,65 or older,59,5.884327055856913e-4,rearrested
Male,Black,24 or younger,59,0.002536258072609115,rearrested
Male,Black,25-39,59,0.002226606223085329,rearrested
Male,Black,40-54,59,0.0018809916479748292,rearrested
Male,Black,55-64,59,0.0013523911352409637,rearrested
Male,Black,65 or older,59,7.543427788317715e-4,rearrested
Male,Hispanic,24 or younger,59,0.002397027126680465,rearrested
Male,Hispanic,25-39,59,0.0021000508276609957,rearrested
Male,Hispanic,40-54,59,0.0017729767406074114,rearrested
Male,Hispanic,55-64,59,0.0012742185558772485,rearrested
Male,Hispanic,65 or older,59,7.122231657758185e-4,rearrested
Male,Other or Unknown,24 or younger,59,0.0023604086256258884,rearrested
Male,Other or Unknown,25-39,59,0.002072298837321186,rearrested
Male,Other or Unknown,40-54,59,0.0017506612391690564,rearrested
Male,Other or Unknown,55-64,59,0.00125868470070373,rearrested
Male,Other or Unknown,65 or older,59,7.019853841998116e-4,rearrested
Male,White,24 or younger,59,0.0023573331895536355,rearrested
Male,White,25-39,59,0.0020699639008541267,rearrested
Male,White,40-54,59,0.0017487605423613863,rearrested
Male,White,55-64,59,0.001257324449417664,rearrested
Male,White,65 or older,59,7.014120328356742e-4,rearrested
Female,Black,24 or younger,60,0.0020208833510680264,rearrested
Female,Black,25-39,60,0.0017772196819905704,rearrested
Female,Black,40-54,60,0.0015021319310748816,rearrested
Female,Black,55-64,60,0.0010803314446413941,rearrested
Female,Black,65 or older,60,6.018415511142675e-4,rearrested
Female,Hispanic,24 or younger,60,0.001906250318467241,rearrested
Female,Hispanic,25-39,60,0.001673062303169276,rearrested
Female,Hispanic,40-54,60,0.0014132449103394567,rearrested
Female,Hispanic,55-64,60,0.0010160116412433703,rearrested
Female,Hispanic,65 or older,60,5.671274242801782e-4,rearrested
Female,Other or Unknown,24 or younger,60,0.0018807904639979317,rearrested
Female,Other or Unknown,25-39,60,0.0016540690139989114,rearrested
Female,Other or Unknown,40-54,60,0.0013980616254337516,rearrested
Female,Other or Unknown,55-64,60,0.001005481382473119,rearrested
Female,Other or Unknown,65 or older,60,5.60075534419956e-4,rearrested
Female,White,24 or younger,60,0.0018787691773313091,rearrested
Female,White,25-39,60,0.0016525957923663511,rearrested
Female,White,40-54,60,0.001396877200845363,rearrested
Female,White,55-64,60,0.0010046378709443692,rearrested
Female,White,65 or older,60,5.597475862261997e-4,rearrested
Male,Black,24 or younger,60,0.0024126196941698114,rearrested
Male,Black,25-39,60,0.0021180628592146608,rearrested
Male,Black,40-54,60,0.0017892964219546172,rearrested
Male,Black,55-64,60,0.0012864643083211503,rearrested
Male,Black,65 or older,60,7.175698183158831e-4,rearrested
Male,Hispanic,24 or younger,60,0.0022801760261483665,rearrested
Male,Hispanic,25-39,60,0.0019976768296139373,rearrested
Male,Hispanic,40-54,60,0.001686547062339775,rearrested
Male,Hispanic,55-64,60,0.001212102512668812,rearrested
Male,Hispanic,65 or older,60,6.775034666038641e-4,rearrested
Male,Other or Unknown,24 or younger,60,0.002245342616343044,rearrested
Male,Other or Unknown,25-39,60,0.001971277702817918,rearrested
Male,Other or Unknown,40-54,60,0.0016653194046195713,rearrested
Male,Other or Unknown,55-64,60,0.0011973259071952774,rearrested
Male,Other or Unknown,65 or older,60,6.677647599155998e-4,rearrested
Male,White,24 or younger,60,0.0022424171026832907,rearrested
Male,White,25-39,60,0.0019690565906346187,rearrested
Male,White,40-54,60,0.001663511363631805,rearrested
Male,White,55-64,60,0.0011960319659054597,rearrested
Male,White,65 or older,60,6.672193584804161e-4,rearrested
Female,Black,24 or younger,1,0.02236978827618223,reconvicted
Female,Black,25-39,1,0.019348390667842375,reconvicted
Female,Black,40-54,1,0.015443533174995654,reconvicted
Female,Black,55-64,1,0.010054270477938243,reconvicted
Female,Black,65 or older,1,0.004128033549509533,reconvicted
Female,Hispanic,24 or younger,1,0.021227002567842258,reconvicted
Female,Hispanic,25-39,1,0.01833681232990962,reconvicted
Female,Hispanic,40-54,1,0.014628094586376792,reconvicted
Female,Hispanic,55-64,1,0.009521826513555615,reconvicted
Female,Hispanic,65 or older,1,0.0039033664300149305,reconvicted
Female,Other or Unknown,24 or younger,1,0.021970962309165776,reconvicted
Female,Other or Unknown,25-39,1,0.019005396215273272,reconvicted
Female,Other or Unknown,40-54,1,0.015170534442274534,reconvicted
Female,Other or Unknown,55-64,1,0.009876719183830672,reconvicted
Female,Other or Unknown,65 or older,1,0.004055470074763363,reconvicted
Female,White,24 or younger,1,0.02074048181911382,reconvicted
Female,White,25-39,1,0.017943355118151275,reconvicted
Female,White,40-54,1,0.014322767098490724,reconvicted
Female,White,55-64,1,0.00932387040843624,reconvicted
Female,White,65 or older,1,0.0038304446149707893,reconvicted
Male,Black,24 or younger,1,0.02846578474814284,reconvicted
Male,Black,25-39,1,0.024578664302004477,reconvicted
Male,Black,40-54,1,0.01960406159334792,reconvicted
Male,Black,55-64,1,0.012760307802862421,reconvicted
Male,Black,65 or older,1,0.005227768515082443,reconvicted
Male,Hispanic,24 or younger,1,0.027089133906204963,reconvicted
Male,Hispanic,25-39,1,0.02335898124794698,reconvicted
Male,Hispanic,40-54,1,0.018620279419862343,reconvicted
Male,Hispanic,55-64,1,0.012117577822599734,reconvicted
Male,Hispanic,65 or older,1,0.004956659881083947,reconvicted
Male,Other or Unknown,24 or younger,1,0.02795194252707859,reconvicted
Male,Other or Unknown,25-39,1,0.024137672641581336,reconvicted
Male,Other or Unknown,40-54,1,0.019253387603340298,reconvicted
Male,Other or Unknown,55-64,1,0.012532319416425493,reconvicted
Male,Other or Unknown,65 or older,1,0.005134813283108607,reconvicted
Male,White,24 or younger,1,0.026381445604490697,reconvicted
Male,White,25-39,1,0.022784214139839068,reconvicted
Male,White,40-54,1,0.018173698410535816,reconvicted
Male,White,55-64,1,0.011828344098340621,reconvicted
Male,White,65 or older,1,0.004848835897497997,reconvicted
Female,Black,24 or younger,2,0.021595473960603746,reconvicted
Female,Black,25-39,2,0.018678659882170746,reconvicted
Female,Black,40-54,2,0.014908966254966172,reconvicted
Female,Black,55-64,2,0.009706249054237295,reconvicted
Female,Black,65 or older,2,0.003985144603350987,reconvicted
Female,Hispanic,24 or younger,2,0.02049224496700248,reconvicted
Female,Hispanic,25-39,2,0.017702096609142494,reconvicted
Female,Hispanic,40-54,2,0.01412175349329065,reconvicted
Female,Hispanic,55-64,2,0.009192235259097879,reconvicted
Female,Hispanic,65 or older,2,0.0037682541764525166,reconvicted
Female,Other or Unknown,24 or younger,2,0.021210453070858143,reconvicted
Female,Other or Unknown,25-39,2,0.01834753793869781,reconvicted
Female,Other or Unknown,40-54,2,0.014645417179267772,reconvicted
Female,Other or Unknown,55-64,2,0.009534843571930874,reconvicted
Female,Other or Unknown,65 or older,2,0.003915092861688312,reconvicted
Female,White,24 or younger,2,0.02002256478806019,reconvicted
Female,White,25-39,2,0.01732225863900909,reconvicted
Female,White,40-54,2,0.013826994699300606,reconvicted
Female,White,55-64,2,0.009001131263804384,reconvicted
Female,White,65 or older,2,0.0036978564981864953,reconvicted
Male,Black,24 or younger,2,0.02748046184912681,reconvicted
Male,Black,25-39,2,0.02372789131337037,reconvicted
Male,Black,40-54,2,0.01892548094037974,reconvicted
Male,Black,55-64,2,0.012318618821234273,reconvicted
Male,Black,65 or older,2,0.005046813025035683,reconvicted
Male,Hispanic,24 or younger,2,0.026151462797241887,reconvicted
Male,Hispanic,25-39,2,0.022550426720997226,reconvicted
Male,Hispanic,40-54,2,0.017975751687330246,reconvicted
Male,Hispanic,55-64,2,0.011698136482237767,reconvicted
Male,Hispanic,65 or older,2,0.00478508862363654,reconvicted
Male,Other or Unknown,24 or younger,2,0.026984405911187212,reconvicted
Male,Other or Unknown,25-39,2,0.023302164265714253,reconvicted
Male,Other or Unknown,40-54,2,0.018586945281196338,reconvicted
Male,Other or Unknown,55-64,2,0.012098522090687165,reconvicted
Male,Other or Unknown,65 or older,2,0.004957075372322618,reconvicted
Male,White,24 or younger,2,0.0254682706229035,reconvicted
Male,White,25-39,2,0.02199555476765953,reconvicted
Male,White,40-54,2,0.01754462876210884,reconvicted
Male,White,55-64,2,0.011418914377689887,reconvicted
Male,White,65 or older,2,0.004680996890576277,reconvicted
Female,Black,24 or younger,3,0.02084796198449792,reconvicted
Female,Black,25-39,3,0.01803211135144613,reconvicted
Female,Black,40-54,3,0.014392902988780128,reconvicted
Female,Black,55-64,3,0.00937027414466391,reconvicted
Female,Black,65 or older,3,0.0038472016564653193,reconvicted
Female,Hispanic,24 or younger,3,0.01978292047808071,reconvicted
Female,Hispanic,25-39,3,0.017089351121747486,reconvicted
Female,Hispanic,40-54,3,0.013632939037117726,reconvicted
Female,Hispanic,55-64,3,0.008874052571563764,reconvicted
Female,Hispanic,65 or older,3,0.003637818737478234,reconvicted
Female,Other or Unknown,24 or younger,3,0.020476268319089268,reconvicted
Female,Other or Unknown,25-39,3,0.01771245095860871,reconvicted
Female,Other or Unknown,40-54,3,0.014138476476945598,reconvicted
Female,Other or Unknown,55-64,3,0.009204801741253002,reconvicted
Female,Other or Unknown,65 or older,3,0.0037795747060313744,reconvicted
Female,White,24 or younger,3,0.019329497944575575,reconvicted
Female,White,25-39,3,0.01672266097287387,reconvicted
Female,White,40-54,3,0.013348383109199159,reconvicted
Female,White,55-64,3,0.008689563505186584,reconvicted
Female,White,65 or older,3,0.003569857824790494,reconvicted
Male,Black,24 or younger,3,0.026529245201665594,reconvicted
Male,Black,25-39,3,0.022906567226812283,reconvicted
Male,Black,40-54,3,0.018270388874222516,reconvicted
Male,Black,55-64,3,0.011892218589650849,reconvicted
Male,Black,65 or older,3,0.004872121180612021,reconvicted
Male,Hispanic,24 or younger,3,0.025246248507002814,reconvicted
Male,Hispanic,25-39,3,0.02176985973409091,reconvicted
Male,Hispanic,40-54,3,0.017353533823980874,reconvicted
Male,Hispanic,55-64,3,0.011293213805636844,reconvicted
Male,Hispanic,65 or older,3,0.004619456183273279,reconvicted
Male,Other or Unknown,24 or younger,3,0.026050359887306876,reconvicted
Male,Other or Unknown,25-39,3,0.022495576418205872,reconvicted
Male,Other or Unknown,40-54,3,0.01794357138617257,reconvicted
Male,Other or Unknown,55-64,3,0.011679740350936142,reconvicted
Male,Other or Unknown,65 or older,3,0.00478548973294141,reconvicted
Male,White,24 or younger,3,0.024586704544008686,reconvicted
Male,White,25-39,3,0.021234194278887123,reconvicted
Male,White,40-54,3,0.016937333912274463,reconvicted
Male,White,55-64,3,0.011023656775702457,reconvicted
Male,White,65 or older,3,0.004518967511540501,reconvicted
Female,Black,24 or younger,4,0.020126324603941193,reconvicted
Female,Black,25-39,4,0.01740794263839683,reconvicted
Female,Black,40-54,4,0.013894702885616396,reconvicted
Female,Black,55-64,4,0.009045928767697005,reconvicted
Female,Black,65 or older,4,0.0037140335066044587,reconvicted
Female,Hispanic,24 or younger,4,0.019098148751991628,reconvicted
Female,Hispanic,25-39,4,0.01649781538371793,reconvicted
Female,Hispanic,40-54,4,0.013161044545783247,reconvicted
Female,Hispanic,55-64,4,0.00856688355152105,reconvicted
Female,Hispanic,65 or older,4,0.0035118982284804714,reconvicted
Female,Other or Unknown,24 or younger,4,0.01976749685047513,reconvicted
Female,Other or Unknown,25-39,4,0.01709934706276919,reconvicted
Female,Other or Unknown,40-54,4,0.013649083166584013,reconvicted
Female,Other or Unknown,55-64,4,0.008886184073874238,reconvicted
Female,Other or Unknown,65 or older,4,0.003648747414974961,reconvicted
Female,White,24 or younger,4,0.018660421117086524,reconvicted
Female,White,25-39,4,0.0161438179536197,reconvicted
Female,White,40-54,4,0.012886338318981639,reconvicted
Female,White,55-64,4,0.008388780442999164,reconvicted
Female,White,65 or older,4,0.003446289734463137,reconvicted
Male,Black,24 or younger,4,0.025610954242112207,reconvicted
Male,Black,25-39,4,0.022113672689523942,reconvicted
Male,Black,40-54,4,0.017637972354144892,reconvicted
Male,Black,55-64,4,0.01148057789890012,reconvicted
Male,Black,65 or older,4,0.004703476170171856,reconvicted
Male,Hispanic,24 or younger,4,0.02437236756578541,reconvicted
Male,Hispanic,25-39,4,0.02101631151842943,reconvicted
Male,Hispanic,40-54,4,0.01675285358955547,reconvicted
Male,Hispanic,55-64,4,0.010902307239574091,reconvicted
Male,Hispanic,65 or older,4,0.0044595569920634764,reconvicted
Male,Other or Unknown,24 or younger,4,0.025148645202407956,reconvicted
Male,Other or Unknown,25-39,4,0.021716908035530443,reconvicted
Male,Other or Unknown,40-54,4,0.0173224674210666,reconvicted
Male,Other or Unknown,55-64,4,0.011275454443340016,reconvicted
Male,Other or Unknown,65 or older,4,0.004619843408464763,reconvicted
Male,White,24 or younger,4,0.023735653248114455,reconvicted
Male,White,25-39,4,0.02049918774208305,reconvicted
Male,White,40-54,4,0.016351060141861946,reconvicted
Male,White,55-64,4,0.010642080734567618,reconvicted
Male,White,65 or older,4,0.00436254666425222,reconvicted
Female,Black,24 or younger,5,0.01942966618820625,reconvicted
Female,Black,25-39,5,0.01680537908154674,reconvicted
Female,Black,40-54,5,0.013413747624788213,reconvicted
Female,Black,55-64,5,0.008732810375334354,reconvicted
Female,Black,65 or older,5,0.003585474877564417,reconvicted
Female,Hispanic,24 or younger,5,0.018437079912307537,reconvicted
Female,Hispanic,25-39,5,0.01592675523466032,reconvicted
Female,Hispanic,40-54,5,0.012705484346734939,reconvicted
Female,Hispanic,55-64,5,0.008270346968700574,reconvicted
Female,Hispanic,65 or older,5,0.003390336368368345,reconvicted
Female,Other or Unknown,24 or younger,5,0.019083259002288945,reconvicted
Female,Other or Unknown,25-39,5,0.016507465322348588,reconvicted
Female,Other or Unknown,40-54,5,0.013176629857687026,reconvicted
Female,Other or Unknown,55-64,5,0.008578595130504916,reconvicted
Female,Other or Unknown,65 or older,5,0.003522448617576272,reconvicted
Female,White,24 or younger,5,0.018014503908246982,reconvicted
Female,White,25-39,5,0.015585011173901975,reconvicted
Female,White,40-54,5,0.012440286880649562,reconvicted
Female,White,55-64,5,0.008098408772643433,reconvicted
Female,White,65 or older,5,0.003326998865721781,reconvicted
Male,Black,24 or younger,5,0.024724449271190885,reconvicted
Male,Black,25-39,5,0.02134822363287164,reconvicted
Male,Black,40-54,5,0.017027446482242328,reconvicted
Male,Black,55-64,5,0.011083185857970643,reconvicted
Male,Black,65 or older,5,0.0045406686868563325,reconvicted
Male,Hispanic,24 or younger,5,0.023528735391992246,reconvicted
Male,Hispanic,25-39,5,0.020288846838457313,reconvicted
Male,Hispanic,40-54,5,0.016172965474342736,reconvicted
Male,Hispanic,55-64,5,0.010524931626349114,reconvicted
Male,Hispanic,65 or older,5,0.004305192597664201,reconvicted
Male,Other or Unknown,24 or younger,5,0.024278142730180176,reconvicted
Male,Other or Unknown,25-39,5,0.02096519270526436,reconvicted
Male,Other or Unknown,40-54,5,0.01672286252808891,reconvicted
Male,Other or Unknown,55-64,5,0.01088516260497572,reconvicted
Male,Other or Unknown,65 or older,5,0.004459930813730286,reconvicted
Male,White,24 or younger,5,0.02291406048770418,reconvicted
Male,White,25-39,5,0.019789622933938388,reconvicted
Male,White,40-54,5,0.015785079821153732,reconvicted
Male,White,55-64,5,0.01027371267678446,reconvicted
Male,White,65 or older,5,0.00421154021337283,reconvicted
Female,Black,24 or younger,6,0.018757122108186596,reconvicted
Female,Black,25-39,6,0.016223672833775953,reconvicted
Female,Black,40-54,6,0.01294944028833974,reconvicted
Female,Black,55-64,6,0.008430530353486612,reconvicted
Female,Black,65 or older,6,0.00346136621405949,reconvicted
Female,Hispanic,24 or younger,6,0.01779889350046901,reconvicted
Female,Hispanic,25-39,6,0.015375461926621163,reconvicted
Female,Hispanic,40-54,6,0.012265693040059493,reconvicted
Female,Hispanic,55-64,6,0.007984074788847877,reconvicted
Female,Hispanic,65 or older,6,0.00327298228560981,reconvicted
Female,Other or Unknown,24 or younger,6,0.01842270556070375,reconvicted
Female,Other or Unknown,25-39,6,0.015936071147526678,reconvicted
Female,Other or Unknown,40-54,6,0.012720530184148798,reconvicted
Female,Other or Unknown,55-64,6,0.008281653159705204,reconvicted
Female,Other or Unknown,65 or older,6,0.0034005215632472423,reconvicted
Female,White,24 or younger,6,0.017390944664324587,reconvicted
Female,White,25-39,6,0.015045547093535519,reconvicted
Female,White,40-54,6,0.012009675195699178,reconvicted
Female,White,55-64,6,0.007818088111193954,reconvicted
Female,White,65 or older,6,0.0032118371655824613,reconvicted
Male,Black,24 or younger,6,0.023868630039505942,reconvicted
Male,Black,25-39,6,0.02060927005105774,reconvicted
Male,Black,40-54,6,0.01643805352929316,reconvicted
Male,Black,55-64,6,0.010699549259980082,reconvicted
Male,Black,65 or older,6,0.00438349666881469,reconvicted
Male,Hispanic,24 or younger,6,0.02271430494604673,reconvicted
Male,Hispanic,25-39,6,0.01958656283113286,reconvicted
Male,Hispanic,40-54,6,0.01561314977391996,reconvicted
