Gender,Race,Age,Month,p.recidivism,recidivism_type
Female,Black,40-54,46,0.003164358306053559,reconvicted
Female,Black,55-64,46,0.0020601059315678207,reconvicted
Female,Black,65 or older,46,8.458282895527837e-4,reconvicted
Female,Hispanic,24 or younger,46,0.0043493830800924085,reconvicted
Female,Hispanic,25-39,46,0.0037571871504534227,reconvicted
Female,Hispanic,40-54,46,0.0029972760819449934,reconvicted
Female,Hispanic,55-64,46,0.0019510089093960966,reconvicted
Female,Hispanic,65 or older,46,7.997943116013573e-4,reconvicted
Female,Other or Unknown,24 or younger,46,0.0045018193885556865,reconvicted
Female,Other or Unknown,25-39,46,0.0038941790516570556,reconvicted
Female,Other or Unknown,40-54,46,0.003108421248280611,reconvicted
Female,Other or Unknown,55-64,46,0.002023725920213326,reconvicted
Female,Other or Unknown,65 or older,46,8.309601352627462e-4,reconvicted
Female,White,24 or younger,46,0.004249695660454598,reconvicted
Female,White,25-39,46,0.003676568319127958,reconvicted
Female,White,40-54,46,0.0029347149075420378,reconvicted
Female,White,55-64,46,0.0019104479808591795,reconvicted
Female,White,65 or older,46,7.848527338864188e-4,reconvicted
Male,Black,24 or younger,46,0.005832599404905534,reconvicted
Male,Black,25-39,46,0.005036133872634483,reconvicted
Male,Black,40-54,46,0.004016844748696149,reconvicted
Male,Black,55-64,46,0.002614569187390573,reconvicted
Male,Black,65 or older,46,0.001071162442905884,reconvicted
Male,Hispanic,24 or younger,46,0.005550525576536076,reconvicted
Male,Hispanic,25-39,46,0.004786222524037874,reconvicted
Male,Hispanic,40-54,46,0.0038152691599534923,reconvicted
Male,Hispanic,55-64,46,0.0024828747151122467,reconvicted
Male,Hispanic,65 or older,46,0.0010156126637125475,reconvicted
Male,Other or Unknown,24 or younger,46,0.005727313853872544,reconvicted
Male,Other or Unknown,25-39,46,0.0049457752993891015,reconvicted
Male,Other or Unknown,40-54,46,0.00394499213955395,reconvicted
Male,Other or Unknown,55-64,46,0.002567854686496859,reconvicted
Male,Other or Unknown,65 or older,46,0.0010521160461355009,reconvicted
Male,White,24 or younger,46,0.005405521235220436,reconvicted
Male,White,25-39,46,0.004668453549025577,reconvicted
Male,White,40-54,46,0.003723765336950335,reconvicted
Male,White,55-64,46,0.0024236111303237626,reconvicted
Male,White,65 or older,46,9.93519680572886e-4,reconvicted
Female,Black,24 or younger,47,0.00442488235211882,reconvicted
Female,Black,25-39,47,0.0038272312348701263,reconvicted
Female,Black,40-54,47,0.003054826293244758,reconvicted
Female,Black,55-64,47,0.0019887968295447343,reconvicted
Female,Black,65 or older,47,8.165505447196189e-4,reconvicted
Female,Hispanic,24 or younger,47,0.004198832277319,reconvicted
Female,Hispanic,25-39,47,0.003627134788715105,reconvicted
Female,Hispanic,40-54,47,0.0028935275015231545,reconvicted
Female,Hispanic,55-64,47,0.0018834761232241753,reconvicted
Female,Hispanic,65 or older,47,7.721100001834191e-4,reconvicted
Female,Other or Unknown,24 or younger,47,0.004345992111351686,reconvicted
Female,Other or Unknown,25-39,47,0.0037593848126639927,reconvicted
Female,Other or Unknown,40-54,47,0.0030008254569536667,reconvicted
Female,Other or Unknown,55-64,47,0.0019536760864159782,reconvicted
Female,Other or Unknown,65 or older,47,8.021970410186198e-4,reconvicted
Female,White,24 or younger,47,0.004102595466831158,reconvicted
Female,White,25-39,47,0.0035493065209135245,reconvicted
Female,White,40-54,47,0.002833131837689254,reconvicted
Female,White,55-64,47,0.0018443191823885067,reconvicted
Female,White,65 or older,47,7.576856145571659e-4,reconvicted
Male,Black,24 or younger,47,0.0056307081236607525,reconvicted
Male,Black,25-39,47,0.004861811679477985,reconvicted
Male,Black,40-54,47,0.003877804523819128,reconvicted
Male,Black,55-64,47,0.0025240677340074634,reconvicted
Male,Black,65 or older,47,0.0010340849165738554,reconvicted
Male,Hispanic,24 or younger,47,0.00535839808029721,reconvicted
Male,Hispanic,25-39,47,0.004620550834518459,reconvicted
Male,Hispanic,40-54,47,0.0036832063307544096,reconvicted
Male,Hispanic,55-64,47,0.0023969317722482664,reconvicted
Male,Hispanic,65 or older,47,9.804579534897094e-4,reconvicted
Male,Other or Unknown,24 or younger,47,0.005529066957115533,reconvicted
Male,Other or Unknown,25-39,47,0.004774580803997791,reconvicted
Male,Other or Unknown,40-54,47,0.0038084390416529912,reconvicted
Male,Other or Unknown,55-64,47,0.0024789702223467504,reconvicted
Male,Other or Unknown,65 or older,47,0.0010156977972851102,reconvicted
Male,White,24 or younger,47,0.005218412961153703,reconvicted
Male,White,25-39,47,0.00450685834883888,reconvicted
Male,White,40-54,47,0.0035948698475224985,reconvicted
Male,White,55-64,47,0.0023397195543090198,reconvicted
Male,White,65 or older,47,9.591297032526427e-4,reconvicted
Female,Black,24 or younger,48,0.004271718195726502,reconvicted
Female,Black,25-39,48,0.0036947543469532046,reconvicted
Female,Black,40-54,48,0.002949085653178732,reconvicted
Female,Black,55-64,48,0.0019199560413852312,reconvicted
Female,Black,65 or older,48,7.882862282064847e-4,reconvicted
Female,Hispanic,24 or younger,48,0.004053492683537383,reconvicted
Female,Hispanic,25-39,48,0.0035015840970071643,reconvicted
Female,Hispanic,40-54,48,0.0027933701044442127,reconvicted
Female,Hispanic,55-64,48,0.0018182809364277247,reconvicted
Female,Hispanic,65 or older,48,7.453839615208232e-4,reconvicted
Female,Other or Unknown,24 or younger,48,0.0041955586845501555,reconvicted
Female,Other or Unknown,25-39,48,0.003629256380410861,reconvicted
Female,Other or Unknown,40-54,48,0.0028969540174396164,reconvicted
Female,Other or Unknown,55-64,48,0.0018860509778079579,reconvicted
Female,Other or Unknown,65 or older,48,7.74429560830317e-4,reconvicted
Female,White,24 or younger,48,0.00396058704181727,reconvicted
Female,White,25-39,48,0.0034264497993572642,reconvicted
Female,White,40-54,48,0.0027350649935707644,reconvicted
Female,White,55-64,48,0.0017804793852573037,reconvicted
Female,White,65 or older,48,7.314588657468447e-4,reconvicted
Male,Black,24 or younger,48,0.005435805165565402,reconvicted
Male,Black,25-39,48,0.004693523525089204,reconvicted
Male,Black,40-54,48,0.0037435770774643874,reconvicted
Male,Black,55-64,48,0.002436698924083917,reconvicted
Male,Black,65 or older,48,9.982908024525584e-4,reconvicted
Male,Hispanic,24 or younger,48,0.005172920940732145,reconvicted
Male,Hispanic,25-39,48,0.004460613752734135,reconvicted
Male,Hispanic,40-54,48,0.0035557147624873543,reconvicted
Male,Hispanic,55-64,48,0.0023139636832434697,reconvicted
Male,Hispanic,65 or older,48,9.465200985651641e-4,reconvicted
Male,Other or Unknown,24 or younger,48,0.0053376822357301765,reconvicted
Male,Other or Unknown,25-39,48,0.004609312084339945,reconvicted
Male,Other or Unknown,40-54,48,0.0036766126321424574,reconvicted
Male,Other or Unknown,55-64,48,0.002393162430723634,reconvicted
Male,Other or Unknown,65 or older,48,9.805401402241906e-4,reconvicted
Male,White,24 or younger,48,0.005037781306954103,reconvicted
Male,White,25-39,48,0.004350856651607531,reconvicted
Male,White,40-54,48,0.0034704359838125826,reconvicted
Male,White,55-64,48,0.0022587318255485583,reconvicted
Male,White,65 or older,48,9.259301105450171e-4,reconvicted
Female,Black,24 or younger,49,0.00412385570770332,reconvicted
Female,Black,25-39,49,0.0035668630523164207,reconvicted
Female,Black,40-54,49,0.0028470051501837735,reconvicted
Female,Black,55-64,49,0.0018534981281599701,reconvicted
Female,Black,65 or older,49,7.610002609126621e-4,reconvicted
Female,Hispanic,24 or younger,49,0.003913183916453633,reconvicted
Female,Hispanic,25-39,49,0.003380379253222325,reconvicted
Female,Hispanic,40-54,49,0.002696679584450196,reconvicted
Female,Hispanic,55-64,49,0.0017553424346664682,reconvicted
Female,Hispanic,65 or older,49,7.195830256835049e-4,reconvicted
Female,Other or Unknown,24 or younger,49,0.004050332403854609,reconvicted
Female,Other or Unknown,25-39,49,0.0035036322513148895,reconvicted
Female,Other or Unknown,40-54,49,0.002796678013948585,reconvicted
Female,Other or Unknown,55-64,49,0.00182076666425089,reconvicted
Female,Other or Unknown,65 or older,49,7.476232322252073e-4,reconvicted
Female,White,24 or younger,49,0.0038234941374629184,reconvicted
Female,White,25-39,49,0.0033078456758627987,reconvicted
Female,White,40-54,49,0.0026403926635329205,reconvicted
Female,White,55-64,49,0.0017188493573117554,reconvicted
Female,White,65 or older,49,7.06139937198575e-4,reconvicted
Male,Black,24 or younger,49,0.005247648634782577,reconvicted
Male,Black,25-39,49,0.0045310605455065826,reconvicted
Male,Black,40-54,49,0.003613995818725409,reconvicted
Male,Black,55-64,49,0.0023523543233939874,reconvicted
Male,Black,65 or older,49,9.637356761408634e-4,reconvicted
Male,Hispanic,24 or younger,49,0.004993863960473224,reconvicted
Male,Hispanic,25-39,49,0.004306212779315634,reconvicted
Male,Hispanic,40-54,49,0.0034326362242054712,reconvicted
Male,Hispanic,55-64,49,0.0022338674756467334,reconvicted
Male,Hispanic,65 or older,49,9.137569783579822e-4,reconvicted
Male,Other or Unknown,24 or younger,49,0.005152922160395202,reconvicted
Male,Other or Unknown,25-39,49,0.004449764023901958,reconvicted
Male,Other or Unknown,40-54,49,0.0035493493000645355,reconvicted
Male,Other or Unknown,55-64,49,0.0023103248147955963,reconvicted
Male,Other or Unknown,65 or older,49,9.465994404642686e-4,reconvicted
Male,White,24 or younger,49,0.0048634020890300075,reconvicted
Male,White,25-39,49,0.004200254842203882,reconvicted
Male,White,40-54,49,0.0033503093098187155,reconvicted
Male,White,55-64,49,0.0021805474294343966,reconvicted
Male,White,65 or older,49,8.938796981330435e-4,reconvicted
Female,Black,24 or younger,50,0.0039811113745683215,reconvicted
Female,Black,25-39,50,0.003443398623908878,reconvicted
Female,Black,40-54,50,0.002748458091217634,reconvicted
Female,Black,55-64,50,0.0017893406083473984,reconvicted
Female,Black,65 or older,50,7.3465877797556e-4,reconvicted
Female,Hispanic,24 or younger,50,0.003777731837578675,reconvicted
Female,Hispanic,25-39,50,0.003263369828924757,reconvicted
Female,Hispanic,40-54,50,0.002603335938055864,reconvicted
Female,Hispanic,55-64,50,0.0016945825043924829,reconvicted
Female,Hispanic,65 or older,50,6.946751708949429e-4,reconvicted
Female,Other or Unknown,24 or younger,50,0.003910133027605022,reconvicted
Female,Other or Unknown,25-39,50,0.003382356512124987,reconvicted
Female,Other or Unknown,40-54,50,0.002699872993019098,reconvicted
Female,Other or Unknown,55-64,50,0.0017577421207884624,reconvicted
Female,Other or Unknown,65 or older,50,7.217447856246461e-4,reconvicted
Female,White,24 or younger,50,0.003691146606515556,reconvicted
Female,White,25-39,50,0.0031933469497719457,reconvicted
Female,White,40-54,50,0.0025489973488844225,reconvicted
Female,White,55-64,50,0.0016593526089627132,reconvicted
Female,White,65 or older,50,6.816974053594731e-4,reconvicted
Male,Black,24 or younger,50,0.005066005008527767,reconvicted
Male,Black,25-39,50,0.0043742211064460804,reconvicted
Male,Black,40-54,50,0.0034888999231214527,reconvicted
Male,Black,55-64,50,0.002270929251085356,reconvicted
Male,Black,65 or older,50,9.303766509566993e-4,reconvicted
Male,Hispanic,24 or younger,50,0.004821004910270991,reconvicted
Male,Hispanic,25-39,50,0.004157156285808214,reconvicted
Male,Hispanic,40-54,50,0.0033138179620136217,reconvicted
Male,Hispanic,55-64,50,0.002156543741325111,reconvicted
Male,Hispanic,65 or older,50,8.821279302611944e-4,reconvicted
Male,Other or Unknown,24 or younger,50,0.004974557423697901,reconvicted
Male,Other or Unknown,25-39,50,0.0042957386061324935,reconvicted
Male,Other or Unknown,40-54,50,0.00342649109773838,reconvicted
Male,Other or Unknown,55-64,50,0.002230354564042836,reconvicted
Male,Other or Unknown,65 or older,50,9.138335738936636e-4,reconvicted
Male,White,24 or younger,50,0.004695058883745413,reconvicted
Male,White,25-39,50,0.004054866007350261,reconvicted
Male,White,40-54,50,0.003234340735231417,reconvicted
Male,White,55-64,50,0.0021050693306002358,reconvicted
Male,White,65 or older,50,8.629386879578895e-4,reconvicted
Female,Black,24 or younger,51,0.003843308035029218,reconvicted
Female,Black,25-39,51,0.0033242078289036896,reconvicted
Female,Black,40-54,51,0.002653322168627645,reconvicted
Female,Black,55-64,51,0.0017274038554651863,reconvicted
Female,Black,65 or older,51,7.092290867407283e-4,reconvicted
Female,Hispanic,24 or younger,51,0.003646968336103416,reconvicted
Female,Hispanic,25-39,51,0.0031504106026519815,reconvicted
Female,Hispanic,40-54,51,0.0025132233156112934,reconvicted
Female,Hispanic,55-64,51,0.0016359257359027687,reconvicted
Female,Hispanic,65 or older,51,6.706294837896431e-4,reconvicted
Female,Other or Unknown,24 or younger,51,0.003774786553078284,reconvicted
Female,Other or Unknown,25-39,51,0.003265278646416395,reconvicted
Female,Other or Unknown,40-54,51,0.0026064188090577645,reconvicted
Female,Other or Unknown,55-64,51,0.0016968991270856146,reconvicted
Female,Other or Unknown,65 or older,51,6.96762103052799e-4,reconvicted
Female,White,24 or younger,51,0.0035633801912488077,reconvicted
Female,White,25-39,51,0.0030828115156726426,reconvicted
Female,White,40-54,51,0.002460765618067627,reconvicted
Female,White,55-64,51,0.0016019152982537704,reconvicted
Female,White,65 or older,51,6.581009343805964e-4,reconvicted
Male,Black,24 or younger,51,0.004890648847241613,reconvicted
Male,Black,25-39,51,0.004222810553051034,reconvicted
Male,Black,40-54,51,0.003368134132996833,reconvicted
Male,Black,55-64,51,0.002192322649758979,reconvicted
Male,Black,65 or older,51,8.98172324710001e-4,reconvicted
Male,Hispanic,24 or younger,51,0.004654129253183453,reconvicted
Male,Hispanic,25-39,51,0.004013259276839841,reconvicted
Male,Hispanic,40-54,51,0.003199112509484136,reconvicted
Male,Hispanic,55-64,51,0.0020818965130875,reconvicted
Male,Hispanic,65 or older,51,8.515936991750594e-4,reconvicted
Male,Other or Unknown,24 or younger,51,0.00480236665553861,reconvicted
Male,Other or Unknown,25-39,51,0.004147044668682352,reconvicted
Male,Other or Unknown,40-54,51,0.003307885544729817,reconvicted
Male,Other or Unknown,55-64,51,0.0021531524266585962,reconvicted
Male,Other or Unknown,65 or older,51,8.8220187449687e-4,reconvicted
Male,White,24 or younger,51,0.004532542758814594,reconvicted
Male,White,25-39,51,0.003914509703639203,reconvicted
Male,White,40-54,51,0.0031223863303962655,reconvicted
Male,White,55-64,51,0.0020322038524899903,reconvicted
Male,White,65 or older,51,8.330686788499469e-4,reconvicted
Female,Black,24 or younger,52,0.003710274660105885,reconvicted
Female,Black,25-39,52,0.0032091427385193168,reconvicted
Female,Black,40-54,52,0.002561479308353566,reconvicted
Female,Black,55-64,52,0.0016676109992450722,reconvicted
Female,Black,65 or older,52,6.846796261867046e-4,reconvicted
Female,Hispanic,24 or younger,52,0.003520731120254887,reconvicted
Female,Hispanic,25-39,52,0.0030413613796791837,reconvicted
Female,Hispanic,40-54,52,0.0024262298775198188,reconvicted
Female,Hispanic,55-64,52,0.0015792993297475755,reconvicted
Female,Hispanic,65 or older,52,6.474161210462765e-4,reconvicted
Female,Other or Unknown,24 or younger,52,0.00364412500053182,reconvicted
Female,Other or Unknown,25-39,52,0.003152253347783375,reconvicted
Female,Other or Unknown,40-54,52,0.002516199475225478,reconvicted
Female,Other or Unknown,55-64,52,0.0016381621703485674,reconvicted
Female,Other or Unknown,65 or older,52,6.726441782747274e-4,reconvicted
Female,White,24 or younger,52,0.003440036319600701,reconvicted
Female,White,25-39,52,0.002976102187030623,reconvicted
Female,White,40-54,52,0.0023755879658776046,reconvicted
Female,White,55-64,52,0.0015464661392153392,reconvicted
Female,White,65 or older,52,6.353212384668433e-4,reconvicted
Male,Black,24 or younger,52,0.0047213625147948,reconvicted
Male,Black,25-39,52,0.004076640968304238,reconvicted
Male,Black,40-54,52,0.0032515485648292176,reconvicted
Male,Black,55-64,52,0.0021164369600458243,reconvicted
Male,Black,65 or older,52,8.670827283180743e-4,reconvicted
Male,Hispanic,24 or younger,52,0.004493029878312321,reconvicted
Male,Hispanic,25-39,52,0.003874343160521749,reconvicted
Male,Hispanic,40-54,52,0.0030883775046348844,reconvicted
Male,Hispanic,55-64,52,0.0020098331455788783,reconvicted
Male,Hispanic,65 or older,52,8.221163887872017e-4,reconvicted
Male,Other or Unknown,24 or younger,52,0.004636136148386268,reconvicted
Male,Other or Unknown,25-39,52,0.004003497666151124,reconvicted
Male,Other or Unknown,40-54,52,0.003193385438606481,reconvicted
Male,Other or Unknown,55-64,52,0.0020786225863668384,reconvicted
Male,Other or Unknown,65 or older,52,8.516650838835938e-4,reconvicted
Male,White,24 or younger,52,0.004375652013994335,reconvicted
Male,White,25-39,52,0.003779011733583493,reconvicted
Male,White,40-54,52,0.0030143071476814876,reconvicted
Male,White,55-64,52,0.0019618605610949545,reconvicted
Male,White,65 or older,52,8.042325988687888e-4,reconvicted
Female,Black,24 or younger,53,0.0035818461408647366,reconvicted
Female,Black,25-39,53,0.003098060544423811,reconvicted
Female,Black,40-54,53,0.0024728155233847996,reconvicted
Female,Black,55-64,53,0.001609887830228473,reconvicted
Female,Black,65 or older,53,6.609799277543431e-4,reconvicted
Female,Hispanic,24 or younger,53,0.003398863515874444,reconvicted
Female,Hispanic,25-39,53,0.002936086818022267,reconvicted
Female,Hispanic,40-54,53,0.0023422476554328937,reconvicted
Female,Hispanic,55-64,53,0.0015246330063783424,reconvicted
Female,Hispanic,65 or older,53,6.250062723488625e-4,reconvicted
Female,Other or Unknown,24 or younger,53,0.0035179862047224025,reconvicted
Female,Other or Unknown,25-39,53,0.0030431403394981017,reconvicted
Female,Other or Unknown,40-54,53,0.0024291030194850986,reconvicted
Female,Other or Unknown,55-64,53,0.0015814583516052055,reconvicted
Female,Other or Unknown,65 or older,53,6.493610783142687e-4,reconvicted
Female,White,24 or younger,53,0.003320961908368439,reconvicted
Female,White,25-39,53,0.00287308652592596,reconvicted
Female,White,40-54,53,0.002293358677554231,reconvicted
Female,White,55-64,53,0.0014929363133909799,reconvicted
Female,White,65 or older,53,0.00061333004553008625,reconvicted
Male,Black,24 or younger,53,0.004557935908377889,reconvicted
Male,Black,25-39,53,0.00393553093980242,reconvicted
Male,Black,40-54,53,0.0031389985232078295,reconvicted
Male,Black,55-64,53,0.002043177999525051,reconvicted
Male,Black,65 or older,53,8.370692761996029e-4,reconvicted
Male,Hispanic,24 or younger,53,0.0043375068437557845,reconvicted
Male,Hispanic,25-39,53,0.003740235526796412,reconvicted
Male,Hispanic,40-54,53,0.002981475513242524,reconvicted
Male,Hispanic,55-64,53,0.0019402642002973155,reconvicted
Male,Hispanic,65 or older,53,7.936594145391531e-4,reconvicted
Male,Other or Unknown,24 or younger,53,0.004475659592044043,reconvicted
Male,Other or Unknown,25-39,53,0.0038649194410462166,reconvicted
Male,Other or Unknown,40-54,53,0.0030828486722435365,reconvicted
Male,Other or Unknown,55-64,53,0.0020066725435037903,reconvicted
Male,Other or Unknown,65 or older,53,8.221853025648067e-4,reconvicted
Male,White,24 or younger,53,0.004224191930751925,reconvicted
Male,White,25-39,53,0.0036482039294180725,reconvicted
Male,White,40-54,53,0.0029099690490287868,reconvicted
Male,White,55-64,53,0.0018939521527153325,reconvicted
Male,White,65 or older,53,7.76394659292846e-4,reconvicted
Female,Black,24 or younger,54,0.003457863083500527,reconvicted
Female,Black,25-39,54,0.0029908233814940934,reconvicted
Female,Black,40-54,54,0.002387220772290073,reconvicted
Female,Black,55-64,54,0.00155416270766445,reconvicted
Female,Black,65 or older,54,6.381005775320096e-4,reconvicted
Female,Hispanic,24 or younger,54,0.0032812142719680477,reconvicted
Female,Hispanic,25-39,54,0.00283445626046368,reconvicted
Female,Hispanic,40-54,54,0.002261172418249586,reconvicted
Female,Hispanic,55-64,54,0.0014718589189231124,reconvicted
Female,Hispanic,65 or older,54,6.033721246300239e-4,reconvicted
Female,Other or Unknown,24 or younger,54,0.003396213613641398,reconvicted
Female,Other or Unknown,25-39,54,0.002937804200411947,reconvicted
Female,Other or Unknown,40-54,54,0.002345021345631937,reconvicted
Female,Other or Unknown,55-64,54,0.0015267172952295007,reconvicted
Female,Other or Unknown,65 or older,54,6.268839063039471e-4,reconvicted
Female,White,24 or younger,54,0.0032060091732154443,reconvicted
Female,White,25-39,54,0.0027736366786831586,reconvicted
Female,White,40-54,54,0.00221397569757864,reconvicted
Female,White,55-64,54,0.001441259384426192,reconvicted
Female,White,65 or older,54,5.921000621004262e-4,reconvicted
Male,Black,24 or younger,54,0.0044001661977408,reconvicted
Male,Black,25-39,54,0.0037993053346036592,reconvicted
Male,Black,40-54,54,0.003030344321250654,reconvicted
Male,Black,55-64,54,0.001972454845833349,reconvicted
Male,Black,65 or older,54,8.080947183857327e-4,reconvicted
Male,Hispanic,24 or younger,54,0.004187367128458802,reconvicted
Male,Hispanic,25-39,54,0.00361076993345786,reconvicted
Male,Hispanic,40-54,54,0.002878273858271635,reconvicted
Male,Hispanic,55-64,54,0.0018731033345910325,reconvicted
Male,Hispanic,65 or older,54,7.661874582209241e-4,reconvicted
Male,Other or Unknown,24 or younger,54,0.004320737817595879,reconvicted
Male,Other or Unknown,25-39,54,0.003731138002669973,reconvicted
Male,Other or Unknown,40-54,54,0.002976138057453234,reconvicted
Male,Other or Unknown,55-64,54,0.001937213000215772,reconvicted
Male,Other or Unknown,65 or older,54,7.93725942915346e-4,reconvicted
Male,White,24 or younger,54,0.004077974530598213,reconvicted
Male,White,25-39,54,0.0035219239443855,reconvicted
Male,White,40-54,54,0.0028092425394733796,reconvicted
Male,White,55-64,54,0.001828394345606822,reconvicted
Male,White,65 or older,54,7.495203102017005e-4,reconvicted
Female,Black,24 or younger,55,0.0033381716115112457,reconvicted
Female,Black,25-39,55,0.0028872981567102957,reconvicted
Female,Black,40-54,55,0.002304588822644012,reconvicted
Female,Black,55-64,55,0.00150036647059572,reconvicted
Female,Black,65 or older,55,6.160131797497067e-4,reconvicted
Female,Hispanic,24 or younger,55,0.003167637372987272,reconvicted
Female,Hispanic,25-39,55,0.0027363435723925596,reconvicted
Female,Hispanic,40-54,55,0.0021829035427544143,reconvicted
Female,Hispanic,55-64,55,0.0014209115689811603,reconvicted
Female,Hispanic,65 or older,55,5.824868275519342e-4,reconvicted
Female,Other or Unknown,24 or younger,55,0.0032786560942166375,reconvicted
Female,Other or Unknown,25-39,55,0.0028361141968830535,reconvicted
Female,Other or Unknown,40-54,55,0.002263850099134568,reconvicted
Female,Other or Unknown,55-64,55,0.0014738710615976812,reconvicted
Female,Other or Unknown,65 or older,55,6.051847656208083e-4,reconvicted
Female,White,24 or younger,55,0.003095035445254872,reconvicted
Female,White,25-39,55,0.0026776292171907935,reconvicted
Female,White,40-54,55,0.002137340503011185,reconvicted
Female,White,55-64,55,0.0013913712156136487,reconvicted
Female,White,65 or older,55,5.716049394520184e-4,reconvicted
Male,Black,24 or younger,55,0.004247857573458339,reconvicted
Male,Black,25-39,55,0.003667795081868295,reconvicted
Male,Black,40-54,55,0.0029254511072377763,reconvicted
Male,Black,55-64,55,0.0019041797238203673,reconvicted
Male,Black,65 or older,55,7.801230942887958e-4,reconvicted
Male,Hispanic,24 or younger,55,0.00404242439265291,reconvicted
Male,Hispanic,25-39,55,0.0034857856995787386,reconvicted
Male,Hispanic,40-54,55,0.00277864445520804,reconvicted
Male,Hispanic,55-64,55,0.0018082671944977496,reconvicted
Male,Hispanic,65 or older,55,7.396664241372522e-4,reconvicted
Male,Other or Unknown,24 or younger,55,0.004171178550216134,reconvicted
Male,Other or Unknown,25-39,55,0.003601987313660442,reconvicted
Male,Other or Unknown,40-54,55,0.002873121154719398,reconvicted
Male,Other or Unknown,55-64,55,0.0018701577496308159,reconvicted
Male,Other or Unknown,65 or older,55,7.66251683764679e-4,reconvicted
Male,White,24 or younger,55,0.003936818341785792,reconvicted
Male,White,25-39,55,0.003400015051245911,reconvicted
Male,White,40-54,55,0.0027120026064266136,reconvicted
Male,White,55-64,55,0.001765105775377773,reconvicted
Male,White,65 or older,55,7.235761975958637e-4,reconvicted
Female,Black,24 or younger,56,0.003222623174720587,reconvicted
Female,Black,25-39,56,0.002787356383972797,reconvicted
Female,Black,40-54,56,0.002224817119181114,reconvicted
Female,Black,55-64,56,0.001448432352022359,reconvicted
Female,Black,65 or older,56,5.946903215368248e-4,reconvicted
Female,Hispanic,24 or younger,56,0.0030579918576080774,reconvicted
Female,Hispanic,25-39,56,0.002641626985257907,reconvicted
Female,Hispanic,40-54,56,0.00210734388873295,reconvicted
Female,Hispanic,55-64,56,0.0013717277253323292,reconvicted
Female,Hispanic,65 or older,56,5.623244601821196e-4,reconvicted
Female,Other or Unknown,24 or younger,56,0.003165167744739784,reconvicted
Female,Other or Unknown,25-39,56,0.002737944120521619,reconvicted
Female,Other or Unknown,40-54,56,0.0021854885376194747,reconvicted
Female,Other or Unknown,55-64,56,0.0014228540627677436,reconvicted
Female,Other or Unknown,65 or older,56,5.842367252636657e-4,reconvicted
Female,White,24 or younger,56,0.0029879029939819494,reconvicted
Female,White,25-39,56,0.0025849449857137537,reconvicted
Female,White,40-54,56,0.002063357981213722,reconvicted
Female,White,55-64,56,0.001343209890292542,reconvicted
Female,White,65 or older,56,5.51819240901428e-4,reconvicted
Male,Black,24 or younger,56,0.004100821003909338,reconvicted
Male,Black,25-39,56,0.003540836963023565,reconvicted
Male,Black,40-54,56,0.002824188697245681,reconvicted
Male,Black,55-64,56,0.0018382678966101709,reconvicted
Male,Black,65 or older,56,7.531196880712966e-4,reconvicted
Male,Hispanic,24 or younger,56,0.0039024987465882343,reconvicted
Male,Hispanic,25-39,56,0.003365127706087741,reconvicted
Male,Hispanic,40-54,56,0.0026824636530919472,reconvicted
Male,Hispanic,55-64,56,0.0017456753112933226,reconvicted
Male,Hispanic,65 or older,56,7.140633967911227e-4,reconvicted
Male,Other or Unknown,24 or younger,56,0.004026796170535539,reconvicted
Male,Other or Unknown,25-39,56,0.003477307083920897,reconvicted
Male,Other or Unknown,40-54,56,0.002773670108825534,reconvicted
Male,Other or Unknown,55-64,56,0.0018054235688665296,reconvicted
Male,Other or Unknown,65 or older,56,7.397284265594763e-4,reconvicted
Male,White,24 or younger,56,0.0038005481740827594,reconvicted
Male,White,25-39,56,0.003282325947761408,reconvicted
Male,White,40-54,56,0.002618128564521703,reconvicted
Male,White,55-64,56,0.001704007894007099,reconvicted
Male,White,65 or older,56,6.985301220008225e-4,reconvicted
Female,Black,24 or younger,57,0.0031110743649109753,reconvicted
Female,Black,25-39,57,0.0026908740246369602,reconvicted
Female,Black,40-54,57,0.0021478066565134703,reconvicted
Female,Black,55-64,57,0.0013982958960366725,reconvicted
Female,Black,65 or older,57,5.741055388997795e-4,reconvicted
Female,Hispanic,24 or younger,57,0.002952141643782428,reconvicted
Female,Hispanic,25-39,57,0.0025501889454405398,reconvicted
Female,Hispanic,40-54,57,0.0020343996784102205,reconvicted
Female,Hispanic,55-64,57,0.00132424634546019,reconvicted
Female,Hispanic,65 or older,57,5.42859998822753e-4,reconvicted
Female,Other or Unknown,24 or younger,57,0.003055607713786395,reconvicted
Female,Other or Unknown,25-39,57,0.0026431721315515184,reconvicted
Female,Other or Unknown,40-54,57,0.0021098394058387667,reconvicted
Female,Other or Unknown,55-64,57,0.0013736029810776623,reconvicted
Female,Other or Unknown,65 or older,57,5.640137864287901e-4,reconvicted
Female,White,24 or younger,57,0.0028844788563354,reconvicted
Female,White,25-39,57,0.0024954689530079766,reconvicted
Female,White,40-54,57,0.0019919363118044496,reconvicted
Female,White,55-64,57,0.001296715635003255,reconvicted
Female,White,65 or older,57,5.327184102379315e-4,reconvicted
Male,Black,24 or younger,57,0.003958874000667792,reconvicted
Male,Black,25-39,57,0.0034182734091915525,reconvicted
Male,Black,40-54,57,0.0027264314135748004,reconvicted
Male,Black,55-64,57,0.0017746375604335367,reconvicted
Male,Black,65 or older,57,7.270509855597711e-4,reconvicted
Male,Hispanic,24 or younger,57,0.0037674165272706863,reconvicted
