Gender,Age.Group,Race,n,p.lwr,p.upr,p,health_outcome,se,pred,pred.upr,pred.lwr,pred.se
Women,35-44,NH White,46,0.0024830989438263487,0.13622867574229747,0.033809667484234134,str,0.019607057464159958,0.03736567677520823,0.09388485391464994,0.014333129827826384,0.500939687294209
Men,45-54,NH White,23,1.1073584209041747e-62,0.9102719760240334,0.016625904639128497,str,0.016658857434745978,0.07710080545613528,0.16374465454876566,0.034416821774846076,0.43458987983614183
Women,45-54,NH White,35,0.02058496601395359,0.4385740342423685,0.15138441080050358,str,0.08617355719136995,0.15479259821341726,0.3080867107791042,0.07005059431617633,0.4532820674148847
Men,55-64,NH White,33,0.001020901202634764,0.4081692929721772,0.07890717922210944,str,0.053284797813653965,0.08906834290418876,0.19108009129819825,0.038898641117079795,0.45003717590437425
Women,55-64,NH White,31,0.02105737319629502,0.6770364906395396,0.2395613262990693,str,0.12047481180495528,0.19254925650325688,0.40472156549801525,0.07718453328300967,0.5345507104430239
Men,65 and over,NH White,35,0.015554370613034017,0.4519048348786391,0.14556303911922977,str,0.07292695905186114,0.17478374767732394,0.2772512383908785,0.10470049931692658,0.3030455783558129
Women,65 and over,NH White,30,0.0500953634373147,0.5649537774875817,0.2411855955614056,str,0.07979238200198303,0.20335780163905548,0.2921364907087162,0.13636122973869064,0.2451108716276438
Men,18-24,Other,13,NA,NA,0,str,0,7.104385271790436e-9,1.1942554482807389e-8,4.226255786713433e-9,0.26500272454123364
Women,18-24,Other,9,NA,NA,0,str,0,0.0048748741441992345,0.04020713784823874,5.72528449241089e-4,1.094969733605255
Men,25-34,Other,19,NA,NA,0,str,0,8.437023639604765e-9,1.4214313201283534e-8,5.0078654325468185e-9,0.26613746052541176
Women,25-34,Other,27,NA,NA,0,str,0,0.004158029124003933,0.01847810350524283,9.251982532728895e-4,0.7683965182240157
Men,35-44,Other,22,NA,NA,0,str,0,0.018544392554027997,0.08327050082227011,0.003914987126924197,0.8011122913926413
Women,35-44,Other,18,NA,NA,0,str,0,0.03613132914678756,0.08514935326924103,0.014872819079613828,0.4640088869576647
Men,45-54,Other,19,5.276163453811425e-5,0.788315182569195,0.13822453371230714,str,0.09412459320231013,0.07465563539641526,0.1726056879297912,0.03025744857099979,0.4847070164062028
Women,45-54,Other,18,0.027921984018536888,0.6194132611543295,0.22957982977020203,str,0.07077796685506106,0.15028473864317946,0.2895190490011634,0.07129148270097711,0.42584890285364413
Men,55-64,Other,16,1.3834230851803885e-20,0.9999997476218129,0.24938390193623608,str,0.12715125891732493,0.08627911697970013,0.19911544599202172,0.03462157627506764,0.4939404721157483
Women,55-64,Other,26,NA,NA,0,str,0,0.18718536318706935,0.3420987734103823,0.0925531333270701,0.415542538591287
Men,65 and over,Other,20,0.0025486019989394352,0.6209648344556828,0.14772827940621852,str,0.0701421565689252,0.16981067320748372,0.30454923858974653,0.08720800798656816,0.3883960216580596
Women,65 and over,Other,22,0.013084868563259099,0.7788148897157442,0.2657629959872994,str,0.09815609405459462,0.197766558606454,0.28747653828275865,0.1309081352413068,0.2513519206829314
Men,18-24,NH Black,35,NA,NA,0,htn,0,0.13710338487551257,0.2787171979019716,0.06132477834727249,0.4534399419283532
Women,18-24,NH Black,58,0.013166755845571702,0.1818118804374318,0.0652780213246917,htn,0.03138202067836742,0.04614082981099277,0.10911528656780611,0.018746466750257734,0.4739922669610528
Men,25-34,NH Black,24,0.027793921566554546,0.6653563881423895,0.24879245649094914,htn,0.1181393938246297,0.28738487051463607,0.43155555685813685,0.17642903672213517,0.32276706699323865
Women,25-34,NH Black,90,0.08932678563859218,0.2959409066646852,0.1756377821169302,htn,0.043258526476236944,0.24516469338007635,0.3268514254669706,0.17848019346045677,0.20516143693078623
Men,35-44,NH Black,26,0.2211316223592618,0.843400512300496,0.5456900719211003,htn,0.10160183796552359,0.562900242314114,0.6478767886766101,0.47406393984163997,0.18203314866672246
Women,35-44,NH Black,52,0.1841824526390351,0.4343091286714741,0.2983049252803773,htn,0.05468082895243653,0.33476327730303335,0.45326921916903873,0.2339807679494183,0.254723582974699
Men,45-54,NH Black,31,0.1506062133846363,0.6655396263418519,0.384218302346964,htn,0.09318870009296905,0.4857540071344383,0.6689064519235629,0.3063494080432534,0.38788603480708767
Women,45-54,NH Black,45,0.48181876616909597,0.9017380972895395,0.7281860271039406,htn,0.0861110228166782,0.5699464796712805,0.7354419475377678,0.387188599212222,0.3779549583630395
Men,55-64,NH Black,54,0.38309187320911764,0.7686771547721787,0.5854456629809336,htn,0.07970460056852259,0.6164001643633941,0.7736607065457721,0.43032989183981324,0.38511002871196676
Women,55-64,NH Black,57,0.6459290774880572,0.929247946203909,0.8175195038567823,htn,0.05470329915270579,0.6943750975693509,0.8069211317073677,0.5525997459883515,0.3109615425156797
Men,65 and over,NH Black,42,0.4250262443202239,0.8498678273995742,0.6609987860791684,htn,0.06548111371450556,0.656906672588109,0.7738697146905473,0.5171898966191928,0.2963078730454532
Women,65 and over,NH Black,57,0.7921636610625101,0.9930586892491798,0.9390899225829058,htn,0.03079791337928319,0.7950309664211564,0.8630668733938288,0.7047550217064646,0.24769707418721246
Men,18-24,Hispanic,28,5.9070190154943086e-27,0.9998126545949058,0.12442787544079632,htn,0.07573936149664379,0.08831116348190153,0.18815332915226238,0.03891024746574739,0.4450989620410888
Women,18-24,Hispanic,40,0.0013240774762601883,0.1630044661859723,0.0345123934606323,htn,0.026122832045755797,0.02864563126337413,0.06765043389540949,0.011843911036771118,0.45936372770694717
Men,25-34,Hispanic,17,2.6115838419364136e-35,0.9970859577125915,0.06830909102850158,htn,0.05087968934885208,0.19734179337265437,0.3346174005953235,0.10730122880590817,0.36511759655951204
Women,25-34,Hispanic,34,0.0035264020101947774,0.4462503954137318,0.10625622107038293,htn,0.06142790733882051,0.16528184070012403,0.24702754883880718,0.10675206333967632,0.25761351657298043
Men,35-44,Hispanic,16,0.05715776791558996,0.9440715264059714,0.5018357680712103,htn,0.13030256647509786,0.4398103857973157,0.5328929535450678,0.35077704435669493,0.19066357694933952
Women,35-44,Hispanic,37,0.010548179731142774,0.6910864452093359,0.21530530844706944,htn,0.08017885860085268,0.23476608728660459,0.35478610376069397,0.14615062683328045,0.2977223633346148
Men,45-54,Hispanic,14,3.923840200721619e-29,0.9999999999988719,0.29607169359408925,htn,0.17758018514530396,0.36543019874807253,0.5650723337859506,0.20334494230282776,0.4151331482497355
Women,45-54,Hispanic,30,0.14973951555686413,0.6677083745439948,0.3846863838082033,htn,0.09391926809739168,0.4468911384401218,0.6440004836373896,0.26517357014879567,0.4112371058039745
Men,55-64,Hispanic,32,0.23132314728568232,0.8587108484704221,0.5644201204527444,htn,0.10154804854819176,0.49485614387471405,0.6687208906911826,0.32222663700798454,0.3688749767122589
Women,55-64,Hispanic,44,0.48059317120170203,0.8814158583734981,0.7106095271795498,htn,0.07965760300960857,0.5807325139323705,0.729224764509434,0.4160206781840524,0.3392469286836584
Men,65 and over,Hispanic,31,0.187362255608624,0.8695161819252013,0.5443209731963514,htn,0.08329735071596914,0.5385898148433067,0.6563830169472996,0.4163237717149391,0.2513056485881092
Women,65 and over,Hispanic,50,0.5919360865048534,0.8665217533832877,0.7469330440131752,htn,0.05163489516138797,0.7027963455373913,0.7909441701673388,0.5964447131907455,0.23978833060823992
Men,18-24,NH White,26,7.061130937362884e-4,0.7180178998542648,0.1530277292659302,htn,0.08305934133964615,0.1024978988026954,0.24492386557917645,0.03865433343267953,0.5326128418347961
Women,18-24,NH White,31,3.323337622314992e-5,0.18974371667747258,0.02331401771022763,htn,0.023267071559353165,0.033600662611970505,0.0833623497583909,0.013118231972272975,0.4905783372676345
Men,25-34,NH White,24,0.0017517528554600083,0.8671708232738793,0.24405199376119255,htn,0.11982339519480358,0.22472633574238596,0.36424987199039327,0.12789503513756073,0.3476427114052485
Women,25-34,NH White,50,0.09292494668532988,0.42483269370059706,0.22883508362009738,htn,0.06184076890269489,0.18926655854832364,0.28426395838653246,0.12066395586990757,0.2711145392097534
Men,35-44,NH White,30,0.24672810076242538,0.7940680657985888,0.5262553124012044,htn,0.08727364301325241,0.4806914627994198,0.5896222698856454,0.3735658810175929,0.22432894788251798
Women,35-44,NH White,46,0.1009145452191467,0.4960684025570662,0.2647474438857553,htn,0.06881676042089972,0.26562527354667304,0.3528150347879696,0.19353884113833184,0.20931234576434216
Men,45-54,NH White,23,6.1512205352493345e-12,0.9999999999996659,0.5267048504577816,htn,0.15591332136230865,0.4043884059319626,0.6060755496046774,0.2305387902305153,0.4173844332378
Women,45-54,NH White,35,0.12509090533524841,0.7666305796881089,0.4205699651841589,htn,0.14611639396334297,0.48785719885854684,0.71046613236238,0.2699629584537541,0.4827791564524587
Men,55-64,NH White,33,0.054926760921642725,0.9670297814312335,0.5395366280747625,htn,0.17962089806624906,0.5359585396863062,0.7387464233196219,0.32053866424976885,0.4568350929019357
Women,55-64,NH White,31,0.22548185939702295,0.8275597808193299,0.5364874122306689,htn,0.11116052268594454,0.6202101287905998,0.7417300772812224,0.4814835386632099,0.288035874805562
Men,65 and over,NH White,35,0.25016362379803675,0.9212521812952442,0.6352671530925026,htn,0.1254936996040347,0.5791599611624851,0.7205445300731332,0.42347787459738534,0.3203315769223766
Women,65 and over,NH White,30,0.40419344631387805,0.7932694859604781,0.6117164379988049,htn,0.06086204102723589,0.736005360151136,0.8017667125361112,0.6577411353310665,0.18983232729280983
Men,18-24,Other,21,NA,NA,0,htn,0,0.09650466731552569,0.2039720002742766,0.04262690644847225,0.44645103076939485
Women,18-24,Other,17,NA,NA,0,htn,0,0.03149460589675918,0.08160557499923869,0.011760877355820102,0.512870846610644
Men,25-34,Other,19,0.021349176628112296,0.8782976925655109,0.35788589177772223,htn,0.16279688023842356,0.21328460305760769,0.40328908014143316,0.098083828021284,0.4660595663730629
Women,25-34,Other,27,1.4706185936948628e-24,0.9999999978349658,0.266625407623661,htn,0.14213205462875586,0.17921288938373617,0.31351688402675176,0.09452029628432126,0.3765175972492182
Men,35-44,Other,22,4.528054789433169e-18,0.9999999802217644,0.30756319750968697,htn,0.13733542694924436,0.46401756468865446,0.6171363217832804,0.31739508448557596,0.31714354814881757
Women,35-44,Other,18,1.9846332839172646e-10,0.9999996274150891,0.3985330792983621,htn,0.12539111446698636,0.2527801594490994,0.41127246254205074,0.14076254093166887,0.3699719477330489
Men,45-54,Other,19,0.028720518483629498,0.7496218883446659,0.2912590917887535,htn,0.0913337976473468,0.3883817992655776,0.5699042602224333,0.23331272643426998,0.3753027666608798
Women,45-54,Other,18,0.011467114011610284,0.9992215159889393,0.6155126051779046,htn,0.19502900111178303,0.4711602552085253,0.694461996177604,0.2588340175860814,0.4778406351488264
Men,55-64,Other,16,5.4243601910421724e-8,0.999999594185738,0.46800329458022094,htn,0.120798455020503,0.5192845530361848,0.7054687454553974,0.3275858356932145,0.4062834084748536
Women,55-64,Other,26,0.21547339497656484,0.8854856179276492,0.5775952530365625,htn,0.12721240588383143,0.6043285472508101,0.7718463506962935,0.40813064389071846,0.4057382717856519
Men,65 and over,Other,20,0.09180323883327686,0.8069178664769772,0.41485777358914366,htn,0.0906551287375882,0.5627719315017005,0.7018338658228397,0.41308978237420957,0.3079783086813147
Women,65 and over,Other,22,0.2277308141064828,0.9788595965954825,0.7138433192946594,htn,0.09571163335087218,0.72280178367435155,0.8372657536019167,0.5692474279699651,0.34675170508581366
Men,18-24,NH Black,35,NA,NA,0,dm,0,1.993592221036512e-8,2.9207148568708557e-8,1.3607661572067242e-8,0.1948455507158233
Women,18-24,NH Black,58,6.78492222728959e-5,0.09554067218732354,0.013351094839251522,dm,0.013753719143813738,0.013358076143433702,0.05964440609573599,0.002881627308409306,0.7879370779737146
Men,25-34,NH Black,24,NA,NA,0,dm,0,0.00650639208704066,0.04626538774032789,8.833602191424302e-4,1.0216775513013154
Women,25-34,NH Black,90,0.0010756818909475525,0.13640446744895374,0.028439643555645062,dm,0.023003528186431244,0.01979633867808288,0.07184174838326707,0.005242032063821733,0.6854854915026959
Men,35-44,NH Black,26,0.0023001720274876017,0.4705091368435853,0.10455459203374143,dm,0.06540089378085945,0.11361317045125587,0.19017178673912113,0.06538671733073874,0.30891367764070266
Women,35-44,NH Black,52,0.053670432883011286,0.30901884921910716,0.15054728218696045,dm,0.053701460794914654,0.07353299274683615,0.13347548192153472,0.039289496581371056,0.3383080783574074
Men,45-54,NH Black,31,0.046675036440783906,0.3586613070666459,0.16066791709633,dm,0.053383142626757155,0.23673894590703712,0.3967932173058655,0.12758979178442853,0.3835770968322194
Women,45-54,NH Black,45,0.04578623653198334,0.41572460176272885,0.17957662832302324,dm,0.07372394529388292,0.16928048892589595,0.31896282410630483,0.0814409480405011,0.42459598137513743
Men,55-64,NH Black,54,0.03863776540444015,0.3276890433684517,0.14128661261496311,dm,0.05654078429365286,0.2360334062136745,0.3576858908979407,0.14633014666380587,0.30058127173130567
Women,55-64,NH Black,57,0.1393396411436453,0.40706565192013977,0.25675617630765285,dm,0.052790207274006996,0.31120051790034237,0.4601619746208376,0.19320233658676841,0.32389480337839266
Men,65 and over,NH Black,42,0.10611865104846263,0.6689918328902241,0.34871741439586007,dm,0.08839838934554187,0.45045630311381046,0.5795654753460658,0.3276915837915307,0.2652176791939281
Women,65 and over,NH Black,57,0.2678306235677031,0.680659627950786,0.47055444928577544,dm,0.07277921985380548,0.36760876801918757,0.47733819901187646,0.27006976511191694,0.23050405582126943
Men,18-24,Hispanic,28,NA,NA,0,dm,0,2.3316392201504e-8,3.494036858324122e-8,1.555948506658761e-8,0.2063743146941351
Women,18-24,Hispanic,40,NA,NA,0,dm,0,0.015587854229072206,0.07241552160423367,0.003201459026873834,0.8139891469303824
Men,25-34,Hispanic,17,NA,NA,0,dm,0,0.007601273779633423,0.052610955777279526,0.0010553437641319572,1.0107449445471366
Women,25-34,Hispanic,34,6.35728767454052e-4,0.3492987053949067,0.0624727673769439,dm,0.043806593658614265,0.02307567954636148,0.08626982704046027,0.0058747218848410636,0.7069387832300791
Men,35-44,Hispanic,16,0.11578679390526626,0.4563751095458881,0.2602092552186655,dm,0.040476753943481644,0.13036667310839306,0.22243748338445513,0.07283578739807692,0.3297012917511736
Women,35-44,Hispanic,37,0.0012203211539146097,0.5375563349928547,0.11060782788621512,dm,0.055109824591041946,0.08494261683747004,0.14395012052931264,0.04874591062346637,0.3031428428572092
Men,45-54,Hispanic,14,3.047299674114265e-58,0.9918120341768918,0.03501302914977625,dm,0.03492958140529488,0.2661960806543419,0.42322175165735054,0.15207018053117033,0.3594183765741029
Women,45-54,Hispanic,30,0.003862805808284581,0.5860946709021846,0.1466993695125862,dm,0.09918519838163592,0.1924603861118735,0.3297355481463563,0.10350969901624517,0.3697620956852672
