Gender,Age.Group,Race,n,p.lwr,p.upr,p,health_outcome,se,pred,pred.upr,pred.lwr,pred.se
Men,55-64,Hispanic,32,0.1688708775507242,0.7998107755629641,0.4775993494765035,dm,0.1022968655516471,0.2654332813672439,0.39559249073329933,0.16631520318809778,0.30309397506596436
Women,55-64,Hispanic,44,0.10907444595620647,0.6250178481955003,0.32961274931630685,dm,0.10416408011902129,0.34572607449876563,0.49804772007970505,0.21960846212354596,0.3214702853712453
Men,65 and over,Hispanic,31,0.23874784789551065,0.8340667228000472,0.5497222242132502,dm,0.07079164325684648,0.48945311168614053,0.6335999243509591,0.3470391658117206,0.3009676190476923
Women,65 and over,Hispanic,50,0.16660118027722218,0.46041589851721654,0.2984784928710253,dm,0.05554193496780507,0.4047153788228723,0.5115439387080197,0.3062106435174324,0.2204323956500107
Men,18-24,NH White,26,NA,NA,0,dm,0,1.723635115608255e-8,2.586391969013761e-8,1.1486727606645829e-8,0.20705908588567068
Women,18-24,NH White,31,4.3461028288206226e-5,0.21149373622725753,0.026730784106534025,dm,0.02634593508047355,0.011570155641057964,0.05781591780181137,0.0022279547855270816,0.8452972343030662
Men,25-34,NH White,24,NA,NA,0,dm,0,0.0056303064700152445,0.039988208242952676,7.690928830558478e-4,1.0181739316386635
Women,25-34,NH White,50,NA,NA,0,dm,0,0.017161673698278625,0.062029879530882806,0.004589289860328822,0.6794329519101387
Men,35-44,NH White,30,0.007004640418965922,0.22801557139503503,0.0658773528384655,dm,0.03021393128189927,0.09976336082632507,0.18407776645798662,0.05162457582024817,0.3627086724999907
Women,35-44,NH White,46,0.002963690328479869,0.11660037425924052,0.03108222931438065,dm,0.01687331672401489,0.06421512150541742,0.11736370386014788,0.0342024066204055,0.33751200391281627
Men,45-54,NH White,23,1.2892715960140616e-17,0.9999999995333066,0.35586370422938,dm,0.15089530549968436,0.2114604259023795,0.38921556442405797,0.1014078552362055,0.4416070810431727
Women,45-54,NH White,35,0.029672968024461274,0.4463341292629267,0.16893321132185724,dm,0.08694139048110638,0.14979143210161297,0.3039824531903157,0.0663553975085068,0.46318857678080705
Men,55-64,NH White,33,0.03202624114368564,0.45569933560450404,0.17562091467178345,dm,0.06323265463906001,0.2108094148344064,0.3285244035158462,0.12727835658972492,0.3087744573696403
Women,55-64,NH White,31,0.04755609391711999,0.6285367701873333,0.26471225453862474,dm,0.10497251745762827,0.28089723285726564,0.42641325168173894,0.17029605044353913,0.32833009393230894
Men,65 and over,NH White,35,0.15646678782563517,0.8495394033844315,0.5047563547042562,dm,0.13109306110559554,0.41475808568198747,0.571723061966142,0.27337929771942054,0.32307458209477735
Women,65 and over,NH White,30,0.10353050264285188,0.6550043682012254,0.3392688438011308,dm,0.08743515026639669,0.33447998981586513,0.4717060359903145,0.22051178921675096,0.2932169983073366
Men,18-24,Other,21,NA,NA,0,dm,0,1.6130131835815172e-8,2.743453197953139e-8,9.483710238723166e-9,0.2709812329090413
Women,18-24,Other,17,NA,NA,0,dm,0,0.01083563572491743,0.0553273261880288,0.0020446766536892707,0.8553466580222996
Men,25-34,Other,19,7.091165254667302e-6,0.32444325739998625,0.03478618934045137,dm,0.03539307457398684,0.00527086118767553,0.04165313880968198,6.455769382766387e-4,1.0737154758137186
Women,25-34,Other,27,1.931279413306567e-61,0.9433254485353922,0.020123978064642733,dm,0.019756172744070717,0.01607795580536348,0.05929955397964861,0.004217979678754176,0.6888262149124963
Men,35-44,Other,22,2.0250134366451162e-47,0.9996991877610039,0.07013219108561128,dm,0.05960004896314991,0.09396222157332941,0.17731704819286,0.047527856414571606,0.3732500581134789
Women,35-44,Other,18,NA,NA,0,dm,0,0.06034252011843058,0.11906674915533955,0.02960789277543224,0.379691070214211
Men,45-54,Other,19,6.821093622177931e-4,0.7991714151062496,0.18375557004473553,dm,0.10191358138747361,0.20061159702631068,0.3696228918306927,0.09699071733437865,0.4329882130841159
Women,45-54,Other,18,5.480255152181159e-5,0.6713655703897898,0.10478987313194552,dm,0.07162424335425979,0.14153858756205828,0.28706729342367715,0.0632412902354083,0.45556907169878824
Men,55-64,Other,16,1.0402732200688736e-14,0.999999860332371,0.32896555526882243,dm,0.13290417429007056,0.19998551496615635,0.33216616716464814,0.1116134145009347,0.3510170892574847
Women,55-64,Other,26,0.07261890571483255,0.833032495128867,0.411528967556694,dm,0.15041927321251508,0.2676953719556471,0.4382272122287753,0.14624838031184226,0.3867351538233969
Men,65 and over,Other,20,0.03558965178317462,0.5328351071084463,0.2085890695300225,dm,0.057572908274545344,0.39875354166219096,0.5568330707986447,0.2592938953808026,0.3260163896902463
Women,65 and over,Other,22,0.029543895667883922,0.8433284199277424,0.35070278355181655,dm,0.1087278049946983,0.31988003272497423,0.436093107654734,0.22242105063587056,0.2537239449649308
Men,18-24,NH Black,35,0.011300007679532946,0.18037669624854902,0.06206715152682674,ast,0.02698135013340924,0.08284046091689784,0.19154527055705037,0.03328717886597158,0.4920316597269265
Women,18-24,NH Black,58,0.0740381296915291,0.33688912399954796,0.1789475192273664,ast,0.05257593826851163,0.1809029249762044,0.2735775395190493,0.11466640493297146,0.2722985684282901
Men,25-34,NH Black,24,0.029059840426223036,0.341104762280816,0.13383467616247066,ast,0.05310362242155476,0.07425590035676867,0.13945094969224392,0.03818778534900304,0.3587937938182491
Women,25-34,NH Black,90,0.09578103124032827,0.30613517915310706,0.18441762451127042,ast,0.044131649072049084,0.19455457320066755,0.28159222575025783,0.1295675076653256,0.2469971007884365
Men,35-44,NH Black,26,0.0018013128743515662,0.543839409362836,0.11878150769071089,ast,0.07766003281799493,0.10073946156876558,0.19759734129335907,0.04849006519139584,0.4018726836088758
Women,35-44,NH Black,52,0.14697783351260443,0.47937624623148045,0.2933023375710607,ast,0.07225000617282097,0.2376321135133079,0.3404929888797523,0.1583824630966908,0.25745749883066754
Men,45-54,NH Black,31,0.0010205715203912722,0.41408008244570904,0.08012849339692141,ast,0.06226665879721323,0.08523676666414905,0.20020967551362678,0.03352122918967317,0.5042174243330276
Women,45-54,NH Black,45,0.08351465011004235,0.3554518458576694,0.19391678397926373,ast,0.05496762855130025,0.16979813934555182,0.26704150230513984,0.10299027595788801,0.29458376309694295
Men,55-64,NH Black,54,0.017963597580454682,0.4266530743292759,0.14273178313888252,ast,0.07900651230292721,0.137972217746182,0.24327814757248062,0.07380351847424668,0.3558457392649946
Women,55-64,NH Black,57,0.06635470130892103,0.27750378669109665,0.15057894745287462,ast,0.04074876140630637,0.21887903941679063,0.34857556424189545,0.1279602687045457,0.33005933029201967
Men,65 and over,NH Black,42,0.0019408406340215816,0.39965297359054164,0.08544028364343867,ast,0.052713815216972236,0.09321082287792462,0.1680087589208916,0.04972297311082257,0.34451671033657777
Women,65 and over,NH Black,57,0.006875904829266334,0.1595998458197071,0.04924792880117307,ast,0.023449255363584515,0.08948791608310484,0.178474650279033,0.042570485406940826,0.40469486061104987
Men,18-24,Hispanic,28,1.0203633074578725e-64,0.9607902260451091,0.021511471847454007,ast,0.021637168958705676,0.061061664413988935,0.13577251941370014,0.026214561938610225,0.45001356155800043
Women,18-24,Hispanic,40,0.00974690931791713,0.2444210283115672,0.07576804993989363,ast,0.04195815193144805,0.1372000508846461,0.22342302067298564,0.08079035030135061,0.3025126626246339
Men,25-34,Hispanic,17,8.837297842622482e-27,0.9997012430289355,0.11916436617819007,ast,0.07489855530750716,0.05459963376196869,0.12687578560532678,0.022438271858041075,0.4707801007807446
Women,25-34,Hispanic,34,0.08497015036222455,0.35233744479516615,0.193918556480526,ast,0.04056167220161765,0.1481502160530414,0.22459766661417024,0.09455065970601348,0.26026605167571487
Men,35-44,Hispanic,16,6.842909397580184e-8,0.7202103148250028,0.07265908009510072,ast,0.06934061532812436,0.07463795304825636,0.13481670461260392,0.04007714931427181,0.33598099862844916
Women,35-44,Hispanic,37,0.0038332787914475636,0.5081724591928237,0.12409467593735032,ast,0.05300640262559183,0.18329123618097,0.2541887569923223,0.12875441958989933,0.21317269504732864
Men,45-54,Hispanic,14,NA,NA,0,ast,0,0.06287116596885307,0.14764731863785047,0.02532548697170289,0.48396765959015847
Women,45-54,Hispanic,30,0.05303919006718009,0.38213642714106133,0.17566911968874974,ast,0.05672629094218125,0.12835758247518092,0.21418506996933884,0.07369710803514716,0.31412742192923515
Men,55-64,Hispanic,32,0.002190942570863109,0.4001865690005384,0.087322963605836093,ast,0.053529121323958276,0.10333224871983751,0.18943099274411734,0.05377050323870872,0.3607332641280022
Women,55-64,Hispanic,44,0.10079679317772415,0.4994649596061578,0.26607746498455465,ast,0.07890735625501717,0.16788219693922748,0.25998984357102173,0.10382753721577521,0.2830103801399355
Men,65 and over,Hispanic,31,3.976737110145804e-6,0.4966053193050429,0.05469744723209595,ast,0.0419215376634805,0.06891049849111645,0.131015264451862,0.0350573960696418,0.3630348073559651
Women,65 and over,Hispanic,50,0.022165460127795786,0.33617636484702185,0.12250273867277975,ast,0.05547033303384886,0.06608742801008456,0.13026886388050238,0.03235098501141321,0.38256859563114537
Men,18-24,NH White,26,2.859307292173806e-4,0.4802244509430389,0.07976230193880703,ast,0.04633390458686846,0.08355492202660955,0.16367266188235263,0.04074419792705426,0.3897246893820699
Women,18-24,NH White,31,0.06601765821540617,0.49624715955887544,0.2320268283703018,ast,0.07548885487201083,0.18229502958307747,0.30035966829716626,0.10375656557156283,0.3343374920743984
Men,25-34,NH White,24,6.151323833941687e-9,0.5130000299619394,0.037693806388191566,ast,0.03777899222181592,0.07490237006631914,0.16049622174046324,0.03315364548455583,0.4383617128259962
Women,25-34,NH White,50,0.08593912763833539,0.36983652709714654,0.2014492723432364,ast,0.05268747235877404,0.19602659002365727,0.28544502586839626,0.12954121849761044,0.25189514119113576
Men,35-44,NH White,30,0.014106508217213463,0.3208724878609278,0.10449801845591132,ast,0.04367376729791023,0.10159119416749592,0.18731380647662654,0.05256155743899545,0.36332739864666136
Women,35-44,NH White,46,0.1053125867788218,0.4423596742901712,0.24610297808202639,ast,0.058497131849413554,0.2393332111058672,0.35153423424021363,0.15441627413299874,0.27757475432628553
Men,45-54,NH White,23,7.321099046197554e-37,0.9998146773798514,0.09361194664163976,ast,0.06886259208271917,0.08596995759025708,0.20027339072603706,0.03412037418208514,0.4996413193360747
Women,45-54,NH White,35,0.025678291487674268,0.4109102383929776,0.15113742033439911,ast,0.07949804333517461,0.17112264204402364,0.319218887269277,0.08332383656918838,0.41854233389172074
Men,55-64,NH White,33,0.031383051706992696,0.35254310962591096,0.1405456274283355,ast,0.04713703688339421,0.13909005611783784,0.2256951327835507,0.08219005506154432,0.30107070181569706
Women,55-64,NH White,31,0.030709165753160773,0.5699379717662636,0.21494038718752217,ast,0.09522692159077809,0.22048471739942396,0.37171680513216493,0.11911589969901876,0.3765299729475333
Men,65 and over,NH White,35,0.011815619370945322,0.3163627056821664,0.09874414788758369,ast,0.04899353462779665,0.09400555637854913,0.17956700060882097,0.04688334915526786,0.3808209946255368
Women,65 and over,NH White,30,0.002513361859182818,0.31133902049720097,0.06984628756710315,ast,0.04082176746734297,0.09025406671085887,0.15538620016383148,0.05078146767916316,0.31509296354148625
Men,18-24,Other,21,2.3406948826353127e-22,0.9999913009456919,0.18959549684686308,ast,0.10253376016962783,0.05283775461895047,0.13462787611408597,0.019611289858642852,0.5232745658333763
Women,18-24,Other,17,1.684485976447715e-42,0.9999996596937208,0.13407767659152067,ast,0.10610588624652961,0.1200325853389048,0.19444240512715655,0.07156830168692821,0.29119051758916903
Men,25-34,Other,19,NA,NA,0,ast,0,0.047202290779952395,0.10298039734019725,0.020930784643127955,0.42879416823578653
Women,25-34,Other,27,1.957697217542488e-35,0.9798088823318583,0.046563091034857576,ast,0.034031242027318165,0.12981874426391332,0.1910768191241157,0.08610908921107217,0.23446038575331055
Men,35-44,Other,22,4.028666668534168e-58,0.9986904636943708,0.04782682812450741,ast,0.04560493712795065,0.06471157984802256,0.11557256954743858,0.03533906202571045,0.3244309438718005
Women,35-44,Other,18,9.965823025243634e-22,0.999986148798142,0.18787753062165907,ast,0.10134099486427382,0.16143560049757746,0.2369647977597103,0.10661650681233134,0.2439802523438518
Men,45-54,Other,19,2.438232852260002e-4,0.6250059598427454,0.10983498197773525,ast,0.06677164776763606,0.05441767325555008,0.14209902252345263,0.01960329871639007,0.539370856825606
Women,45-54,Other,18,7.195651661557855e-7,0.799612087708665,0.10307159548152567,ast,0.08851694952692664,0.11215272876885207,0.18548437513340044,0.06548213878585973,0.30067653542154865
Men,55-64,Other,16,1.80815093614208e-44,0.999969897898398,0.09368033563099418,ast,0.07799546743773077,0.0899607112850218,0.168441177222268,0.04602230889686623,0.36602677296650177
Women,55-64,Other,26,0.006981320481033122,0.4500201199123164,0.12195236093104146,ast,0.07311230798110521,0.14753202715438749,0.2484651822474193,0.08306859954058113,0.33024869053714223
Men,65 and over,Other,20,2.132854622422065e-5,0.5658356369323682,0.07493572071093135,ast,0.05379866788162567,0.05969670078098807,0.11888708347493888,0.029005373432675254,0.3846571214110527
Women,65 and over,Other,22,9.54717768652386e-6,0.5447486503165209,0.06636673986304183,ast,0.04955503172686829,0.05722789365567479,0.12430379515867929,0.025301226375147697,0.433422480282852
Men,18-24,NH Black,18,NA,NA,0,ckd,0,0.008638489399044703,0.0638298849031877,0.0011123945142118299,1.0496498086452946
Women,18-24,NH Black,35,NA,NA,0,ckd,0,0.016034271378248238,0.11075609070756846,0.0021274867099826517,1.0376831065128889
Men,25-34,NH Black,24,0.004548897791503567,0.6426733591226752,0.1692677664661918,ckd,0.11384597113844165,0.17622323690402855,0.4594082809412681,0.05109747564259268,0.7038001732096117
Women,25-34,NH Black,90,7.896873727925323e-5,0.059173706402590454,0.008900731822042192,ckd,0.008970149176595095,0.024279868587175405,0.07679669792251932,0.007388837064925258,0.6157462184666853
Men,35-44,NH Black,26,NA,NA,0,ckd,0,0.004604935233428002,0.03128440916731863,6.622724696828587e-4,0.9914263330217371
Women,35-44,NH Black,52,0.008210892038032167,0.10739266987370444,0.03852513941851168,ckd,0.01943450259398002,0.05150600008739136,0.11591305386506327,0.021996298332794862,0.44973383402162553
Men,45-54,NH Black,31,0.015004388390885644,0.3306975603961181,0.10892320887311371,ckd,0.051641616712881235,0.07162583044319885,0.17410697266818295,0.02746048080588889,0.5128582604607677
Women,45-54,NH Black,45,0.022186195345237993,0.33206900592534627,0.1213000520002773,ckd,0.05965452519392098,0.05387312803038348,0.1087400021832667,0.02588632200150806,0.38881756057876565
Men,55-64,NH Black,54,1.7704099533057713e-4,0.06522307238712621,0.010971208411327942,ckd,0.009889125825716752,0.0202441239842796,0.06603621349857185,0.006001994739438041,0.6276668767031454
Women,55-64,NH Black,57,0.0037894774092701094,0.18226895143694455,0.04731114598082459,ckd,0.03011119275764672,0.05315120012891145,0.1269280945320963,0.021215067230389566,0.4855199197982064
Men,65 and over,NH Black,42,0.012875410471170785,0.4299247369018191,0.13289510673597152,ckd,0.05972516770005403,0.1349272503191388,0.24101683401318905,0.07115753652492149,0.36274393294868984
Women,65 and over,NH Black,57,0.05495646484030006,0.2995879321643615,0.1484550093311738,ckd,0.041241384315952964,0.1479765948142284,0.23540928377039644,0.08922743018401194,0.2921200781573629
Men,18-24,Hispanic,12,1.0968850294089056e-68,0.9970280065536171,0.03585026551028411,ckd,0.03693759159062931,0.004766593710143374,0.043420872033320665,5.050906469018944e-4,1.1474303097167275
Women,18-24,Hispanic,26,NA,NA,0,ckd,0,0.008877162703196,0.05728656743693893,0.0013184004309121844,0.9768854569791614
Men,25-34,Hispanic,17,3.5036091177230095e-63,0.983698977969322,0.02782982722746524,ckd,0.02849250975803078,0.10520895460877334,0.30872537728267424,0.030026204466944945,0.6809088220350682
Women,25-34,Hispanic,34,1.7537208810152643e-4,0.3737324375915254,0.05657963002961772,ckd,0.04508243490734249,0.013492698298338683,0.04268786547686823,0.004177611226969158,0.6029739655291817
Men,35-44,Hispanic,16,NA,NA,0,ckd,0,0.0025363114199189792,0.017542063288964814,3.6198203856212637e-4,0.9944310280280724
Women,35-44,Hispanic,37,2.42351226206974e-9,0.28457452428731156,0.017549139428508748,ckd,0.01753385269839051,0.028981974340476696,0.06171662914166107,0.013362593278658167,0.40315657954160167
Men,45-54,Hispanic,14,8.511980988361803e-6,0.7910839904413056,0.11976492067916963,ckd,0.03167375031461204,0.04068059447219649,0.09561998225620505,0.016723458602887528,0.4661335999937529
Women,45-54,Hispanic,30,0.001665008763689628,0.2182791904859802,0.04663532774431086,ckd,0.031668297446176254,0.03034705658564696,0.07155030950248882,0.012550535213044242,0.45976524559582277
Men,55-64,Hispanic,32,NA,NA,0,ckd,0,0.011229337196865337,0.04327899976925465,0.0028430775242320153,0.7051600906248379
Women,55-64,Hispanic,44,9.832158356867526e-4,0.15450739922677492,0.031144794494611168,ckd,0.02436782709010971,0.029930417064893574,0.07437790206717758,0.011708322881202354,0.48836886174646726
Men,65 and over,Hispanic,31,3.022219590552742e-5,0.5479671471649599,0.07409760031549559,ckd,0.05075229052772832,0.07895930162216888,0.15610171851465346,0.03821292735277416,0.3923784054482078
Women,65 and over,Hispanic,50,0.007219089800687969,0.2273767387699257,0.06621163029240368,ckd,0.03666357468749835,0.0871410193535469,0.15961538421467342,0.045781404140284365,0.35100701246456256
Men,18-24,NH White,14,NA,NA,0,ckd,0,0.008744719165654665,0.05928905797925901,0.001233293401925708,1.0032383146747534
Women,18-24,NH White,19,3.778709111963015e-5,0.2766207025542694,0.03453471908555864,ckd,0.03496666212627005,0.01622996007037429,0.12340588460826249,0.0019296190014477079,1.0938813104383476
Men,25-34,NH White,24,4.702639183169819e-7,0.9720181064103603,0.19723815139456508,ckd,0.16329559684265066,0.17802023331714995,0.5610407741740575,0.03539923172982452,0.9057337965831466
Women,25-34,NH White,50,8.498800563993502e-5,0.15511538127717395,0.021490727157561798,ckd,0.020862557558815272,0.024573676651542628,0.07721891614284726,0.007527397394670287,0.6124863781841137
Men,35-44,NH White,30,2.0208304521129753e-6,0.07915993608811833,0.007607302161999788,ckd,0.007526862462652108,0.004661796575865793,0.03049425614169256,6.969391317378928e-4,0.9716676610677382
Women,35-44,NH White,46,0.005777698592605274,0.21737265040314246,0.06044113934795989,ckd,0.03233134225138731,0.05211167266102069,0.1173163532677355,0.02223497774141133,0.45039349273855656
Men,45-54,NH White,23,8.676419931730662e-66,0.9934116122176258,0.0324385324551436,ckd,0.033099371647743805,0.07245002529396037,0.15896444757997083,0.031269418617702355,0.4508737442242883
Women,45-54,NH White,35,7.976910633062936e-4,0.08426075774550668,0.01788293640867373,ckd,0.014418468469108414,0.05450503671052383,0.09819219576967271,0.029616600658748226,0.3244655367857225
Men,55-64,NH White,33,3.881162387262862e-4,0.1679903631891847,0.028669715987122774,ckd,0.019779306200018755,0.020490121497823133,0.06418118220951909,0.006340058570719627,0.6058262339645105
Women,55-64,NH White,31,0.006758927842323835,0.18894255903775237,0.05601734618241248,ckd,0.028437644431952402,0.053775122195745206,0.11069492793930187,0.02529134678684928,0.400010915830964
Men,65 and over,NH White,35,0.032259016320266155,0.43272198290619035,0.16812301396634866,ckd,0.06805907926995435,0.13637285273106214,0.23822292029501427,0.07384660913081269,0.34862954037044497
Women,65 and over,NH White,30,0.016262207171112677,0.5270892832670688,0.17129295729481867,ckd,0.07677317795170716,0.14953783935723292,0.2756053938988994,0.07515352447913179,0.39381554447279515
Men,18-24,Other,13,NA,NA,0,ckd,0,0.004094340436583501,0.0338467541203185,4.8222643303239454e-4,1.093166790465874
Women,18-24,Other,9,NA,NA,0,ckd,0,0.007629622466978989,0.059227148039732835,9.380260471561376e-4,1.0728443750895982
Men,25-34,Other,19,4.2582080322195245e-5,0.8081632484774917,0.14275714813222817,ckd,0.13313054500701632,0.0916757640442393,0.4222071428850541,0.01374869428962676,1.010030795522188
Women,25-34,Other,27,NA,NA,0,ckd,0,0.01160411420195143,0.04471288935012494,0.002936204234074894,0.7056116808262197
Men,35-44,Other,22,NA,NA,0,ckd,0,0.0021779161424127593,0.022520057774626553,2.0674006257804015e-4,1.2023869220144694
Women,35-44,Other,18,1.385079818267775e-62,0.9980329960218508,0.041914657519997706,ckd,0.042228371068915686,0.024980242585868513,0.06901173619474868,0.008777260341576755,0.5420520152704476
Men,45-54,Other,19,NA,NA,0,ckd,0,0.03512198334830549,0.08955062758772986,0.01329196151618603,0.5071727318410745
Women,45-54,Other,18,1.5619259387756322e-6,0.6053539296109021,0.06685858616192959,ckd,0.05561601050337641,0.026161917282108295,0.07507391742005422,0.008813309837846053,0.5641428182980689
Men,55-64,Other,16,NA,NA,0,ckd,0,0.009654457209916052,0.03567930109627843,0.002561965613911885,0.6805130272976021
Women,55-64,Other,26,2.037692966142346e-5,0.20169998234343822,0.023490229234977494,ckd,0.02455497417421448,0.025801207303694496,0.0721429015986921,0.008940709993155216,0.5494821687247107
Men,65 and over,Other,20,NA,NA,0,ckd,0,0.06854399075171451,0.14176063882685822,0.031743673595998695,0.41252297829273166
Women,65 and over,Other,22,1.752033250190618e-8,0.659825868762753,0.05790133815303909,ckd,0.05653015230526439,0.07573522259517569,0.1658535625346444,0.03266607248485547,0.4522794925308915
Men,18-24,NH Black,35,NA,NA,0,hbv,0,4.4006289624146234e-10,1.1983415791748816e-9,1.6160279833471692e-10,0.5111196983798659
Women,18-24,NH Black,58,NA,NA,0,hbv,0,4.903497809598272e-10,1.1544268409441552e-9,2.0827903429450075e-10,0.43686531510881615
Men,25-34,NH Black,24,NA,NA,0,hbv,0,4.1106852326028873e-10,1.1104367790721536e-9,1.521719506464447e-10,0.5070240046473756
Women,25-34,NH Black,90,NA,NA,0,hbv,0,4.388529681195176e-10,1.0667991777699756e-9,1.805325046825733e-10,0.45319893466366107
Men,35-44,NH Black,26,NA,NA,0,hbv,0,3.9453680543920535e-10,1.2680667889999338e-9,1.2275322727698543e-10,0.5956927698916263
Women,35-44,NH Black,52,NA,NA,0,hbv,0,0.004722722458177134,0.03798095458762983,5.699894929729206e-4,1.0809823810385377
Men,45-54,NH Black,31,9.822886464358531e-5,0.16140422958399014,0.022729018571379597,hbv,0.020567959866522226,0.02456281734233101,0.09361658122996543,0.006101811937486367,0.720113770665757
Women,45-54,NH Black,45,0.004185372821623104,0.252086918353282,0.06378576734783292,hbv,0.043966020288407424,0.023125172230711092,0.12371387629658968,0.003953658723211822,0.9110961196484477
Men,55-64,NH Black,54,0.0026776692270322634,0.12209465282097676,0.031476410625073815,hbv,0.020595916778728632,0.0662220390274792,0.18067989747545474,0.022298111764061792,0.5788256604127056
Women,55-64,NH Black,57,NA,NA,0,hbv,0,0.0031920769899481424,0.025822988060906993,3.867115613122454e-4,1.078365926749551
Men,65 and over,NH Black,42,0.001360621857279442,0.2184530585185811,0.044961303644128925,hbv,0.02708546341557361,0.03668835287741474,0.13569712783082616,0.009154279021637185,0.7226764341005116
Women,65 and over,NH Black,57,NA,NA,0,hbv,0,0.0075441153806236685,0.060038238847656425,9.03823773384594e-4,1.0860185281905346
Men,18-24,Hispanic,28,NA,NA,0,hbv,0,1.6545597698767112e-10,6.889505558901953e-10,3.973533380009139e-11,0.7278013059027243
Women,18-24,Hispanic,40,NA,NA,0,hbv,0,1.8436296895257432e-10,7.658420721049647e-10,4.438213248402333e-11,0.7265794250738212
Men,25-34,Hispanic,17,NA,NA,0,hbv,0,1.545545982280692e-10,6.62248393671401e-10,3.6069734637960165e-11,0.7424081738600112
Women,25-34,Hispanic,34,NA,NA,0,hbv,0,1.6500106510742438e-10,7.474008268551614e-10,3.6426707726274617e-11,0.7707538030195861
Men,35-44,Hispanic,16,NA,NA,0,hbv,0,1.483389605377357e-10,6.992175668832798e-10,3.1470100646854814e-11,0.7910665869778234
Women,35-44,Hispanic,37,NA,NA,0,hbv,0,0.0017809097584200165,0.0163241606994363,1.9176526166102655e-4,1.1378771833698196
Men,45-54,Hispanic,14,NA,NA,0,hbv,0,0.009378948104381234,0.05383366918055155,0.0015729792508329147,0.9149888390969456
Women,45-54,Hispanic,30,1.0482059984843827e-4,0.22422891126844902,0.031423958281367924,hbv,0.02905676356993155,0.008821967084970666,0.06427077991263037,0.0011520293467254515,1.0425845922791512
Men,55-64,Hispanic,32,1.0448204910445104e-5,0.22173728219272704,0.024157297553957756,hbv,0.022892974772951494,0.025971573866420728,0.11729043840764919,0.0053221967051939115,0.819451218438639
Women,55-64,Hispanic,44,NA,NA,0,hbv,0,0.0012025606923409384,0.017989793633677108,7.912516394795412e-5,1.388954948948313
Men,65 and over,Hispanic,31,NA,NA,0,hbv,0,0.014117386940415309,0.06356039046847149,0.003011905991465815,0.7939102975710953
Women,65 and over,Hispanic,50,NA,NA,0,hbv,0,0.0028498720866759575,0.03097006434397874,2.555134349643601e-4,1.2318352851171377
Men,18-24,NH White,26,NA,NA,0,hbv,0,3.0775416283810173e-10,6.260098694434883e-10,1.5129573725898996e-10,0.3622846394721978
Women,18-24,NH White,31,NA,NA,0,hbv,0,3.429218587349775e-10,7.648911767389993e-10,1.5374134876575207e-10,0.4093090351232397
Men,25-34,NH White,24,NA,NA,0,hbv,0,2.874772000194881e-10,6.612080189353933e-10,1.2498810986389775e-10,0.42496951365225194
Women,25-34,NH White,50,NA,NA,0,hbv,0,3.069080101188126e-10,6.550075263289511e-10,1.4380373182209764e-10,0.3867921406192674
Men,35-44,NH White,30,NA,NA,0,hbv,0,2.759158868019548e-10,6.126428578178753e-10,1.2426420320442393e-10,0.4069901782893345
Women,35-44,NH White,46,1.1283004264841908e-5,0.06653311972172726,0.007710225138945982,hbv,0.007637108578405661,0.0033074913135907806,0.02832386408106087,3.7764177724503213e-4,1.1086604038947727
Men,45-54,NH White,23,1.4400972591157974e-63,0.9625159290928755,0.02219382616635207,hbv,0.022351159924655802,0.01730559512630255,0.0687329170619395,0.004184316716479697,0.731110596449584
Women,45-54,NH White,35,NA,NA,0,hbv,0,0.01628561865407784,0.045601710601862425,0.005703414653419124,0.5407840775545706
Men,55-64,NH White,33,2.9386716028166615e-4,0.4242730224709669,0.06937785692579065,hbv,0.05334631952414728,0.047252618156565326,0.20264505574369154,0.009585808741290305,0.8336876423480606
Women,55-64,NH White,31,NA,NA,0,hbv,0,0.0022344958101068366,0.016936668402927995,2.91024279813047e-4,1.0409936811514238
Men,65 and over,NH White,35,2.6935301242719228e-5,0.22977799740936078,0.027559354336944356,hbv,0.028113217523879058,0.02594385900222,0.09014000833975894,0.007109832316117744,0.6702201648116676
Women,65 and over,NH White,30,NA,NA,0,hbv,0,0.0052879055886795225,0.04464436097291104,6.043777832169382e-4,1.1090384562551723
Men,18-24,Other,21,NA,NA,0,hbv,0,8.543967000658751e-10,1.9438816890803174e-9,3.755340279907049e-10,0.4194191961176037
Women,18-24,Other,17,NA,NA,0,hbv,0,9.520303535892415e-10,1.985990136288807e-9,4.563777921682235e-10,0.3751476897020373
Men,25-34,Other,19,NA,NA,0,hbv,0,7.981031638518763e-10,1.5561097931846801e-9,4.093340088886559e-10,0.3406727890626979
Women,25-34,Other,27,NA,NA,0,hbv,0,8.520475845119172e-10,1.8160981664533462e-9,3.997499140252106e-10,0.38613119700926163
Men,35-44,Other,22,NA,NA,0,hbv,0,7.66006285727113e-10,1.6683738808323414e-9,3.5169912225809765e-10,0.39715746738536334
Women,35-44,Other,18,NA,NA,0,hbv,0,0.009128730392859316,0.06209507066480476,0.0012803584533114592,1.0062307445697396
Men,45-54,Other,19,4.014507659426017e-9,0.6041583298466784,0.04664362763057558,hbv,0.04817492934845677,0.0466115523845261,0.16454888875643267,0.011990425760406096,0.7109364820886575
Women,45-54,Other,18,1.03184480336465e-10,0.47325368955725367,0.027840617818072143,hbv,0.031831771302817086,0.04394154410119072,0.14894775358923187,0.011925963780835346,0.6821966817630469
