state,sex_gender_standardized,los_cutoff,p,se,p.m,p.lwr,p.upr,nStrata,p.raw
LA,Female,60,-2.130430574989428,0.0627010702472727,0.11878613650019403,0.10504962573114553,0.13431886240846735,26172,0.12123643588567935
LA,Female,90,-2.5577822978036067,0.07223776284686036,0.07747636957678337,0.06724815395856634,0.08926026202141851,26172,0.07764022619593458
LA,Unknown Gender,3,-0.5918670831876198,0.029513687851094966,0.553293275172055,0.5221957045521057,0.5862427547411445,191,0.4607329842931937
LA,Unknown Gender,7,-0.9424406296827927,0.03902820152253009,0.3896756199438923,0.3609793591880468,0.4206531063720858,191,0.31413612565445026
LA,Unknown Gender,14,-1.2468230380194087,0.05052581068017404,0.2874164590984165,0.26031787274372215,0.3173359558066069,191,0.2617801047120419
LA,Unknown Gender,30,-1.6768080265289107,0.06677798823040051,0.18696982729141162,0.16403253635599047,0.21311452650779936,191,0.2094240837696335
LA,Unknown Gender,60,-2.019359734862124,0.07828195541759952,0.13274042694591914,0.11385955678250533,0.15475223550573525,191,0.14136125654450263
LA,Unknown Gender,90,-2.3286412608407945,0.0907800303624164,0.09742803648416548,0.08154772470914923,0.1164008232849555,191,0.11518324607329843
LA,Trans,3,-0.8415306399014528,0.1923525709032599,0.43105023553645294,0.29566306964783623,0.6284325796161919,NA,NA
LA,Trans,7,-1.2838719493492032,0.24057919055842794,0.27696283558778206,0.17283835278127108,0.4438159185299583,NA,NA
LA,Trans,14,-1.51813140547348,0.2844982514608583,0.21912095285718794,0.12546383465720487,0.38269188975633417,NA,NA
LA,Trans,30,-1.9653415344253309,0.38891684556811684,0.14010802672898798,0.06537570683029854,0.30026840405483957,NA,NA
LA,Trans,60,-2.246302052950221,0.5222784738560884,0.10578970685983183,0.03800836349082114,0.2944473544669148,NA,NA
LA,Trans,90,-2.1530939906663753,0.5305442651027029,0.11612431384050897,0.04105093597578297,0.3284908356994369,NA,NA
MA,Male,3,-0.01986826500434452,0.22561681277428286,0.9803278082803357,0.6299788117224913,1.525515769427291,NA,NA
MA,Male,7,-0.1393498591421921,0.2998351749883875,0.8699236244790661,0.4833491525208699,1.5656738167015196,NA,NA
MA,Male,14,-0.19104596925944184,0.38893718356700896,0.8260946123207829,0.38544805532394816,1.770490988550655,NA,NA
MA,Male,30,-0.4379727759145342,0.5299851842420696,0.6453433515007044,0.22838450400400034,1.8235389618153206,NA,NA
MA,Male,60,-1.5917386437596317,0.7044085182587235,0.20357136578493418,0.051182685909897,0.8096742136686135,NA,NA
MA,Male,90,-1.8400590862970223,0.8110992294486538,0.1588080424505349,0.03239392531939125,0.7785408559880214,NA,NA
MA,Female,3,-0.11526697037780538,0.22562799388386715,0.891128207313054,0.5726447641957689,1.3867401424410766,NA,NA
MA,Female,7,-0.28092920603385363,0.29984804767266543,0.7550817888226943,0.41952985803868176,1.3590177120578404,NA,NA
MA,Female,14,-0.38315176567122283,0.3889513089015998,0.6817094313453214,0.3180704681299979,1.4610842418580763,NA,NA
MA,Female,30,-0.722399142361488,0.5299983960018505,0.48558586772832274,0.17184250153991845,1.3721496883743516,NA,NA
MA,Female,60,-2.0123265878072547,0.7044336389305021,0.13367730061200825,0.03360799984894968,0.5317073547734998,NA,NA
MA,Female,90,-2.3879365607109473,0.8111343046411692,0.09181895137109741,0.018728092972782617,0.4501643516582413,NA,NA
MA,Unknown Gender,3,-0.18849819004332855,0.22514463220320657,0.8282020024470251,0.5327124144971148,1.2875963431503195,208,0.8269230769230769
MA,Unknown Gender,7,-0.33484485277706855,0.29919207361484057,0.7154490776798901,0.3980209879592889,1.2860311346329334,208,0.7115384615384616
MA,Unknown Gender,14,-0.44259280493286185,0.3880785059022942,0.6423687232155204,0.3002281180809629,1.374413493323305,208,0.6346153846153846
MA,Unknown Gender,30,-0.76554589252499206,0.5287470215178302,0.465079977981596,0.16498990122810941,1.3109856076603965,208,0.4519230769230769
MA,Unknown Gender,60,-1.9012557476799508,0.702572174018167,0.14938091665425088,0.03769333821572444,0.5920053600122714,208,0.14423076923076922
MA,Unknown Gender,90,-2.1587955237481355,0.808872768898673,0.11546411109590475,0.02365556183738848,0.5635867388317866,208,0.11057692307692307
MA,Trans,3,-0.43816174675716146,0.29534089789187057,0.6452214119456605,0.3616713798971379,1.1510744105645123,NA,NA
MA,Trans,7,-0.676276172443479,0.3828913197202233,0.5085070636480077,0.24009289474583376,1.0769974432340252,NA,NA
MA,Trans,14,-0.7139011723869333,0.479851446225332,0.4897299450357591,0.19120813639214154,1.2543159699692814,NA,NA
MA,Trans,30,-1.0540794004214122,0.6548703683020995,0.34851312070049584,0.09655893450073648,1.257899084413281,NA,NA
MA,Trans,60,-2.1281980657680477,0.8746950175351833,0.11905162388655406,0.021438459488132923,0.6611150935481646,NA,NA
MA,Trans,90,-1.9832482535737161,0.9665203883464224,0.13762148102405217,0.020700583202862416,0.9149342244925075,NA,NA
MD,Male,3,-0.3823984531440831,0.07734663898836806,0.6822231650765563,0.5862581368166936,0.7938967798285766,8531,0.6917125776579534
MD,Male,7,-0.6167655760999543,0.10180740615939972,0.539687194829032,0.44206231373882143,0.6588715192639396,8531,0.5530418473801431
MD,Male,14,-0.8354736660059473,0.13097672964918844,0.4336690185045319,0.3354832199305956,0.5605908326788789,8531,0.4528191302309225
MD,Male,30,-1.2364411084648155,0.16955529717773907,0.2904159397868081,0.20830261343027323,0.40489851132130517,8531,0.3363028953229399
MD,Male,60,-1.8110014803192964,0.18747340422976683,0.16349032244764267,0.11321771860657026,0.2360857104612513,8531,0.21005743758058845
MD,Male,90,-2.2395884625717533,0.21757432884890027,0.10650232505466561,0.06952795958831533,0.16313933717042212,8531,0.14699331848552338
MD,Female,3,-0.47779715851754395,0.07739196547608485,0.6201479759597514,0.5328674227596512,0.7217245709922898,1925,0.6072727272727273
MD,Female,7,-0.7583449229916158,0.10186295806084505,0.4684410918489934,0.3836622571261311,0.5719537235077463,1925,0.4675324675324675
MD,Female,14,-1.0275794624177284,0.13104264903636445,0.35787215603097144,0.27681154841188416,0.4626702924680346,1925,0.358961038961039
MD,Female,30,-1.5208674749117692,0.16965109295418151,0.2185222421453266,0.15670699251435016,0.3047213755177386,1925,0.23324675324675326
MD,Female,60,-2.2315894243669194,0.18765988754934043,0.10735765757978286,0.07431844963929211,0.15508486381185613,1925,0.11376623376623377
MD,Female,90,-2.7874659369856785,0.21794882873947755,0.061577056515567,0.040169881049704204,0.09439245997342212,1925,0.06285714285714286
MD,Unknown Gender,3,-0.5510283781830672,0.07865202016702869,0.5763567927582218,0.4940179111702905,0.6724192484673643,53,0.18867924528301888
MD,Unknown Gender,7,-0.8122605697348307,0.1035864322749654,0.44385356933753406,0.36229870833046757,0.5437667496014694,53,0.09433962264150944
MD,Unknown Gender,14,-1.0870205016793673,0.13336394443374058,0.337219744034246,0.2596530324924166,0.437958126947135,53,0.07547169811320754
MD,Unknown Gender,30,-1.5640142250752733,0.17299577677434158,0.20929422851798885,0.14910869877471836,0.2937727607503419,53,0.03773584905660377
MD,Unknown Gender,60,-2.1205185842396155,0.19313406793168136,0.11996939813789542,0.08216265477942597,0.1751727293647877,53,0.03773584905660377
MD,Unknown Gender,90,-2.5583249000228663,0.2244985288071039,0.07743434212983497,0.049870086193242465,0.12023394781885936,53,0
MD,Trans,3,-0.8006919348969,0.2057086606390961,0.44901816526544686,0.3000297924597505,0.6719909749142511,NA,NA
MD,Trans,7,-1.1536918894012413,0.2590132790469154,0.3154699366801083,0.18988273380714432,0.524119697212865,NA,NA
MD,Trans,14,-1.3583288691334388,0.31011971167137825,0.2570900492853789,0.13999447311455396,0.47212787741609213,NA,NA
MD,Trans,30,-1.8525477329716935,0.42044422626766614,0.156837077876299,0.06879644038550319,0.35754566455678943,NA,NA
MD,Trans,60,-2.3474609023277124,0.551539119878834,0.09561162151700152,0.03243692925750611,0.28182637439377606,NA,NA
MD,Trans,90,-2.382777629848447,0.5691469937344971,0.09229386295781226,0.0302492091249352,0.28159933386997865,NA,NA
ME,Male,3,-0.4830179345498369,0.14126313295401757,0.6169187591141009,0.4677185338062774,0.8137132224580961,1068,0.5468164794007491
ME,Male,7,-0.8843188071889054,0.18816271516480135,0.41299540698323806,0.2856148791112775,0.5971859964718332,1068,0.352059925093633
ME,Male,14,-1.1087799260495643,0.24393825476265768,0.32996129276602865,0.2045607830905787,0.5322352265126973,1068,0.2696629213483146
ME,Male,30,-1.4052311267789561,0.31971515486928204,0.24531035210870508,0.1310912916542271,0.4590477986167317,1068,0.20318352059925093
ME,Male,60,-1.9079007770682583,0.3621222569928176,0.14839156684282628,0.07297434348098819,0.3017506709848758,1068,0.1151685393258427
ME,Male,90,-2.255820756348914,0.41199378754807664,0.10478750342332879,0.046732578654620834,0.2349628715086626,1068,0.07771535580524344
ME,Female,3,-0.5784166399232977,0.14127885744005841,0.5607855894973595,0.42514792479160557,0.7396966068740655,370,0.44324324324324327
ME,Female,7,-1.025898154080567,0.18817894980132804,0.3584743555702392,0.24790191419234062,0.5183657577641596,370,0.3054054054054054
ME,Female,14,-1.3008857224613453,0.2439539547339042,0.2722905123731159,0.16880236476857358,0.439224434030069,370,0.23513513513513515
ME,Female,30,-1.6896574932259099,0.3197334065963121,0.18458273400421935,0.09863555787890081,0.34542092552771464,370,0.15405405405405406
ME,Female,60,-2.3284887211158813,0.3621423322385394,0.09744289926360292,0.04791749268007098,0.19815558130915548,370,0.08648648648648649
ME,Female,90,-2.8036982307628393,0.41200799615047706,0.060585588315668584,0.02701888901150323,0.13585360634158283,370,0.05675675675675676
ME,Unknown Gender,3,-0.6516478595888209,0.1412265896808862,0.5211862270251189,0.3951669721788335,0.6873931840582816,4387,0.6045133348529746
ME,Unknown Gender,7,-1.0798138008237819,0.18809902452683755,0.3396587639393381,0.2349268442365017,0.4910808566630109,4387,0.3845452473216321
ME,Unknown Gender,14,-1.3603267617229844,0.24384376298508947,0.25657692373661295,0.15909532071664995,0.4137878945628484,4387,0.29382265785274675
ME,Unknown Gender,30,-1.732804243389414,0.319521358603572,0.17678795774693837,0.09450953042175292,0.330696617207397,4387,0.2033280145885571
ME,Unknown Gender,60,-2.2174178809885774,0.3613694399714094,0.10888991284835428,0.05362773136712755,0.22109854021142206,4387,0.12126738089810804
ME,Unknown Gender,90,-2.574557193800027,0.4109977028932181,0.07618755165061847,0.034044122019633874,0.17050059399881337,4387,0.08251652609984043
ME,Trans,3,-0.9013114163026539,0.2372397776918772,0.406036827119708,0.2550507239181598,0.6464043796650485,NA,NA
ME,Trans,7,-1.4212451204901924,0.3035074902563565,0.2414132411117362,0.13317265024750732,0.43763004547673,NA,NA
ME,Trans,14,-1.6316351291770559,0.37216068809403263,0.1956094657442059,0.0943205044671547,0.40567067897795267,NA,NA
ME,Trans,30,-2.0213377512858344,0.5002063982488089,0.13247812370691003,0.04970129565560917,0.35311862657493237,NA,NA
ME,Trans,60,-2.4443601990766743,0.6325005474015507,0.08678164011716837,0.025121317457884366,0.2997873449133972,NA,NA
ME,Trans,90,-2.399009923625608,0.6678907136515772,0.09080781546956769,0.024525260102229544,0.33622719253466443,NA,NA
MI,Male,3,-0.5160866981511122,0.05986808401825983,0.5968516444970886,0.5307702706575744,0.6711602085353071,25000,0.5492
MI,Male,7,-0.8120689911407507,0.07934594491536813,0.44393861032608156,0.3799999394916679,0.5186355818948067,25000,0.4126
MI,Male,14,-1.0839212434114738,0.10260369793940702,0.3382664963540589,0.2766448304515021,0.4136141722543772,25000,0.31736
MI,Male,30,-1.573055895979072,0.1334460744742386,0.20741038834702363,0.1596764983505498,0.2694139064837216,25000,0.20608
MI,Male,60,-2.0697246841438632,0.14560513529081703,0.1262205274343668,0.09488349529696934,0.16790719498629822,25000,0.13216
MI,Male,90,-2.5004062310693604,0.1680657374002791,0.08205165991919666,0.05902412481929109,0.11406310413085706,25000,0.08568
MI,Female,3,-0.611485403524573,0.05990178245874295,0.5425443729129066,0.4824438491694722,0.6101319295213122,8048,0.46235089463220674
MI,Female,7,-0.9536483380324122,0.0793853314586936,0.3853326321758551,0.32980928078978455,0.45020333285955216,8048,0.3356113320079523
MI,Female,14,-1.2760270398232547,0.10264752857848117,0.27914412881215483,0.22827311389487456,0.34135182773290446,8048,0.2458996023856859
MI,Female,30,-1.8574822624260257,0.13350909732854585,0.15606506701765865,0.12013306388870082,0.20274439321543958,8048,0.1430168986083499
MI,Female,60,-2.4903126281914862,0.14577138381145632,0.08288405063350417,0.06228595684232386,0.11029397632612453,8048,0.08424453280318091
MI,Female,90,-3.0482837054832856,0.1682962112989841,0.04744027604512018,0.034110902705388635,0.06597831229138568,8048,0.04771371769383698
MI,Unknown Gender,3,-0.6847166231900962,0.06096904930458458,0.5042330972977298,0.4474395814066865,0.5682354154076688,14401,0.8031386709256302
MI,Unknown Gender,7,-1.007563984775627,0.08086522215856749,0.36510730409751085,0.3115931626914601,0.42781215850153104,14401,0.6528713283799736
MI,Unknown Gender,14,-1.3354680790848938,0.10463283528903783,0.2630350254423003,0.21426436672671956,0.3229068167815121,14401,0.5309353517116867
MI,Unknown Gender,30,-1.9006290125895298,0.1365404627175962,0.14947456826086594,0.11437835734874581,0.1953398096866204,14401,0.3510867300881883
MI,Unknown Gender,60,-2.3792417880641823,0.15130642160484115,0.09262077707258837,0.06885193669292672,0.1245950187834209,14401,0.22338726477327964
MI,Unknown Gender,90,-2.8191426685204735,0.1749707071482476,0.059657066671950594,0.04233763158336375,0.08406151857819148,14401,0.15596139157002986
MI,Trans,3,-0.9343801799039291,0.19973524511999044,0.3928292735672116,0.26557604252565065,0.5810570739129779,2,0.5
MI,Trans,7,-1.3489953044420377,0.25094303539172585,0.2595008490683025,0.15868492984447394,0.4243672712536099,2,0.5
MI,Trans,14,-1.6067764465389653,0.2990996979597125,0.2005330021479241,0.11158138072601258,0.36039601489789147,2,0.5
MI,Trans,30,-2.18916252048595,0.40698301308032,0.11201051586016698,0.05044687036773655,0.2487043412565148,2,0
MI,Trans,60,-2.6061841061522792,0.5380498269309844,0.07381567982775113,0.025713416285841364,0.21190317645319368,2,0
MI,Trans,90,-2.6435953983460543,0.5511753411850063,0.0711051580531819,0.024140141148863717,0.2094413396586939,2,0
MN,Male,3,-0.5338537116844945,0.03085694387112913,0.5863410209338613,0.5519310166535861,0.6228963085173789,28035,0.5564116283217407
MN,Male,7,-0.9677982249846936,0.04084368487610681,0.37991861320204984,0.3506907926670997,0.41158238446934264,28035,0.36140538612448725
MN,Male,14,-1.3053104453852247,0.052636701793070624,0.271088363849451,0.24451552255140246,0.3005490213780737,28035,0.25653647226680937
MN,Male,30,-2.0545618114755664,0.06938985343240324,0.128148976687441,0.11185370967307028,0.14681819918210604,28035,0.13222757267701088
MN,Male,60,-2.974189786285814,0.07928546827381466,0.051088810094733136,0.04373588054794309,0.05967792311931533,28035,0.05639379347244516
MN,Male,90,-3.5811711942462625,0.0937282517290577,0.02784306950886966,0.02317050391981728,0.033457905031262725,28035,0.029498840734795792
MN,Female,3,-0.6292524170579553,0.03095821743287468,0.5329901064170175,0.5016114774473062,0.5663316457272768,9863,0.5127243232282267
MN,Female,7,-1.1093775718763552,0.0409789797835979,0.32976415169254236,0.30431409723819897,0.35734261648872434,9863,0.3184629423096421
MN,Female,14,-1.4974162417970056,0.05280822747822646,0.2237074199587944,0.20171116809130119,0.24810232481509586,9863,0.21332251850349793
MN,Female,30,-2.3389881779225203,0.06969109514035908,0.09642515398750444,0.0841141718389292,0.11053797616076377,9863,0.09256818412247794
MN,Female,60,-3.394777730333437,0.08028608335832746,0.03354801004851769,0.02866336185485187,0.0392650723915323,9863,0.02717225996147217
MN,Female,90,-4.129048668660188,0.09504250146152843,0.016098186249309674,0.013362158647346105,0.019394441224429997,9863,0.013586129980736085
MN,Unknown Gender,3,-0.7024836367234785,0.032093147855573,0.49535349660854644,0.46515478832370194,0.5275127608308232,48178,0.5174353439329155
MN,Unknown Gender,7,-1.16329321861957,0.04254812137587642,0.3124555004143015,0.28745584759351794,0.3396293397976192,48178,0.28488106604674335
MN,Unknown Gender,14,-1.5568572810586447,0.054934888409892246,0.21079750862354737,0.1892800368935716,0.2347610998558701,48178,0.192162397774918
MN,Unknown Gender,30,-2.3821349280860242,0.07297989142303588,0.09235319945198826,0.0800444729519372,0.10655468309648364,48178,0.09533396986176262
MN,Unknown Gender,60,-3.2837068902061333,0.08606208820170397,0.03748903119699453,0.031669997938783646,0.044377251391232886,48178,0.04560172692930383
MN,Unknown Gender,90,-3.8999076316973755,0.10185038439794183,0.020243781243160185,0.01658045450292758,0.024716492479055063,48178,0.02727385943791772
MN,Trans,3,-0.9521471934373114,0.19308615891118766,0.385911506552328,0.26432150076910743,0.5634338881102986,NA,NA
MN,Trans,7,-1.5047245382859806,0.24163159093110742,0.2220784595202662,0.1383022524099471,0.3566018725183637,NA,NA
MN,Trans,14,-1.8281656485127162,0.28597180473538997,0.16070809269032382,0.09175254202946923,0.28148638157476363,NA,NA
MN,Trans,30,-2.6706684359824444,0.3909325537453047,0.06920595009781612,0.03216481384275985,0.14890381621218374,NA,NA
MN,Trans,60,-3.51064920829423,0.5247050844402644,0.029877511411086112,0.010683526788685858,0.08355533764982344,NA,NA
MN,Trans,90,-3.7243603615229564,0.5341415120276533,0.02412852902748796,0.008469714418209989,0.06873737227534168,NA,NA
MO,Male,3,-0.4143805772080184,0.03623677272238752,0.6607494372326722,0.6154489074331866,0.7093843429248259,37219,0.6550686477336845
MO,Male,7,-0.7272649059955735,0.0477075526724152,0.48322886064189313,0.4400926566147356,0.530593110899555,37219,0.46696579703914665
MO,Male,14,-1.1097513335572833,0.06152936296998919,0.3296409215196888,0.29219126647571114,0.37189043482031114,37219,0.3214218544291894
MO,Male,30,-1.6785531761826369,0.07973526901114972,0.18664382150923456,0.15964040980590474,0.21821490028699803,37219,0.19551841801230554
MO,Male,60,-2.5236113659932324,0.08922709843899197,0.08016956170652043,0.06730684993749962,0.09549040892841922,37219,0.09605309116311561
MO,Male,90,-3.1141058731329716,0.1032754441455976,0.04441820490782014,0.03627878934170654,0.05438375874811619,37219,0.05827668663854483
MO,Female,3,-0.5097792825814793,0.03631401432807021,0.6006281332742557,0.5593647899077017,0.6449353999204052,12241,0.5992157503471939
MO,Female,7,-0.868844252887235,0.04780367643707473,0.41943603120645395,0.38192243641260254,0.4606343265054021,12241,0.4086267461808676
MO,Female,14,-1.3018571299690642,0.06165227476171347,0.2720261357546216,0.2410638680207206,0.30696520030629937,12241,0.2631320970508945
MO,Female,30,-1.9629795426295906,0.0799527067995454,0.14043935187824264,0.12006956829105066,0.1642648660830649,12241,0.13977616207826157
MO,Female,60,-2.9441993100408554,0.08978612080203005,0.052644194623606554,0.04414935889401793,0.06277353277589,12241,0.05399885630258966
MO,Female,90,-3.661983347546897,0.10420196577687191,0.025681526788499495,0.020937458581667134,0.03150051930208531,12241,0.02810227922555347
MO,Unknown Gender,3,-0.5830105022470025,0.03855392935316612,0.5582153259446827,0.5175884682870746,0.6020310907442793,2603,0.5912408759124088
MO,Unknown Gender,7,-0.9227598996304499,0.0508506133658406,0.397420684903892,0.35972145957281587,0.43907083268549696,2603,0.41990011525163273
MO,Unknown Gender,14,-1.3612981692307033,0.06572716033281624,0.25632780400456656,0.2253453789203084,0.29156995994596885,2603,0.2935074913561275
MO,Unknown Gender,30,-2.0061262927930947,0.08597154114628648,0.134508714153571,0.11365049000852803,0.15919503894694556,2603,0.20399538993469074
MO,Unknown Gender,60,-2.8331284699135515,0.0997947156378605,0.05882852222026921,0.048377399905594934,0.07153743345806522,2603,0.0948905109489051
MO,Unknown Gender,90,-3.4328423105840846,0.11629370778644747,0.032295017727170104,0.025712608880555248,0.04056251836766978,2603,0.052247406838263545
MO,Trans,3,-0.8326740589608354,0.19388478097812736,0.4348848224365085,0.2973988098455537,0.6359299449915436,6,0.3333333333333333
MO,Trans,7,-1.2641912192968605,0.2426941201468118,0.2824676581718635,0.1755444566264051,0.45451721715657484,6,0.3333333333333333
MO,Trans,14,-1.6326065366847748,0.2874778574931428,0.19541954150245314,0.11124138671450279,0.3432966661862932,6,0.3333333333333333
MO,Trans,30,-2.294659800689515,0.3925044616931241,0.10079567805631708,0.046702648195218174,0.2175415979060683,6,0
MO,Trans,60,-3.0600707880016484,0.5256913919893402,0.046884376251214936,0.016732422356460688,0.13137038317806649,6,0
MO,Trans,90,-3.2572950404096654,0.5351966836021225,0.03849237764987916,0.013483868082563622,0.10988413176905054,6,0
MS,Male,3,-0.6180306386911836,0.044668107836994375,0.5390048884190419,0.4938228045867463,0.588320885631739,36481,0.5509717387133028
MS,Male,7,-1.0384143081223545,0.05899245814103738,0.35401559677858363,0.31536095684766935,0.3974082398000656,36481,0.3773745237246786
MS,Male,14,-1.3712563558434478,0.07595153010400976,0.2537879112503712,0.21868594501411037,0.2945242040711416,36481,0.28162605191743645
MS,Male,30,-1.8526014614406032,0.09791088941151764,0.156828651486607,0.12944447187852667,0.1900059969358003,36481,0.18774156410186124
MS,Male,60,-2.3802674990429304,0.10588974562240022,0.0925258236304038,0.07518469544218956,0.11386663187413282,36481,0.1106877552698665
MS,Male,90,-2.7420809961813744,0.12135210082332495,0.06443611596332109,0.0507965549194623,0.08173808336060508,36481,0.07373701378799924
MS,Female,3,-0.7134293440646444,0.04473437849406625,0.489961068014996,0.4488317806486265,0.5348592914331325,11528,0.4713740458015267
MS,Female,7,-1.179993655014016,0.05908619116027229,0.3072806882866062,0.27367870731415883,0.34500828478959106,11528,0.29857737682165164
MS,Female,14,-1.5633621522552288,0.07608136056893797,0.20943074810131512,0.18041800346320858,0.24310898806293926,11528,0.2041117279666898
MS,Female,30,-2.137027827887557,0.09813868445552903,0.11800505365042664,0.09735646739468728,0.14303305224281343,11528,0.11892782789729354
MS,Female,60,-2.8008554430905535,0.10649045517550726,0.06075806532084737,0.049312735736219034,0.07485981960682431,11528,0.06150242886884108
MS,Female,90,-3.2899584705952996,0.12216787756735698,0.03725539655853018,0.029322412879275443,0.04733459618237387,11528,0.038428174878556556
MS,Unknown Gender,3,-0.7866605637301676,0.046903345550573024,0.45536291447292226,0.41536840412318865,0.4992083697723362,133,0.2706766917293233
MS,Unknown Gender,7,-1.233909301757231,0.06202375879519046,0.29115214838682485,0.25782515046630156,0.3287870611418232,133,0.14285714285714285
MS,Unknown Gender,14,-1.622803191516868,0.07998480087727008,0.19734472793550908,0.1687105894429512,0.23083875038625937,133,0.11278195488721804
MS,Unknown Gender,30,-2.180174578051061,0.1038870403793333,0.11302179779285287,0.09220052671839848,0.13854505208352033,133,0.06766917293233082
MS,Unknown Gender,60,-2.6897846029632495,0.11599053743857193,0.0678955622997651,0.05408913858079752,0.08522611934585027,133,0.06766917293233082
MS,Unknown Gender,90,-3.0608174336324874,0.13367733161766185,0.0468493833018244,0.036051017565217454,0.06088218485901768,133,0.03007518796992481
MS,Trans,3,-1.0363241204440006,0.19574515861062589,0.3547563296826285,0.24171943583098174,0.5206534303591943,3,0
MS,Trans,7,-1.5753406214236414,0.24531700891504532,0.2069370534813044,0.12794521382345245,0.33469750703308265,3,0
MS,Trans,14,-1.8941115589709394,0.2911185823272623,0.15045194336544346,0.08503490195257808,0.26619407728678335,3,0
MS,Trans,30,-2.4687080859474815,0.3968924926834875,0.08469420598778445,0.03890614477980812,0.18436955315151224,3,0
MS,Trans,60,-2.9167269210513465,0.5291077732157227,0.05411050572936564,0.019182457288640334,0.15263669227725127,3,0
MS,Trans,90,-2.885270163458068,0.5392688852355081,0.05583970165158314,0.019405131132807042,0.16068287604953552,3,0
MT,Male,3,-0.2782749112829974,0.07171564721512148,0.7570886606877142,0.6578127274181351,0.8713471422050731,1069,0.6922357343311506
MT,Male,7,-0.5692900422509473,0.09477575253991244,0.5659270804244855,0.4699884759486359,0.6814496030170409,1069,0.49485500467726845
MT,Male,14,-0.8873132377383572,0.12308590074771114,0.41176057065828325,0.3234996748285222,0.5241018175326048,1069,0.3666978484565014
MT,Male,30,-1.489381262357065,0.16505325604256876,0.2255121452344216,0.16318353994291745,0.3116474104313492,1069,0.20018709073900842
MT,Male,60,-1.9599824349918744,0.195882767508429,0.14086089512208264,0.0959521542962707,0.20678839282054082,1069,0.08793264733395698
MT,Male,90,-2.344903804734488,0.23074471616595202,0.09585642262103286,0.06098330516772144,0.15067162615130814,1069,0.04677268475210477
MT,Female,3,-0.37367361665645826,0.0717494404484509,0.6882014926814728,0.5979190298149819,0.7921161075531633,494,0.694331983805668
MT,Female,7,-0.7108693891426088,0.094813590850885,0.49121695308138896,0.40791330599797343,0.5915327875962013,494,0.5080971659919028
MT,Female,14,-1.0794190341501382,0.1231259764208694,0.3397928763695696,0.2669372909570764,0.43253304331342557,494,0.3765182186234818
MT,Female,30,-1.7738076288040188,0.1650998130987195,0.16968565721221757,0.12277555871653627,0.2345191711162958,494,0.19230769230769232
MT,Female,60,-2.380570379039497,0.19592123734449463,0.09249780365281986,0.06300325117049742,0.13580003446873015,494,0.10121457489878542
MT,Female,90,-2.892781279148413,0.23079335586443325,0.05542185440633099,0.03525570409511695,0.08712297838527569,494,0.06477732793522267
MT,Unknown Gender,3,-0.4469048363219814,0.07094925270698142,0.6396047725213535,0.5565697293154387,0.7350278742885713,8548,0.5989705194197473
MT,Unknown Gender,7,-0.7647850358858237,0.09374194855015754,0.4654339718227924,0.3873154201052153,0.5593084366945477,8548,0.42618156293869913
MT,Unknown Gender,14,-1.1388600734117773,0.12174567576189305,0.3201837998933057,0.2522140333716056,0.4064709022874614,8548,0.31551240056153484
MT,Unknown Gender,30,-1.8169543789675229,0.16334206710225302,0.1625199721920321,0.11799666145767779,0.22384312433087297,8548,0.1991109031352363
MT,Unknown Gender,60,-2.2694995389121937,0.19384959858398185,0.10336389674913829,0.07069094642136953,0.15113809747971868,8548,0.12213383247543284
MT,Unknown Gender,90,-2.663640242185601,0.2284261924102306,0.06969405616984645,0.0445409025996694,0.10905170712552564,8548,0.07884885353299018
MT,Trans,3,-0.6965683930358144,0.2036383766000834,0.4982923166015983,0.33430809300415687,0.742713795986686,NA,NA
MT,Trans,7,-1.1062163555522342,0.25630217996054383,0.3308082569637929,0.2001757802014858,0.5466900279607881,NA,NA
MT,Trans,14,-1.4101684408658488,0.30682640931436245,0.24410216291069342,0.13378287184115178,0.44539233698338077,NA,NA
MT,Trans,30,-2.1054878868639433,0.4185942836573603,0.12178624186449981,0.05361547140355923,0.27663449223154346,NA,NA
MT,Trans,60,-2.49644185700029,0.5543302057604897,0.0823775890176722,0.0277947230170667,0.244149480036109,NA,NA
MT,Trans,90,-2.4880929720111817,0.5741081989101056,0.08306822905951364,0.026962065965555768,0.2559273717340151,NA,NA
NC,Male,3,-0.49186829019494666,0.030295223391911014,0.6114828988221974,0.5762314725491471,0.648890859601749,115674,0.6032816363227692
NC,Male,7,-0.788281278352744,0.040013932557883464,0.45462549887039705,0.4203333697507278,0.4917152886189558,115674,0.44315057834949945
NC,Male,14,-1.101084326768817,0.05165812347574112,0.332510338289758,0.3004925286762442,0.36793968075223576,115674,0.32422151909677194
NC,Male,30,-1.6389932403164051,0.06662308609776829,0.19417543191558742,0.17040589167844028,0.22126053265079237,115674,0.19355257015405364
NC,Male,60,-2.362284241113523,0.07073920997628633,0.09420479078398884,0.08200865037023562,0.10821471352827008,115674,0.09573456437920362
NC,Male,90,-2.874000904319813,0.0808993181030804,0.056472532791502536,0.04819207675203833,0.0661757528378862,115674,0.057748500095094836
NC,Female,3,-0.5872669955684076,0.030354746399954568,0.5558443357695626,0.5237393169045154,0.589917379953803,36620,0.545193883123976
NC,Female,7,-0.9298606252444055,0.04008277484509988,0.3946087050308977,0.36479438228403416,0.42685972604950717,36620,0.3900600764609503
