"","state","ageCat","sex","race","releases"
"1327","NC","45-54","Female","Black",94
"1328","NC","45-54","Female","Hispanic",25.1715278250063
"1329","NC","45-54","Female","Other or Unknown",5
"1330","NC","45-54","Female","White",227
"1331","NC","45-54","Male","Black",1365
"1332","NC","45-54","Male","Hispanic",174.842374137912
"1333","NC","45-54","Male","Other or Unknown",73
"1334","NC","45-54","Male","White",1052
"1335","NC","55+","Female","Black",29
"1336","NC","55+","Female","Hispanic",1
"1337","NC","55+","Female","Other or Unknown",4
"1338","NC","55+","Female","White",52
"1339","NC","55+","Male","Black",560
"1340","NC","55+","Male","Hispanic",17
"1341","NC","55+","Male","Other or Unknown",86
"1342","NC","55+","Male","White",482
"1343","NC","Under 18","Female","Black",0
"1344","NC","Under 18","Female","Hispanic",0.765713056387654
"1345","NC","Under 18","Female","Other or Unknown",0
"1346","NC","Under 18","Female","White",0
"1347","NC","Under 18","Male","Black",0
"1348","NC","Under 18","Male","Hispanic",4.08118298808478
"1349","NC","Under 18","Male","Other or Unknown",0
"1350","NC","Under 18","Male","White",0
"1351","ND","18-24","Female","Black",2
"1352","ND","18-24","Female","Hispanic",3.48614173086287
"1353","ND","18-24","Female","Other or Unknown",0
"1354","ND","18-24","Female","White",28
"1355","ND","18-24","Male","Black",13
"1356","ND","18-24","Male","Hispanic",20.5031084041182
"1357","ND","18-24","Male","Other or Unknown",0
"1358","ND","18-24","Male","White",119
"1359","ND","25-34","Female","Black",1
"1360","ND","25-34","Female","Hispanic",5.70114871186926
"1361","ND","25-34","Female","Other or Unknown",0
"1362","ND","25-34","Female","White",60
"1363","ND","25-34","Male","Black",21
"1364","ND","25-34","Male","Hispanic",39.6669334412907
"1365","ND","25-34","Male","Other or Unknown",0
"1366","ND","25-34","Male","White",287
"1367","ND","35-44","Female","Black",2
"1368","ND","35-44","Female","Hispanic",3.71659599056186
"1369","ND","35-44","Female","Other or Unknown",0
"1370","ND","35-44","Female","White",26
"1371","ND","35-44","Male","Black",21
"1372","ND","35-44","Male","Hispanic",26.371227556818
"1373","ND","35-44","Male","Other or Unknown",0
"1374","ND","35-44","Male","White",154
"1375","ND","45-54","Female","Black",0
"1376","ND","45-54","Female","Hispanic",1.05860207736387
"1377","ND","45-54","Female","Other or Unknown",0
"1378","ND","45-54","Female","White",12
"1379","ND","45-54","Male","Black",4
"1380","ND","45-54","Male","Hispanic",10.7692132513987
"1381","ND","45-54","Male","Other or Unknown",0
"1382","ND","45-54","Male","White",105
"1383","ND","55+","Female","Black",0
"1384","ND","55+","Female","Hispanic",0
"1385","ND","55+","Female","Other or Unknown",0
"1386","ND","55+","Female","White",3
"1387","ND","55+","Male","Black",5
"1388","ND","55+","Male","Hispanic",2
"1389","ND","55+","Male","Other or Unknown",0
"1390","ND","55+","Male","White",34
"1391","ND","Under 18","Female","Black",0
"1392","ND","Under 18","Female","Hispanic",0.038286581811975
"1393","ND","Under 18","Female","Other or Unknown",0
"1394","ND","Under 18","Female","White",0
"1395","ND","Under 18","Male","Black",0
"1396","ND","Under 18","Male","Hispanic",0.244822906070398
"1397","ND","Under 18","Male","Other or Unknown",0
"1398","ND","Under 18","Male","White",0
"1399","NE","18-24","Female","Black",9
"1400","NE","18-24","Female","Hispanic",13.3530026611568
"1401","NE","18-24","Female","Other or Unknown",0
"1402","NE","18-24","Female","White",24
"1403","NE","18-24","Male","Black",110
"1404","NE","18-24","Male","Hispanic",124.412575894543
"1405","NE","18-24","Male","Other or Unknown",1
"1406","NE","18-24","Male","White",161
"1407","NE","25-34","Female","Black",20
"1408","NE","25-34","Female","Hispanic",44.7644277376642
"1409","NE","25-34","Female","Other or Unknown",0
"1410","NE","25-34","Female","White",89
"1411","NE","25-34","Male","Black",155
"1412","NE","25-34","Male","Hispanic",241.906179124364
"1413","NE","25-34","Male","Other or Unknown",6
"1414","NE","25-34","Male","White",435
"1415","NE","35-44","Female","Black",10
"1416","NE","35-44","Female","Hispanic",31.5806979265796
"1417","NE","35-44","Female","Other or Unknown",0
"1418","NE","35-44","Female","White",53
"1419","NE","35-44","Male","Black",96
"1420","NE","35-44","Male","Hispanic",179.571059554505
"1421","NE","35-44","Male","Other or Unknown",2
"1422","NE","35-44","Male","White",263
"1423","NE","45-54","Female","Black",5
"1424","NE","45-54","Female","Hispanic",9.79923765493712
"1425","NE","45-54","Female","Other or Unknown",0
"1426","NE","45-54","Female","White",33
"1427","NE","45-54","Male","Black",59
"1428","NE","45-54","Male","Hispanic",62.5944043489583
"1429","NE","45-54","Male","Other or Unknown",0
"1430","NE","45-54","Male","White",185
"1431","NE","55+","Female","Black",3
"1432","NE","55+","Female","Hispanic",0
"1433","NE","55+","Female","Other or Unknown",0
"1434","NE","55+","Female","White",14
"1435","NE","55+","Male","Black",45
"1436","NE","55+","Male","Hispanic",9
"1437","NE","55+","Male","Other or Unknown",1
"1438","NE","55+","Male","White",86
"1439","NE","Under 18","Female","Black",0
"1440","NE","Under 18","Female","Hispanic",0.318243029711118
"1441","NE","Under 18","Female","Other or Unknown",0
"1442","NE","Under 18","Female","White",0
"1443","NE","Under 18","Male","Black",0
"1444","NE","Under 18","Male","Hispanic",1.68518512501789
"1445","NE","Under 18","Male","Other or Unknown",0
"1446","NE","Under 18","Male","White",0
"1447","NH","18-24","Female","Black",2
"1448","NH","18-24","Female","Hispanic",5.85350858316434
"1449","NH","18-24","Female","Other or Unknown",1
"1450","NH","18-24","Female","White",19
"1451","NH","18-24","Male","Black",16
"1452","NH","18-24","Male","Hispanic",42.8497389496373
"1453","NH","18-24","Male","Other or Unknown",6
"1454","NH","18-24","Male","White",102
"1455","NH","25-34","Female","Black",3
"1456","NH","25-34","Female","Hispanic",14.0873781198481
"1457","NH","25-34","Female","Other or Unknown",2
"1458","NH","25-34","Female","White",117
"1459","NH","25-34","Male","Black",33
"1460","NH","25-34","Male","Hispanic",113.319904581631
"1461","NH","25-34","Male","Other or Unknown",15
"1462","NH","25-34","Male","White",491
"1463","NH","35-44","Female","Black",2
"1464","NH","35-44","Female","Hispanic",12.8719815098163
"1465","NH","35-44","Female","Other or Unknown",1
"1466","NH","35-44","Female","White",56
"1467","NH","35-44","Male","Black",17
"1468","NH","35-44","Male","Hispanic",81.2197991848264
"1469","NH","35-44","Male","Other or Unknown",6
"1470","NH","35-44","Male","White",320
"1471","NH","45-54","Female","Black",0
"1472","NH","45-54","Female","Hispanic",4.45723033136146
"1473","NH","45-54","Female","Other or Unknown",1
"1474","NH","45-54","Female","White",21
"1475","NH","45-54","Male","Black",11
"1476","NH","45-54","Male","Hispanic",33.6870688813825
"1477","NH","45-54","Male","Other or Unknown",8
"1478","NH","45-54","Male","White",169
"1479","NH","55+","Female","Black",0
"1480","NH","55+","Female","Hispanic",0
"1481","NH","55+","Female","Other or Unknown",0
"1482","NH","55+","Female","White",3
"1483","NH","55+","Male","Black",5
"1484","NH","55+","Male","Hispanic",0
"1485","NH","55+","Male","Other or Unknown",1
"1486","NH","55+","Male","White",114
"1487","NH","Under 18","Female","Black",0
"1488","NH","Under 18","Female","Hispanic",0.125038042863215
"1489","NH","Under 18","Female","Other or Unknown",0
"1490","NH","Under 18","Female","White",0
"1491","NH","Under 18","Male","Black",0
"1492","NH","Under 18","Male","Hispanic",0.820525802257989
"1493","NH","Under 18","Male","Other or Unknown",3
"1494","NH","Under 18","Male","White",0
"1495","NJ","18-24","Female","Black",14
"1496","NJ","18-24","Female","Hispanic",23.0326599590253
"1497","NJ","18-24","Female","Other or Unknown",1
"1498","NJ","18-24","Female","White",24
"1499","NJ","18-24","Male","Black",674
"1500","NJ","18-24","Male","Hispanic",385.13199194236
"1501","NJ","18-24","Male","Other or Unknown",7
"1502","NJ","18-24","Male","White",254
"1503","NJ","25-34","Female","Black",80
"1504","NJ","25-34","Female","Hispanic",86.3614871098287
"1505","NJ","25-34","Female","Other or Unknown",5
"1506","NJ","25-34","Female","White",140
"1507","NJ","25-34","Male","Black",1763
"1508","NJ","25-34","Male","Hispanic",1007.60153601366
"1509","NJ","25-34","Male","Other or Unknown",10
"1510","NJ","25-34","Male","White",957
"1511","NJ","35-44","Female","Black",62
"1512","NJ","35-44","Female","Hispanic",53.1026005778963
"1513","NJ","35-44","Female","Other or Unknown",2
"1514","NJ","35-44","Female","White",78
"1515","NJ","35-44","Male","Black",1108
"1516","NJ","35-44","Male","Hispanic",825.154128795374
"1517","NJ","35-44","Male","Other or Unknown",8
"1518","NJ","35-44","Male","White",519
"1519","NJ","45-54","Female","Black",43
"1520","NJ","45-54","Female","Hispanic",23.4065251472907
"1521","NJ","45-54","Female","Other or Unknown",0
"1522","NJ","45-54","Female","White",44
"1523","NJ","45-54","Male","Black",779
"1524","NJ","45-54","Male","Hispanic",372.063576471181
"1525","NJ","45-54","Male","Other or Unknown",1
"1526","NJ","45-54","Male","White",392
"1527","NJ","55+","Female","Black",9
"1528","NJ","55+","Female","Hispanic",2
"1529","NJ","55+","Female","Other or Unknown",1
"1530","NJ","55+","Female","White",10
"1531","NJ","55+","Male","Black",260
"1532","NJ","55+","Male","Hispanic",83
"1533","NJ","55+","Male","Other or Unknown",3
"1534","NJ","55+","Male","White",202
"1535","NJ","Under 18","Female","Black",0
"1536","NJ","Under 18","Female","Hispanic",0.593376662235717
"1537","NJ","Under 18","Female","Other or Unknown",0
"1538","NJ","Under 18","Female","White",0
"1539","NJ","Under 18","Male","Black",0
"1540","NJ","Under 18","Male","Hispanic",6.00604026999996
"1541","NJ","Under 18","Male","Other or Unknown",0
"1542","NJ","Under 18","Male","White",0
"1543","NM","18-24","Female","Black",2
"1544","NM","18-24","Female","Hispanic",164.54960644059
"1545","NM","18-24","Female","Other or Unknown",0
"1546","NM","18-24","Female","White",7
"1547","NM","18-24","Male","Black",21
"1548","NM","18-24","Male","Hispanic",801.7537040299
"1549","NM","18-24","Male","Other or Unknown",2
"1550","NM","18-24","Male","White",66
"1551","NM","25-34","Female","Black",8
"1552","NM","25-34","Female","Hispanic",475.068776408295
"1553","NM","25-34","Female","Other or Unknown",1
"1554","NM","25-34","Female","White",55
"1555","NM","25-34","Male","Black",85
"1556","NM","25-34","Male","Hispanic",2314.10358769002
"1557","NM","25-34","Male","Other or Unknown",8
"1558","NM","25-34","Male","White",251
"1559","NM","35-44","Female","Black",7
"1560","NM","35-44","Female","Hispanic",338.606148367779
"1561","NM","35-44","Female","Other or Unknown",1
"1562","NM","35-44","Female","White",37
"1563","NM","35-44","Male","Black",67
"1564","NM","35-44","Male","Hispanic",1588.46084100013
"1565","NM","35-44","Male","Other or Unknown",8
"1566","NM","35-44","Male","White",173
"1567","NM","45-54","Female","Black",5
"1568","NM","45-54","Female","Hispanic",140.266427581775
"1569","NM","45-54","Female","Other or Unknown",0
"1570","NM","45-54","Female","White",17
"1571","NM","45-54","Male","Black",32
"1572","NM","45-54","Male","Hispanic",727.775553962705
"1573","NM","45-54","Male","Other or Unknown",5
"1574","NM","45-54","Male","White",126
"1575","NM","55+","Female","Black",1
"1576","NM","55+","Female","Hispanic",4
"1577","NM","55+","Female","Other or Unknown",0
"1578","NM","55+","Female","White",5
"1579","NM","55+","Male","Black",21
"1580","NM","55+","Male","Hispanic",90
"1581","NM","55+","Male","Other or Unknown",2
"1582","NM","55+","Male","White",64
"1583","NM","Under 18","Female","Black",0
"1584","NM","Under 18","Female","Hispanic",3.51784595628384
"1585","NM","Under 18","Female","Other or Unknown",0
"1586","NM","Under 18","Female","White",0
"1587","NM","Under 18","Male","Black",0
"1588","NM","Under 18","Male","Hispanic",15.5799084869195
"1589","NM","Under 18","Male","Other or Unknown",0
"1590","NM","Under 18","Male","White",0
"1591","NV","18-24","Female","Black",20
"1592","NV","18-24","Female","Hispanic",32.0291127071572
"1593","NV","18-24","Female","Other or Unknown",1
"1594","NV","18-24","Female","White",40
"1595","NV","18-24","Male","Black",314
"1596","NV","18-24","Male","Hispanic",314.021451658272
"1597","NV","18-24","Male","Other or Unknown",12
"1598","NV","18-24","Male","White",197
"1599","NV","25-34","Female","Black",70
"1600","NV","25-34","Female","Hispanic",105.33353544385
"1601","NV","25-34","Female","Other or Unknown",5
"1602","NV","25-34","Female","White",217
"1603","NV","25-34","Male","Black",461
"1604","NV","25-34","Male","Hispanic",669.549758311388
"1605","NV","25-34","Male","Other or Unknown",21
"1606","NV","25-34","Male","White",719
"1607","NV","35-44","Female","Black",43
"1608","NV","35-44","Female","Hispanic",66.7520206959709
"1609","NV","35-44","Female","Other or Unknown",1
"1610","NV","35-44","Female","White",151
"1611","NV","35-44","Male","Black",324
"1612","NV","35-44","Male","Hispanic",446.974189656998
"1613","NV","35-44","Male","Other or Unknown",13
"1614","NV","35-44","Male","White",577
"1615","NV","45-54","Female","Black",28
"1616","NV","45-54","Female","Hispanic",24.8286297707199
"1617","NV","45-54","Female","Other or Unknown",0
"1618","NV","45-54","Female","White",79
"1619","NV","45-54","Male","Black",200
"1620","NV","45-54","Male","Hispanic",192.808428149491
"1621","NV","45-54","Male","Other or Unknown",7
"1622","NV","45-54","Male","White",447
"1623","NV","55+","Female","Black",5
"1624","NV","55+","Female","Hispanic",3
"1625","NV","55+","Female","Other or Unknown",1
"1626","NV","55+","Female","White",37
"1627","NV","55+","Male","Black",87
"1628","NV","55+","Male","Hispanic",42
"1629","NV","55+","Male","Other or Unknown",5
"1630","NV","55+","Male","White",211
"1631","NV","Under 18","Female","Black",0
"1632","NV","Under 18","Female","Hispanic",0.644810082001617
"1633","NV","Under 18","Female","Other or Unknown",0
"1634","NV","Under 18","Female","White",0
"1635","NV","Under 18","Male","Black",0
"1636","NV","Under 18","Male","Hispanic",2.7056049348619
"1637","NV","Under 18","Male","Other or Unknown",0
"1638","NV","Under 18","Male","White",0
"1639","NY","18-24","Female","Black",52
"1640","NY","18-24","Female","Hispanic",72.7601352107012
"1641","NY","18-24","Female","Other or Unknown",0
"1642","NY","18-24","Female","White",85
"1643","NY","18-24","Male","Black",1391
"1644","NY","18-24","Male","Hispanic",1106.53382351006
"1645","NY","18-24","Male","Other or Unknown",20
"1646","NY","18-24","Male","White",556
"1647","NY","25-34","Female","Black",161
"1648","NY","25-34","Female","Hispanic",190.434253461731
"1649","NY","25-34","Female","Other or Unknown",2
"1650","NY","25-34","Female","White",379
"1651","NY","25-34","Male","Black",3602
"1652","NY","25-34","Male","Hispanic",2865.33980335071
"1653","NY","25-34","Male","Other or Unknown",46
"1654","NY","25-34","Male","White",2134
"1655","NY","35-44","Female","Black",122
"1656","NY","35-44","Female","Hispanic",141.131194597258
"1657","NY","35-44","Female","Other or Unknown",0
"1658","NY","35-44","Female","White",226
"1659","NY","35-44","Male","Black",2084
"1660","NY","35-44","Male","Hispanic",2165.16683261172
"1661","NY","35-44","Male","Other or Unknown",29
"1662","NY","35-44","Male","White",1308
"1663","NY","45-54","Female","Black",106
"1664","NY","45-54","Female","Hispanic",55.7326095180852
"1665","NY","45-54","Female","Other or Unknown",1
"1666","NY","45-54","Female","White",130
"1667","NY","45-54","Male","Black",1769
"1668","NY","45-54","Male","Hispanic",1182.20904276705
"1669","NY","45-54","Male","Other or Unknown",23
"1670","NY","45-54","Male","White",1000
"1671","NY","55+","Female","Black",29
"1672","NY","55+","Female","Hispanic",7
"1673","NY","55+","Female","Other or Unknown",0
"1674","NY","55+","Female","White",42
"1675","NY","55+","Male","Black",765
"1676","NY","55+","Male","Hispanic",326
"1677","NY","55+","Male","Other or Unknown",18
"1678","NY","55+","Male","White",498
"1679","NY","Under 18","Female","Black",0
"1680","NY","Under 18","Female","Hispanic",1.25617824137375
"1681","NY","Under 18","Female","Other or Unknown",0
"1682","NY","Under 18","Female","White",0
"1683","NY","Under 18","Male","Black",0
"1684","NY","Under 18","Male","Hispanic",13.4617268110264
"1685","NY","Under 18","Male","Other or Unknown",0
"1686","NY","Under 18","Male","White",0
"1687","OH","18-24","Female","Black",100
"1688","OH","18-24","Female","Hispanic",10.9665665827031
"1689","OH","18-24","Female","Other or Unknown",0
"1690","OH","18-24","Female","White",341
"1691","OH","18-24","Male","Black",1676
"1692","OH","18-24","Male","Hispanic",106.770608493859
"1693","OH","18-24","Male","Other or Unknown",4
"1694","OH","18-24","Male","White",1392
"1695","OH","25-34","Female","Black",240
"1696","OH","25-34","Female","Hispanic",36.8211488199805
"1697","OH","25-34","Female","Other or Unknown",2
"1698","OH","25-34","Female","White",1405
"1699","OH","25-34","Male","Black",3425
"1700","OH","25-34","Male","Hispanic",325.441219114923
"1701","OH","25-34","Male","Other or Unknown",34
"1702","OH","25-34","Male","White",4858
"1703","OH","35-44","Female","Black",136
"1704","OH","35-44","Female","Hispanic",27.2184069365436
"1705","OH","35-44","Female","Other or Unknown",3
"1706","OH","35-44","Female","White",764
"1707","OH","35-44","Male","Black",1914
"1708","OH","35-44","Male","Hispanic",210.806243582651
"1709","OH","35-44","Male","Other or Unknown",17
"1710","OH","35-44","Male","White",3306
"1711","OH","45-54","Female","Black",83
"1712","OH","45-54","Female","Hispanic",9.09934178519364
"1713","OH","45-54","Female","Other or Unknown",1
"1714","OH","45-54","Female","White",288
"1715","OH","45-54","Male","Black",940
"1716","OH","45-54","Male","Hispanic",105.164701188642
"1717","OH","45-54","Male","Other or Unknown",9
"1718","OH","45-54","Male","White",1637
"1719","OH","55+","Female","Black",32
"1720","OH","55+","Female","Hispanic",4
"1721","OH","55+","Female","Other or Unknown",1
"1722","OH","55+","Female","White",81
"1723","OH","55+","Male","Black",455
"1724","OH","55+","Male","Hispanic",25
"1725","OH","55+","Male","Other or Unknown",18
"1726","OH","55+","Male","White",720
"1727","OH","Under 18","Female","Black",0
"1728","OH","Under 18","Female","Hispanic",0.256762702324228
"1729","OH","Under 18","Female","Other or Unknown",0
"1730","OH","Under 18","Female","White",0
"1731","OH","Under 18","Male","Black",0
"1732","OH","Under 18","Male","Hispanic",1.30797286380974
"1733","OH","Under 18","Male","Other or Unknown",1
"1734","OH","Under 18","Male","White",0
"1735","OK","18-24","Female","Black",0
"1736","OK","18-24","Female","Hispanic",48.6791925331956
"1737","OK","18-24","Female","Other or Unknown",162
"1738","OK","18-24","Female","White",0
"1739","OK","18-24","Male","Black",6
"1740","OK","18-24","Male","Hispanic",328.134545022712
"1741","OK","18-24","Male","Other or Unknown",1066
"1742","OK","18-24","Male","White",0
"1743","OK","25-34","Female","Black",7
"1744","OK","25-34","Female","Hispanic",129.32825769401
"1745","OK","25-34","Female","Other or Unknown",596
"1746","OK","25-34","Female","White",10
"1747","OK","25-34","Male","Black",109
"1748","OK","25-34","Male","Hispanic",722.14318272841
"1749","OK","25-34","Male","Other or Unknown",2809
"1750","OK","25-34","Male","White",113
"1751","OK","35-44","Female","Black",4
"1752","OK","35-44","Female","Hispanic",93.703713630894
"1753","OK","35-44","Female","Other or Unknown",508
"1754","OK","35-44","Female","White",15
"1755","OK","35-44","Male","Black",119
"1756","OK","35-44","Male","Hispanic",488.793474609791
"1757","OK","35-44","Male","Other or Unknown",2083
"1758","OK","35-44","Male","White",176
"1759","OK","45-54","Female","Black",5
"1760","OK","45-54","Female","Hispanic",31.5517958456252
"1761","OK","45-54","Female","Other or Unknown",240
"1762","OK","45-54","Female","White",19
"1763","OK","45-54","Male","Black",54
"1764","OK","45-54","Male","Hispanic",203.175716245498
"1765","OK","45-54","Male","Other or Unknown",1232
"1766","OK","45-54","Male","White",120
"1767","OK","55+","Female","Black",2
"1768","OK","55+","Female","Hispanic",2
"1769","OK","55+","Female","Other or Unknown",69
"1770","OK","55+","Female","White",5
"1771","OK","55+","Male","Black",36
"1772","OK","55+","Male","Hispanic",26
"1773","OK","55+","Male","Other or Unknown",589
"1774","OK","55+","Male","White",96
"1775","OK","Under 18","Female","Black",0
"1776","OK","Under 18","Female","Hispanic",0.996468936030415
"1777","OK","Under 18","Female","Other or Unknown",0
"1778","OK","Under 18","Female","White",0
"1779","OK","Under 18","Male","Black",0
"1780","OK","Under 18","Male","Hispanic",4.56341148956322
"1781","OK","Under 18","Male","Other or Unknown",0
"1782","OK","Under 18","Male","White",0
"1783","OR","18-24","Female","Black",6
"1784","OR","18-24","Female","Hispanic",26.8551583473777
"1785","OR","18-24","Female","Other or Unknown",0
"1786","OR","18-24","Female","White",56
"1787","OR","18-24","Male","Black",86
"1788","OR","18-24","Male","Hispanic",230.432622292165
"1789","OR","18-24","Male","Other or Unknown",0
"1790","OR","18-24","Male","White",454
"1791","OR","25-34","Female","Black",22
"1792","OR","25-34","Female","Hispanic",67.4098710474748
"1793","OR","25-34","Female","Other or Unknown",0
"1794","OR","25-34","Female","White",188
"1795","OR","25-34","Male","Black",128
"1796","OR","25-34","Male","Hispanic",566.401697638921
"1797","OR","25-34","Male","Other or Unknown",0
"1798","OR","25-34","Male","White",1079
"1799","OR","35-44","Female","Black",16
"1800","OR","35-44","Female","Hispanic",45.6060882854546
"1801","OR","35-44","Female","Other or Unknown",0
"1802","OR","35-44","Female","White",161
"1803","OR","35-44","Male","Black",105
"1804","OR","35-44","Male","Hispanic",362.628928829516
"1805","OR","35-44","Male","Other or Unknown",1
"1806","OR","35-44","Male","White",823
"1807","OR","45-54","Female","Black",8
"1808","OR","45-54","Female","Hispanic",20.9924036570293
"1809","OR","45-54","Female","Other or Unknown",0
"1810","OR","45-54","Female","White",96
"1811","OR","45-54","Male","Black",89
"1812","OR","45-54","Male","Hispanic",155.922993924065
"1813","OR","45-54","Male","Other or Unknown",0
"1814","OR","45-54","Male","White",639
"1815","OR","55+","Female","Black",1
"1816","OR","55+","Female","Hispanic",2
"1817","OR","55+","Female","Other or Unknown",0
"1818","OR","55+","Female","White",40
"1819","OR","55+","Male","Black",35
"1820","OR","55+","Male","Hispanic",37
"1821","OR","55+","Male","Other or Unknown",0
"1822","OR","55+","Male","White",334
"1823","OR","Under 18","Female","Black",0
"1824","OR","Under 18","Female","Hispanic",0.614566196976518
"1825","OR","Under 18","Female","Other or Unknown",0
"1826","OR","Under 18","Female","White",0
"1827","OR","Under 18","Male","Black",0
"1828","OR","Under 18","Male","Hispanic",3.17992092780526
"1829","OR","Under 18","Male","Other or Unknown",0
"1830","OR","Under 18","Male","White",0
"1831","PA","18-24","Female","Black",32
"1832","PA","18-24","Female","Hispanic",40.6361476129538
"1833","PA","18-24","Female","Other or Unknown",4
"1834","PA","18-24","Female","White",129
"1835","PA","18-24","Male","Black",1164
"1836","PA","18-24","Male","Hispanic",491.666013329778
"1837","PA","18-24","Male","Other or Unknown",6
"1838","PA","18-24","Male","White",1016
"1839","PA","25-34","Female","Black",164
"1840","PA","25-34","Female","Hispanic",145.22105684782
"1841","PA","25-34","Female","Other or Unknown",3
"1842","PA","25-34","Female","White",863
"1843","PA","25-34","Male","Black",3748
"1844","PA","25-34","Male","Hispanic",1594.05869477206
"1845","PA","25-34","Male","Other or Unknown",26
"1846","PA","25-34","Male","White",4342
"1847","PA","35-44","Female","Black",123
"1848","PA","35-44","Female","Hispanic",117.625029575857
"1849","PA","35-44","Female","Other or Unknown",0
"1850","PA","35-44","Female","White",439
"1851","PA","35-44","Male","Black",2340
"1852","PA","35-44","Male","Hispanic",1331.42042867882
"1853","PA","35-44","Male","Other or Unknown",6
"1854","PA","35-44","Male","White",2720
"1855","PA","45-54","Female","Black",113
"1856","PA","45-54","Female","Hispanic",52.52113427342
"1857","PA","45-54","Female","Other or Unknown",0
"1858","PA","45-54","Female","White",264
"1859","PA","45-54","Male","Black",1574
"1860","PA","45-54","Male","Hispanic",554.224280324755
"1861","PA","45-54","Male","Other or Unknown",8
"1862","PA","45-54","Male","White",1726
"1863","PA","55+","Female","Black",36
"1864","PA","55+","Female","Hispanic",9
"1865","PA","55+","Female","Other or Unknown",0
"1866","PA","55+","Female","White",62
"1867","PA","55+","Male","Black",763
"1868","PA","55+","Male","Hispanic",141
"1869","PA","55+","Male","Other or Unknown",3
"1870","PA","55+","Male","White",830
"1871","PA","Under 18","Female","Black",0
"1872","PA","Under 18","Female","Hispanic",0.995359995458862
"1873","PA","Under 18","Female","Other or Unknown",0
"1874","PA","Under 18","Female","White",0
"1875","PA","Under 18","Male","Black",0
"1876","PA","Under 18","Male","Hispanic",7.02453165125396
"1877","PA","Under 18","Male","Other or Unknown",0
"1878","PA","Under 18","Male","White",0
"1879","RI","18-24","Female","Black",6
"1880","RI","18-24","Female","Hispanic",8
"1881","RI","18-24","Female","Other or Unknown",0
"1882","RI","18-24","Female","White",25
"1883","RI","18-24","Male","Black",189
"1884","RI","18-24","Male","Hispanic",170
"1885","RI","18-24","Male","Other or Unknown",1
"1886","RI","18-24","Male","White",197
"1887","RI","25-34","Female","Black",16
"1888","RI","25-34","Female","Hispanic",8
"1889","RI","25-34","Female","Other or Unknown",0
"1890","RI","25-34","Female","White",113
"1891","RI","25-34","Male","Black",313
"1892","RI","25-34","Male","Hispanic",291
"1893","RI","25-34","Male","Other or Unknown",0
"1894","RI","25-34","Male","White",517
"1895","RI","35-44","Female","Black",6
"1896","RI","35-44","Female","Hispanic",10
"1897","RI","35-44","Female","Other or Unknown",0
"1898","RI","35-44","Female","White",64
"1899","RI","35-44","Male","Black",166
"1900","RI","35-44","Male","Hispanic",122
"1901","RI","35-44","Male","Other or Unknown",1
"1902","RI","35-44","Male","White",341
"1903","RI","45-54","Female","Black",1
"1904","RI","45-54","Female","Hispanic",8
"1905","RI","45-54","Female","Other or Unknown",0
"1906","RI","45-54","Female","White",34
"1907","RI","45-54","Male","Black",95
"1908","RI","45-54","Male","Hispanic",58
"1909","RI","45-54","Male","Other or Unknown",0
"1910","RI","45-54","Male","White",329
"1911","RI","55+","Female","Black",2
"1912","RI","55+","Female","Hispanic",2
"1913","RI","55+","Female","Other or Unknown",0
"1914","RI","55+","Female","White",15
"1915","RI","55+","Male","Black",40
"1916","RI","55+","Male","Hispanic",6
"1917","RI","55+","Male","Other or Unknown",0
"1918","RI","55+","Male","White",86
"1919","RI","Under 18","Female","Black",0
"1920","RI","Under 18","Female","Hispanic",0
"1921","RI","Under 18","Female","Other or Unknown",0
"1922","RI","Under 18","Female","White",0
"1923","RI","Under 18","Male","Black",0
"1924","RI","Under 18","Male","Hispanic",0
"1925","RI","Under 18","Male","Other or Unknown",0
"1926","RI","Under 18","Male","White",0
"1927","RI",NA,NA,NA,0
"1928","SC","18-24","Female","Black",36
"1929","SC","18-24","Female","Hispanic",6.43128732122621
"1930","SC","18-24","Female","Other or Unknown",1
"1931","SC","18-24","Female","White",70
"1932","SC","18-24","Male","Black",829
"1933","SC","18-24","Male","Hispanic",52.8360489964013
"1934","SC","18-24","Male","Other or Unknown",7
"1935","SC","18-24","Male","White",394
"1936","SC","25-34","Female","Black",113
"1937","SC","25-34","Female","Hispanic",19.0167434170609
"1938","SC","25-34","Female","Other or Unknown",8
"1939","SC","25-34","Female","White",293
"1940","SC","25-34","Male","Black",1650
"1941","SC","25-34","Male","Hispanic",144.738016948239
"1942","SC","25-34","Male","Other or Unknown",8
"1943","SC","25-34","Male","White",1031
"1944","SC","35-44","Female","Black",70
"1945","SC","35-44","Female","Hispanic",17.7560855658433
"1946","SC","35-44","Female","Other or Unknown",5
"1947","SC","35-44","Female","White",234
"1948","SC","35-44","Male","Black",1079
"1949","SC","35-44","Male","Hispanic",98.3345354171995
"1950","SC","35-44","Male","Other or Unknown",5
"1951","SC","35-44","Male","White",878
"1952","SC","45-54","Female","Black",52
"1953","SC","45-54","Female","Hispanic",4.58110688704036
"1954","SC","45-54","Female","Other or Unknown",10
"1955","SC","45-54","Female","White",104
"1956","SC","45-54","Male","Black",705
"1957","SC","45-54","Male","Hispanic",38.2388957793594
"1958","SC","45-54","Male","Other or Unknown",3
"1959","SC","45-54","Male","White",561
"1960","SC","55+","Female","Black",18
"1961","SC","55+","Female","Hispanic",0
"1962","SC","55+","Female","Other or Unknown",1
