"","state","ageCat","sex","race","releases"
"675","ID","Under 18","Male","Hispanic",6.77230260914037
"676","ID","Under 18","Male","Other or Unknown",0
"677","ID","Under 18","Male","White",0
"678","IL","18-24","Female","Black",108
"679","IL","18-24","Female","Hispanic",62.5234695205028
"680","IL","18-24","Female","Other or Unknown",0
"681","IL","18-24","Female","White",121
"682","IL","18-24","Male","Black",3624
"683","IL","18-24","Male","Hispanic",835.038388581155
"684","IL","18-24","Male","Other or Unknown",2
"685","IL","18-24","Male","White",965
"686","IL","25-34","Female","Black",264
"687","IL","25-34","Female","Hispanic",147.97867356223
"688","IL","25-34","Female","Other or Unknown",0
"689","IL","25-34","Female","White",467
"690","IL","25-34","Male","Black",4815
"691","IL","25-34","Male","Hispanic",1582.66768918236
"692","IL","25-34","Male","Other or Unknown",5
"693","IL","25-34","Male","White",2466
"694","IL","35-44","Female","Black",201
"695","IL","35-44","Female","Hispanic",106.107250763512
"696","IL","35-44","Female","Other or Unknown",0
"697","IL","35-44","Female","White",312
"698","IL","35-44","Male","Black",2869
"699","IL","35-44","Male","Hispanic",1141.37002173923
"700","IL","35-44","Male","Other or Unknown",3
"701","IL","35-44","Male","White",1589
"702","IL","45-54","Female","Black",257
"703","IL","45-54","Female","Hispanic",42.5916091266699
"704","IL","45-54","Female","Other or Unknown",0
"705","IL","45-54","Female","White",160
"706","IL","45-54","Male","Black",2306
"707","IL","45-54","Male","Hispanic",534.95553088738
"708","IL","45-54","Male","Other or Unknown",1
"709","IL","45-54","Male","White",1032
"710","IL","55+","Female","Black",78
"711","IL","55+","Female","Hispanic",0
"712","IL","55+","Female","Other or Unknown",0
"713","IL","55+","Female","White",43
"714","IL","55+","Male","Black",1028
"715","IL","55+","Male","Hispanic",108
"716","IL","55+","Male","Other or Unknown",0
"717","IL","55+","Male","White",482
"718","IL","Under 18","Female","Black",3
"719","IL","Under 18","Female","Hispanic",0.889407526065839
"720","IL","Under 18","Female","Other or Unknown",0
"721","IL","Under 18","Female","White",3
"722","IL","Under 18","Male","Black",10
"723","IL","Under 18","Male","Hispanic",8.54463928023034
"724","IL","Under 18","Male","Other or Unknown",0
"725","IL","Under 18","Male","White",3
"726","IN","18-24","Female","Black",38
"727","IN","18-24","Female","Hispanic",23.9183173316912
"728","IN","18-24","Female","Other or Unknown",0
"729","IN","18-24","Female","White",194
"730","IN","18-24","Male","Black",745
"731","IN","18-24","Male","Hispanic",186.639490352506
"732","IN","18-24","Male","Other or Unknown",1
"733","IN","18-24","Male","White",1006
"734","IN","25-34","Female","Black",105
"735","IN","25-34","Female","Hispanic",64.0958409543544
"736","IN","25-34","Female","Other or Unknown",0
"737","IN","25-34","Female","White",751
"738","IN","25-34","Male","Black",1464
"739","IN","25-34","Male","Hispanic",482.87865550854
"740","IN","25-34","Male","Other or Unknown",2
"741","IN","25-34","Male","White",3162
"742","IN","35-44","Female","Black",67
"743","IN","35-44","Female","Hispanic",47.2376834002089
"744","IN","35-44","Female","Other or Unknown",0
"745","IN","35-44","Female","White",521
"746","IN","35-44","Male","Black",888
"747","IN","35-44","Male","Hispanic",327.318882397342
"748","IN","35-44","Male","Other or Unknown",1
"749","IN","35-44","Male","White",2246
"750","IN","45-54","Female","Black",61
"751","IN","45-54","Female","Hispanic",17.9004457128243
"752","IN","45-54","Female","Other or Unknown",0
"753","IN","45-54","Female","White",221
"754","IN","45-54","Male","Black",560
"755","IN","45-54","Male","Hispanic",128.919612063094
"756","IN","45-54","Male","Other or Unknown",3
"757","IN","45-54","Male","White",1209
"758","IN","55+","Female","Black",14
"759","IN","55+","Female","Hispanic",2
"760","IN","55+","Female","Other or Unknown",0
"761","IN","55+","Female","White",53
"762","IN","55+","Male","Black",288
"763","IN","55+","Male","Hispanic",16
"764","IN","55+","Male","Other or Unknown",0
"765","IN","55+","Male","White",505
"766","IN","Under 18","Female","Black",0
"767","IN","Under 18","Female","Hispanic",0.538906115921824
"768","IN","Under 18","Female","Other or Unknown",0
"769","IN","Under 18","Female","White",0
"770","IN","Under 18","Male","Black",0
"771","IN","Under 18","Male","Hispanic",3.28829995708593
"772","IN","Under 18","Male","Other or Unknown",0
"773","IN","Under 18","Male","White",0
"774","KS","18-24","Female","Black",17
"775","KS","18-24","Female","Hispanic",35.4216570665182
"776","KS","18-24","Female","Other or Unknown",0
"777","KS","18-24","Female","White",80
"778","KS","18-24","Male","Black",223
"779","KS","18-24","Male","Hispanic",270.366465503919
"780","KS","18-24","Male","Other or Unknown",0
"781","KS","18-24","Male","White",454
"782","KS","25-34","Female","Black",54
"783","KS","25-34","Female","Hispanic",90.8398202851994
"784","KS","25-34","Female","Other or Unknown",0
"785","KS","25-34","Female","White",369
"786","KS","25-34","Male","Black",516
"787","KS","25-34","Male","Hispanic",523.880318868902
"788","KS","25-34","Male","Other or Unknown",0
"789","KS","25-34","Male","White",1261
"790","KS","35-44","Female","Black",35
"791","KS","35-44","Female","Hispanic",56.9857165193059
"792","KS","35-44","Female","Other or Unknown",0
"793","KS","35-44","Female","White",221
"794","KS","35-44","Male","Black",314
"795","KS","35-44","Male","Hispanic",329.088714949402
"796","KS","35-44","Male","Other or Unknown",0
"797","KS","35-44","Male","White",835
"798","KS","45-54","Female","Black",27
"799","KS","45-54","Female","Hispanic",22.9712981983052
"800","KS","45-54","Female","Other or Unknown",0
"801","KS","45-54","Female","White",73
"802","KS","45-54","Male","Black",231
"803","KS","45-54","Male","Hispanic",127.191134006056
"804","KS","45-54","Male","Other or Unknown",0
"805","KS","45-54","Male","White",500
"806","KS","55+","Female","Black",9
"807","KS","55+","Female","Hispanic",1
"808","KS","55+","Female","Other or Unknown",0
"809","KS","55+","Female","White",23
"810","KS","55+","Male","Black",124
"811","KS","55+","Male","Hispanic",23
"812","KS","55+","Male","Other or Unknown",0
"813","KS","55+","Male","White",225
"814","KS","Under 18","Female","Black",0
"815","KS","Under 18","Female","Hispanic",0.577635759638395
"816","KS","Under 18","Female","Other or Unknown",0
"817","KS","Under 18","Female","White",0
"818","KS","Under 18","Male","Black",0
"819","KS","Under 18","Male","Hispanic",2.79178052875307
"820","KS","Under 18","Male","Other or Unknown",0
"821","KS","Under 18","Male","White",0
"822","KY","18-24","Female","Black",20
"823","KY","18-24","Female","Hispanic",15.5597793322513
"824","KY","18-24","Female","Other or Unknown",70
"825","KY","18-24","Female","White",240
"826","KY","18-24","Male","Black",305
"827","KY","18-24","Male","Hispanic",96.147537330995
"828","KY","18-24","Male","Other or Unknown",403
"829","KY","18-24","Male","White",854
"830","KY","25-34","Female","Black",75
"831","KY","25-34","Female","Hispanic",51.7698341729857
"832","KY","25-34","Female","Other or Unknown",342
"833","KY","25-34","Female","White",1268
"834","KY","25-34","Male","Black",744
"835","KY","25-34","Male","Hispanic",233.660087649616
"836","KY","25-34","Male","Other or Unknown",1043
"837","KY","25-34","Male","White",3428
"838","KY","35-44","Female","Black",45
"839","KY","35-44","Female","Hispanic",30.7866279520391
"840","KY","35-44","Female","Other or Unknown",153
"841","KY","35-44","Female","White",845
"842","KY","35-44","Male","Black",509
"843","KY","35-44","Male","Hispanic",168.538151200737
"844","KY","35-44","Male","Other or Unknown",718
"845","KY","35-44","Male","White",2622
"846","KY","45-54","Female","Black",21
"847","KY","45-54","Female","Hispanic",10.6588436160678
"848","KY","45-54","Female","Other or Unknown",54
"849","KY","45-54","Female","White",297
"850","KY","45-54","Male","Black",269
"851","KY","45-54","Male","Hispanic",57.8164544605261
"852","KY","45-54","Male","Other or Unknown",361
"853","KY","45-54","Male","White",1157
"854","KY","55+","Female","Black",5
"855","KY","55+","Female","Hispanic",0
"856","KY","55+","Female","Other or Unknown",13
"857","KY","55+","Female","White",57
"858","KY","55+","Male","Black",113
"859","KY","55+","Male","Hispanic",2
"860","KY","55+","Male","Other or Unknown",162
"861","KY","55+","Male","White",406
"862","KY","Under 18","Female","Black",0
"863","KY","Under 18","Female","Hispanic",0.349332496339455
"864","KY","Under 18","Female","Other or Unknown",0
"865","KY","Under 18","Female","White",0
"866","KY","Under 18","Male","Black",0
"867","KY","Under 18","Male","Hispanic",1.91021871953715
"868","KY","Under 18","Male","Other or Unknown",0
"869","KY","Under 18","Male","White",0
"870","LA","18-24","Female","Black",0
"871","LA","18-24","Female","Hispanic",17.4466098644211
"872","LA","18-24","Female","Other or Unknown",171
"873","LA","18-24","Female","White",0
"874","LA","18-24","Male","Black",0
"875","LA","18-24","Male","Hispanic",123.402167950566
"876","LA","18-24","Male","Other or Unknown",2205
"877","LA","18-24","Male","White",0
"878","LA","25-34","Female","Black",0
"879","LA","25-34","Female","Hispanic",44.4497573718597
"880","LA","25-34","Female","Other or Unknown",757
"881","LA","25-34","Female","White",0
"882","LA","25-34","Male","Black",0
"883","LA","25-34","Male","Hispanic",314.873646498257
"884","LA","25-34","Male","Other or Unknown",5563
"885","LA","25-34","Male","White",0
"886","LA","35-44","Female","Black",0
"887","LA","35-44","Female","Hispanic",32.8915682281965
"888","LA","35-44","Female","Other or Unknown",545
"889","LA","35-44","Female","White",0
"890","LA","35-44","Male","Black",0
"891","LA","35-44","Male","Hispanic",236.433498937942
"892","LA","35-44","Male","Other or Unknown",3661
"893","LA","35-44","Male","White",0
"894","LA","45-54","Female","Black",0
"895","LA","45-54","Female","Hispanic",13.4274940013358
"896","LA","45-54","Female","Other or Unknown",298
"897","LA","45-54","Female","White",0
"898","LA","45-54","Male","Black",0
"899","LA","45-54","Male","Hispanic",89.3397223521076
"900","LA","45-54","Male","Other or Unknown",2137
"901","LA","45-54","Male","White",0
"902","LA","55+","Female","Black",0
"903","LA","55+","Female","Hispanic",0
"904","LA","55+","Female","Other or Unknown",79
"905","LA","55+","Female","White",0
"906","LA","55+","Male","Black",0
"907","LA","55+","Male","Hispanic",1
"908","LA","55+","Male","Other or Unknown",1035
"909","LA","55+","Male","White",0
"910","LA","Under 18","Female","Black",0
"911","LA","Under 18","Female","Hispanic",0.449466589924727
"912","LA","Under 18","Female","Other or Unknown",0
"913","LA","Under 18","Female","White",0
"914","LA","Under 18","Male","Black",0
"915","LA","Under 18","Male","Hispanic",3.0503243370486
"916","LA","Under 18","Male","Other or Unknown",0
"917","LA","Under 18","Male","White",0
"918","MA","18-24","Female","Black",10
"919","MA","18-24","Female","Hispanic",6
"920","MA","18-24","Female","Other or Unknown",0
"921","MA","18-24","Female","White",67
"922","MA","18-24","Male","Black",54
"923","MA","18-24","Male","Hispanic",46
"924","MA","18-24","Male","Other or Unknown",0
"925","MA","18-24","Male","White",40
"926","MA","25-34","Female","Black",23
"927","MA","25-34","Female","Hispanic",25
"928","MA","25-34","Female","Other or Unknown",0
"929","MA","25-34","Female","White",237
"930","MA","25-34","Male","Black",215
"931","MA","25-34","Male","Hispanic",252
"932","MA","25-34","Male","Other or Unknown",0
"933","MA","25-34","Male","White",277
"934","MA","35-44","Female","Black",17
"935","MA","35-44","Female","Hispanic",16
"936","MA","35-44","Female","Other or Unknown",5
"937","MA","35-44","Female","White",144
"938","MA","35-44","Male","Black",155
"939","MA","35-44","Male","Hispanic",189
"940","MA","35-44","Male","Other or Unknown",10
"941","MA","35-44","Male","White",231
"942","MA","45-54","Female","Black",6
"943","MA","45-54","Female","Hispanic",5
"944","MA","45-54","Female","Other or Unknown",12
"945","MA","45-54","Female","White",78
"946","MA","45-54","Male","Black",101
"947","MA","45-54","Male","Hispanic",74
"948","MA","45-54","Male","Other or Unknown",20
"949","MA","45-54","Male","White",161
"950","MA","55+","Female","Black",2
"951","MA","55+","Female","Hispanic",0
"952","MA","55+","Female","Other or Unknown",2
"953","MA","55+","Female","White",32
"954","MA","55+","Male","Black",47
"955","MA","55+","Male","Hispanic",34
"956","MA","55+","Male","Other or Unknown",21
"957","MA","55+","Male","White",113
"958","MA","Under 18","Female","Black",0
"959","MA","Under 18","Female","Hispanic",0
"960","MA","Under 18","Female","Other or Unknown",0
"961","MA","Under 18","Female","White",0
"962","MA","Under 18","Male","Black",0
"963","MA","Under 18","Male","Hispanic",0
"964","MA","Under 18","Male","Other or Unknown",0
"965","MA","Under 18","Male","White",0
"966","MA",NA,NA,NA,0
"967","MD","18-24","Female","Black",55
"968","MD","18-24","Female","Hispanic",12.2986931780737
"969","MD","18-24","Female","Other or Unknown",5
"970","MD","18-24","Female","White",31
"971","MD","18-24","Male","Black",909
"972","MD","18-24","Male","Hispanic",126.421480641933
"973","MD","18-24","Male","Other or Unknown",29
"974","MD","18-24","Male","White",160
"975","MD","25-34","Female","Black",129
"976","MD","25-34","Female","Hispanic",33.6291731591936
"977","MD","25-34","Female","Other or Unknown",16
"978","MD","25-34","Female","White",186
"979","MD","25-34","Male","Black",2178
"980","MD","25-34","Male","Hispanic",322.151152944055
"981","MD","25-34","Male","Other or Unknown",111
"982","MD","25-34","Male","White",810
"983","MD","35-44","Female","Black",83
"984","MD","35-44","Female","Hispanic",24.481422789539
"985","MD","35-44","Female","Other or Unknown",14
"986","MD","35-44","Female","White",87
"987","MD","35-44","Male","Black",1182
"988","MD","35-44","Male","Hispanic",225.597949716316
"989","MD","35-44","Male","Other or Unknown",80
"990","MD","35-44","Male","White",515
"991","MD","45-54","Female","Black",52
"992","MD","45-54","Female","Hispanic",8.7605521578419
"993","MD","45-54","Female","Other or Unknown",7
"994","MD","45-54","Female","White",51
"995","MD","45-54","Male","Black",907
"996","MD","45-54","Male","Hispanic",86.2579024460119
"997","MD","45-54","Male","Other or Unknown",65
"998","MD","45-54","Male","White",366
"999","MD","55+","Female","Black",10
"1000","MD","55+","Female","Hispanic",1
"1001","MD","55+","Female","Other or Unknown",2
"1002","MD","55+","Female","White",17
"1003","MD","55+","Male","Black",375
"1004","MD","55+","Male","Hispanic",5
"1005","MD","55+","Male","Other or Unknown",43
"1006","MD","55+","Male","White",181
"1007","MD","Under 18","Female","Black",0
"1008","MD","Under 18","Female","Hispanic",0.316843886934862
"1009","MD","Under 18","Female","Other or Unknown",0
"1010","MD","Under 18","Female","White",0
"1011","MD","Under 18","Male","Black",0
"1012","MD","Under 18","Male","Hispanic",2.4325242124156
"1013","MD","Under 18","Male","Other or Unknown",0
"1014","MD","Under 18","Male","White",0
"1015","ME","18-24","Female","Black",1
"1016","ME","18-24","Female","Hispanic",2.10360073508885
"1017","ME","18-24","Female","Other or Unknown",0
"1018","ME","18-24","Female","White",19
"1019","ME","18-24","Male","Black",20
"1020","ME","18-24","Male","Hispanic",10.6001745171154
"1021","ME","18-24","Male","Other or Unknown",3
"1022","ME","18-24","Male","White",83
"1023","ME","25-34","Female","Black",2
"1024","ME","25-34","Female","Hispanic",5.23889410362013
"1025","ME","25-34","Female","Other or Unknown",0
"1026","ME","25-34","Female","White",77
"1027","ME","25-34","Male","Black",47
"1028","ME","25-34","Male","Hispanic",26.3991121740671
"1029","ME","25-34","Male","Other or Unknown",3
"1030","ME","25-34","Male","White",357
"1031","ME","35-44","Female","Black",2
"1032","ME","35-44","Female","Hispanic",3.84528151252933
"1033","ME","35-44","Female","Other or Unknown",1
"1034","ME","35-44","Female","White",33
"1035","ME","35-44","Male","Black",26
"1036","ME","35-44","Male","Hispanic",19.3766119303657
"1037","ME","35-44","Male","Other or Unknown",4
"1038","ME","35-44","Male","White",243
"1039","ME","45-54","Female","Black",1
"1040","ME","45-54","Female","Hispanic",1.49842781604434
"1041","ME","45-54","Female","Other or Unknown",0
"1042","ME","45-54","Female","White",13
"1043","ME","45-54","Male","Black",17
"1044","ME","45-54","Male","Hispanic",7.55067066027591
"1045","ME","45-54","Male","Other or Unknown",3
"1046","ME","45-54","Male","White",136
"1047","ME","55+","Female","Black",0
"1048","ME","55+","Female","Hispanic",0
"1049","ME","55+","Female","Other or Unknown",0
"1050","ME","55+","Female","White",2
"1051","ME","55+","Male","Black",2
"1052","ME","55+","Male","Hispanic",0
"1053","ME","55+","Male","Other or Unknown",0
"1054","ME","55+","Male","White",70
"1055","ME","Under 18","Female","Black",0
"1056","ME","Under 18","Female","Hispanic",0.0541938093595874
"1057","ME","Under 18","Female","Other or Unknown",0
"1058","ME","Under 18","Female","White",0
"1059","ME","Under 18","Male","Black",0
"1060","ME","Under 18","Male","Hispanic",0.273085965115261
"1061","ME","Under 18","Male","Other or Unknown",0
"1062","ME","Under 18","Male","White",0
"1063","MI","18-24","Female","Black",1
"1064","MI","18-24","Female","Hispanic",36.4129313874753
"1065","MI","18-24","Female","Other or Unknown",78
"1066","MI","18-24","Female","White",2
"1067","MI","18-24","Male","Black",10
"1068","MI","18-24","Male","Hispanic",189.497701158589
"1069","MI","18-24","Male","Other or Unknown",1297
"1070","MI","18-24","Male","White",21
"1071","MI","25-34","Female","Black",3
"1072","MI","25-34","Female","Hispanic",90.6842673894157
"1073","MI","25-34","Female","Other or Unknown",354
"1074","MI","25-34","Female","White",11
"1075","MI","25-34","Male","Black",25
"1076","MI","25-34","Male","Hispanic",482.48069070739
"1077","MI","25-34","Male","Other or Unknown",3504
"1078","MI","25-34","Male","White",55
"1079","MI","35-44","Female","Black",3
"1080","MI","35-44","Female","Hispanic",67.5610966690141
"1081","MI","35-44","Female","Other or Unknown",265
"1082","MI","35-44","Female","White",6
"1083","MI","35-44","Male","Black",14
"1084","MI","35-44","Male","Hispanic",345.252971790447
"1085","MI","35-44","Male","Other or Unknown",2398
"1086","MI","35-44","Male","White",30
"1087","MI","45-54","Female","Black",1
"1088","MI","45-54","Female","Hispanic",26.9375024664092
"1089","MI","45-54","Female","Other or Unknown",151
"1090","MI","45-54","Female","White",4
"1091","MI","45-54","Male","Black",9
"1092","MI","45-54","Male","Hispanic",136.420607913312
"1093","MI","45-54","Male","Other or Unknown",1875
"1094","MI","45-54","Male","White",21
"1095","MI","55+","Female","Black",2
"1096","MI","55+","Female","Hispanic",0
"1097","MI","55+","Female","Other or Unknown",73
"1098","MI","55+","Female","White",1
"1099","MI","55+","Male","Black",7
"1100","MI","55+","Male","Hispanic",3
"1101","MI","55+","Male","Other or Unknown",988
"1102","MI","55+","Male","White",7
"1103","MI","Under 18","Female","Black",0
"1104","MI","Under 18","Female","Hispanic",0.938084603660887
"1105","MI","Under 18","Female","Other or Unknown",0
"1106","MI","Under 18","Female","White",0
"1107","MI","Under 18","Male","Black",0
"1108","MI","Under 18","Male","Hispanic",4.75310408343643
"1109","MI","Under 18","Male","Other or Unknown",0
"1110","MI","Under 18","Male","White",0
"1111","MN","18-24","Female","Black",6
"1112","MN","18-24","Female","Hispanic",12.5207470584124
"1113","MN","18-24","Female","Other or Unknown",1
"1114","MN","18-24","Female","White",73
"1115","MN","18-24","Male","Black",367
"1116","MN","18-24","Male","Hispanic",124.460755274165
"1117","MN","18-24","Male","Other or Unknown",1
"1118","MN","18-24","Male","White",398
"1119","MN","25-34","Female","Black",33
"1120","MN","25-34","Female","Hispanic",44.6917440305355
"1121","MN","25-34","Female","Other or Unknown",3
"1122","MN","25-34","Female","White",224
"1123","MN","25-34","Male","Black",865
"1124","MN","25-34","Male","Hispanic",321.497490874882
"1125","MN","25-34","Male","Other or Unknown",7
"1126","MN","25-34","Male","White",1444
"1127","MN","35-44","Female","Black",30
"1128","MN","35-44","Female","Hispanic",29.0593744978743
"1129","MN","35-44","Female","Other or Unknown",0
"1130","MN","35-44","Female","White",150
"1131","MN","35-44","Male","Black",531
"1132","MN","35-44","Male","Hispanic",206.142985642865
"1133","MN","35-44","Male","Other or Unknown",1
"1134","MN","35-44","Male","White",795
"1135","MN","45-54","Female","Black",20
"1136","MN","45-54","Female","Hispanic",10.2064089282641
"1137","MN","45-54","Female","Other or Unknown",0
"1138","MN","45-54","Female","White",67
"1139","MN","45-54","Male","Black",343
"1140","MN","45-54","Male","Hispanic",79.765670357061
"1141","MN","45-54","Male","Other or Unknown",1
"1142","MN","45-54","Male","White",559
"1143","MN","55+","Female","Black",2
"1144","MN","55+","Female","Hispanic",1
"1145","MN","55+","Female","Other or Unknown",0
"1146","MN","55+","Female","White",25
"1147","MN","55+","Male","Black",117
"1148","MN","55+","Male","Hispanic",16
"1149","MN","55+","Male","Other or Unknown",1
"1150","MN","55+","Male","White",216
"1151","MN","Under 18","Female","Black",0
"1152","MN","Under 18","Female","Hispanic",0.296802125683445
"1153","MN","Under 18","Female","Other or Unknown",0
"1154","MN","Under 18","Female","White",0
"1155","MN","Under 18","Male","Black",0
"1156","MN","Under 18","Male","Hispanic",1.76371354984566
"1157","MN","Under 18","Male","Other or Unknown",0
"1158","MN","Under 18","Male","White",0
"1159","MO","18-24","Female","Black",47
"1160","MO","18-24","Female","Hispanic",27.7369889491245
"1161","MO","18-24","Female","Other or Unknown",0
"1162","MO","18-24","Female","White",347
"1163","MO","18-24","Male","Black",509
"1164","MO","18-24","Male","Hispanic",99.1790017170689
"1165","MO","18-24","Male","Other or Unknown",220
"1166","MO","18-24","Male","White",1233
"1167","MO","25-34","Female","Black",148
"1168","MO","25-34","Female","Hispanic",62.7398404830026
"1169","MO","25-34","Female","Other or Unknown",2
"1170","MO","25-34","Female","White",1342
"1171","MO","25-34","Male","Black",1387
"1172","MO","25-34","Male","Hispanic",259.872269960004
"1173","MO","25-34","Male","Other or Unknown",494
"1174","MO","25-34","Male","White",4128
"1175","MO","35-44","Female","Black",91
"1176","MO","35-44","Female","Hispanic",41.626702167204
"1177","MO","35-44","Female","Other or Unknown",2
"1178","MO","35-44","Female","White",847
"1179","MO","35-44","Male","Black",939
"1180","MO","35-44","Male","Hispanic",161.004336319716
"1181","MO","35-44","Male","Other or Unknown",225
"1182","MO","35-44","Male","White",2843
"1183","MO","45-54","Female","Black",51
"1184","MO","45-54","Female","Hispanic",13.6481257272661
"1185","MO","45-54","Female","Other or Unknown",1
"1186","MO","45-54","Female","White",364
"1187","MO","45-54","Male","Black",485
"1188","MO","45-54","Male","Hispanic",61.8664473302858
"1189","MO","45-54","Male","Other or Unknown",119
"1190","MO","45-54","Male","White",1646
"1191","MO","55+","Female","Black",20
"1192","MO","55+","Female","Hispanic",0
"1193","MO","55+","Female","Other or Unknown",3
"1194","MO","55+","Female","White",75
"1195","MO","55+","Male","Black",248
"1196","MO","55+","Male","Hispanic",19
"1197","MO","55+","Male","Other or Unknown",61
"1198","MO","55+","Male","White",658
"1199","MO","Under 18","Female","Black",0
"1200","MO","Under 18","Female","Hispanic",0.276610633614498
"1201","MO","Under 18","Female","Other or Unknown",0
"1202","MO","Under 18","Female","White",0
"1203","MO","Under 18","Male","Black",0
"1204","MO","Under 18","Male","Hispanic",1.55035567924318
"1205","MO","Under 18","Male","Other or Unknown",0
"1206","MO","Under 18","Male","White",0
"1207","MS","18-24","Female","Black",36
"1208","MS","18-24","Female","Hispanic",7.4203241869905
"1209","MS","18-24","Female","Other or Unknown",0
"1210","MS","18-24","Female","White",51
"1211","MS","18-24","Male","Black",706
"1212","MS","18-24","Male","Hispanic",124.05706429641
"1213","MS","18-24","Male","Other or Unknown",2
"1214","MS","18-24","Male","White",310
"1215","MS","25-34","Female","Black",116
"1216","MS","25-34","Female","Hispanic",18.9894403750214
"1217","MS","25-34","Female","Other or Unknown",0
"1218","MS","25-34","Female","White",273
"1219","MS","25-34","Male","Black",1781
"1220","MS","25-34","Male","Hispanic",313.50462739092
"1221","MS","25-34","Male","Other or Unknown",2
"1222","MS","25-34","Male","White",1081
"1223","MS","35-44","Female","Black",85
"1224","MS","35-44","Female","Hispanic",13.7360454809105
"1225","MS","35-44","Female","Other or Unknown",0
"1226","MS","35-44","Female","White",202
"1227","MS","35-44","Male","Black",1162
"1228","MS","35-44","Male","Hispanic",230.630618129474
"1229","MS","35-44","Male","Other or Unknown",1
"1230","MS","35-44","Male","White",812
"1231","MS","45-54","Female","Black",67
"1232","MS","45-54","Female","Hispanic",4.57329767447649
"1233","MS","45-54","Female","Other or Unknown",0
"1234","MS","45-54","Female","White",90
"1235","MS","45-54","Male","Black",517
"1236","MS","45-54","Male","Hispanic",92.8062152967377
"1237","MS","45-54","Male","Other or Unknown",1
"1238","MS","45-54","Male","White",431
"1239","MS","55+","Female","Black",17
"1240","MS","55+","Female","Hispanic",0
"1241","MS","55+","Female","Other or Unknown",0
"1242","MS","55+","Female","White",19
"1243","MS","55+","Male","Black",239
"1244","MS","55+","Male","Hispanic",5
"1245","MS","55+","Male","Other or Unknown",1
"1246","MS","55+","Male","White",191
"1247","MS","Under 18","Female","Black",0
"1248","MS","Under 18","Female","Hispanic",0.165402977481759
"1249","MS","Under 18","Female","Other or Unknown",0
"1250","MS","Under 18","Female","White",0
"1251","MS","Under 18","Male","Black",0
"1252","MS","Under 18","Male","Hispanic",3.0671960404688
"1253","MS","Under 18","Male","Other or Unknown",0
"1254","MS","Under 18","Male","White",0
"1255","MT","18-24","Female","Black",0
"1256","MT","18-24","Female","Hispanic",2.67338603949248
"1257","MT","18-24","Female","Other or Unknown",14
"1258","MT","18-24","Female","White",0
"1259","MT","18-24","Male","Black",0
"1260","MT","18-24","Male","Hispanic",10.6484841848228
"1261","MT","18-24","Male","Other or Unknown",104
"1262","MT","18-24","Male","White",0
"1263","MT","25-34","Female","Black",0
"1264","MT","25-34","Female","Hispanic",6.65791094544658
"1265","MT","25-34","Female","Other or Unknown",65
"1266","MT","25-34","Female","White",0
"1267","MT","25-34","Male","Black",0
"1268","MT","25-34","Male","Hispanic",27.519424564664
"1269","MT","25-34","Male","Other or Unknown",358
"1270","MT","25-34","Male","White",0
"1271","MT","35-44","Female","Black",0
"1272","MT","35-44","Female","Hispanic",4.88682179181701
"1273","MT","35-44","Female","Other or Unknown",42
"1274","MT","35-44","Female","White",0
"1275","MT","35-44","Male","Black",0
"1276","MT","35-44","Male","Hispanic",21.4649196919162
"1277","MT","35-44","Male","Other or Unknown",230
"1278","MT","35-44","Male","White",0
"1279","MT","45-54","Female","Black",0
"1280","MT","45-54","Female","Hispanic",1.90429483018362
"1281","MT","45-54","Female","Other or Unknown",23
"1282","MT","45-54","Female","White",0
"1283","MT","45-54","Male","Black",0
"1284","MT","45-54","Male","Hispanic",8.58508239472206
"1285","MT","45-54","Male","Other or Unknown",198
"1286","MT","45-54","Male","White",0
"1287","MT","55+","Female","Black",0
"1288","MT","55+","Female","Hispanic",0
"1289","MT","55+","Female","Other or Unknown",10
"1290","MT","55+","Female","White",0
"1291","MT","55+","Male","Black",0
"1292","MT","55+","Male","Hispanic",0
"1293","MT","55+","Male","Other or Unknown",128
"1294","MT","55+","Male","White",0
"1295","MT","Under 18","Female","Black",0
"1296","MT","Under 18","Female","Hispanic",0.0688728478518614
"1297","MT","Under 18","Female","Other or Unknown",0
"1298","MT","Under 18","Female","White",0
"1299","MT","Under 18","Male","Black",0
"1300","MT","Under 18","Male","Hispanic",0.274330538231389
"1301","MT","Under 18","Male","Other or Unknown",0
"1302","MT","Under 18","Male","White",0
"1303","NC","18-24","Female","Black",90
"1304","NC","18-24","Female","Hispanic",42.7221134169864
"1305","NC","18-24","Female","Other or Unknown",24
"1306","NC","18-24","Female","White",176
"1307","NC","18-24","Male","Black",2171
"1308","NC","18-24","Male","Hispanic",319.416240438142
"1309","NC","18-24","Male","Other or Unknown",70
"1310","NC","18-24","Male","White",1023
"1311","NC","25-34","Female","Black",208
"1312","NC","25-34","Female","Hispanic",101.02117813046
"1313","NC","25-34","Female","Other or Unknown",14
"1314","NC","25-34","Female","White",740
"1315","NC","25-34","Male","Black",3179
"1316","NC","25-34","Male","Hispanic",636.526344332162
"1317","NC","25-34","Male","Other or Unknown",81
"1318","NC","25-34","Male","White",2851
"1319","NC","35-44","Female","Black",144
"1320","NC","35-44","Female","Hispanic",65.3306014916423
"1321","NC","35-44","Female","Other or Unknown",11
"1322","NC","35-44","Female","White",461
"1323","NC","35-44","Male","Black",1918
"1324","NC","35-44","Male","Hispanic",433.577309267988
"1325","NC","35-44","Male","Other or Unknown",66
"1326","NC","35-44","Male","White",1778
