Gender,counts,hcvFALSE,hcvTRUE,se.hcvFALSE,se.hcvTRUE
Men,1373,0.965556953660723,0.034443046339276945,0.014130693711612739,0.014130693711612739
Women,1666,0.9788919995064305,0.02110800049356956,0.006172571584562111,0.006172571584562111
