Gender,counts,strFALSE,strTRUE,se.strFALSE,se.strTRUE
Men,585,0.9549476572861283,0.04505234271387174,0.009792132055302912,0.009792132055302912
Women,888,0.9247487525855098,0.07525124741449017,0.01602202425255857,0.01602202425255857
