Gender,counts,hbvFALSE,hbvTRUE,se.hbvFALSE,se.hbvTRUE
Men,1373,0.9909563771314581,0.009043622868541835,0.0032358944440884474,0.0032358944440884474
Women,1666,0.9965020234016684,0.003497976598331579,0.00133215748313227,0.0013321574831322703
