Gender,counts,depFALSE,depTRUE,se.depFALSE,se.depTRUE
Men,1976,0.8640752574027897,0.13592474259721032,0.016307518390222903,0.016307518390222903
Women,2203,0.7729713644832524,0.22702863551674762,0.020427751138770857,0.02042775113877085
