Gender,counts,astFALSE,astTRUE,se.astFALSE,se.astTRUE
Men,335,0.3402804296560094,0.6597195703439906,0.03641071561557065,0.03641071561557065
Women,403,0.29415203071198637,0.7058479692880136,0.03253002921607424,0.03253002921607424
