Gender,counts,ckdFALSE,ckdTRUE,se.ckdFALSE,se.ckdTRUE
Men,585,0.9446221821782891,0.05537781782171088,0.02136341445114044,0.021363414451140445
Women,888,0.9550050598809597,0.04499494011904019,0.0076142894780692125,0.007614289478069214
